datetime_kst,고흥만수상,삼천포,영흥,광양항세방,예천,영동,탑선,구미,경상대,여수,창원
2024-06-01 07:00,170.8,192.7,267.9,162.4,260.8,236.7,196.7,343.3,193.6,198.7,220.8
2024-06-01 08:00,382.5,539.7,387.9,459.9,449.0,197.7,359.3,543.1,509.2,483.9,433.6
2024-06-01 09:00,590.5,692.2,643.2,558.7,650.7,398.7,524.7,635.6,701.6,675.0,592.8
2024-06-01 10:00,780.7,845.8,778.5,753.2,718.2,438.2,617.0,774.1,693.3,687.6,641.7
2024-06-01 11:00,752.6,943.4,876.7,836.8,537.1,337.5,635.7,869.1,885.5,915.8,937.1
2024-06-01 12:00,944.0,949.1,928.3,849.9,806.9,798.1,658.4,793.8,912.3,895.3,966.2
2024-06-01 13:00,925.1,977.6,928.0,892.8,525.4,644.2,908.2,441.4,908.5,963.0,965.4
2024-06-01 14:00,790.6,927.1,879.2,821.5,823.7,734.2,926.8,762.0,786.2,926.7,784.1
2024-06-01 15:00,814.5,823.0,780.6,744.2,745.7,401.1,842.6,807.1,791.0,836.8,838.2
2024-06-01 16:00,696.1,690.5,641.5,610.3,631.2,187.5,699.3,640.2,541.9,652.6,381.6
2024-06-01 17:00,516.8,511.8,474.1,455.2,482.8,108.6,524.6,429.4,494.5,508.9,467.6
2024-06-01 18:00,319.8,295.7,293.9,270.5,293.2,249.7,324.5,291.1,298.4,306.9,277.1
2024-06-02 07:00,234.5,313.1,279.0,262.6,334.1,297.7,210.9,326.9,298.6,243.9,340.5
2024-06-02 08:00,363.5,390.3,464.5,365.8,534.3,499.0,436.3,472.7,444.4,298.0,465.5
2024-06-02 09:00,608.6,656.4,635.1,622.8,711.5,641.2,645.2,704.8,652.4,628.1,669.3
2024-06-02 10:00,787.3,814.7,773.1,769.5,646.9,717.4,819.6,837.1,790.4,844.1,806.4
2024-06-02 11:00,881.6,864.9,867.6,772.1,865.3,755.5,929.0,854.7,897.2,879.3,943.1
2024-06-02 12:00,999.7,1001.0,919.7,842.3,926.5,779.9,947.7,665.3,921.9,838.4,826.9
2024-06-02 13:00,942.6,919.5,922.3,829.7,760.6,807.7,933.4,787.5,799.7,871.5,896.8
