datetime_kst,고흥만수상,삼천포,영흥,광양항세방,예천,영동,탑선,구미,경상대,여수,창원
2023-05-01 07:00,259.5,284.5,213.7,234.9,266.4,269.8,224.6,268.0,271.8,268.8,278.0
2023-05-01 08:00,,,,,,,,,,,
2023-05-01 09:00,661.6,697.2,307.8,614.9,621.0,657.1,629.5,642.4,663.5,669.3,671.1
2023-05-01 10:00,,,,,,,,,,,
2023-05-01 11:00,,,,,,,,,,,
2023-05-01 12:00,923.9,963.0,863.4,881.4,812.6,614.5,913.6,888.4,917.4,921.7,928.6
2023-05-01 13:00,,,,,,,,,,,
2023-05-01 14:00,878.6,900.7,817.5,809.3,480.4,816.2,851.9,839.1,873.3,870.9,881.0
2023-05-01 15:00,785.2,683.7,729.8,709.3,694.6,730.5,764.6,747.1,772.5,781.6,763.4
2023-05-01 16:00,639.0,658.9,585.4,575.5,577.0,600.9,627.0,618.2,629.3,631.4,635.9
2023-05-01 17:00,450.8,441.1,416.1,395.8,412.9,348.9,448.5,429.6,440.1,447.3,448.4
2023-05-01 18:00,243.7,228.8,224.3,204.2,220.4,236.8,246.7,232.4,237.7,241.1,244.9
2023-05-02 07:00,208.7,223.3,212.4,221.0,247.2,240.1,206.7,247.4,215.2,238.7,190.8
2023-05-02 08:00,444.7,447.1,355.4,392.7,345.8,378.0,445.0,339.1,417.4,416.4,422.6
2023-05-02 09:00,615.7,556.0,428.9,557.0,607.4,575.4,618.8,566.3,539.5,637.7,587.9
2023-05-02 10:00,785.7,814.7,690.2,730.1,725.6,729.2,631.6,760.9,788.1,799.2,779.3
2023-05-02 11:00,848.9,789.8,703.7,819.2,696.9,793.9,846.2,846.5,886.9,878.7,864.1
2023-05-02 12:00,923.7,969.2,787.0,879.9,825.2,880.2,886.8,908.7,921.4,923.3,922.8
2023-05-02 13:00,924.9,961.3,822.3,871.8,866.9,801.5,889.2,843.4,917.0,926.4,927.1
2023-05-02 14:00,838.6,856.7,818.2,821.7,795.5,822.9,838.1,816.7,875.2,854.2,824.4
2023-05-02 15:00,786.6,709.5,507.6,735.3,676.9,620.7,748.1,621.9,738.6,794.7,687.5
2023-05-02 16:00,665.8,644.1,523.3,529.3,509.5,604.1,551.9,539.8,618.8,618.2,584.1
2023-05-02 17:00,363.2,400.6,410.2,393.6,298.7,342.4,423.4,291.7,398.2,448.1,405.4
2023-05-02 18:00,196.1,188.0,192.2,190.8,178.6,174.2,158.6,157.4,217.9,198.0,152.5
2023-05-03 07:00,234.8,281.8,200.7,192.9,226.2,294.2,135.1,256.5,218.6,173.8,242.9
2023-05-03 08:00,302.9,426.5,408.2,402.3,469.4,484.1,204.1,477.6,331.1,381.3,290.3
2023-05-03 09:00,240.1,591.5,581.3,532.1,627.0,653.1,340.8,600.2,368.1,505.6,624.1
2023-05-03 10:00,611.7,437.1,696.9,423.0,736.1,796.1,294.7,840.0,555.6,646.7,587.1
2023-05-03 11:00,437.6,449.2,787.9,458.0,811.7,868.7,172.9,821.6,773.3,330.6,503.4
2023-05-03 12:00,158.3,392.1,824.6,557.2,840.5,900.5,504.4,854.6,540.8,405.7,578.4
2023-05-03 13:00,329.8,641.6,836.9,326.0,842.2,902.4,380.7,880.2,702.7,346.3,698.7
2023-05-03 14:00,337.5,182.8,783.1,216.0,799.3,854.9,378.5,813.6,483.2,210.3,568.3
2023-05-03 15:00,259.5,224.8,695.1,163.6,692.4,750.1,443.9,632.5,218.1,197.6,238.8
2023-05-03 16:00,161.1,165.0,526.0,182.7,541.1,614.4,270.7,331.3,179.8,237.1,311.4
