datetime_kst,고흥만수상,삼천포,영흥,광양항세방,예천,영동,탑선,구미,경상대,여수,창원
2024-05-01 07:00,70.9,156.4,149.1,121.4,228.5,235.4,125.2,152.8,132.4,97.8,189.6
2024-05-01 08:00,136.2,209.8,217.5,134.2,253.2,462.3,219.7,211.3,218.9,187.8,227.0
2024-05-01 09:00,161.3,199.0,430.5,189.1,502.3,641.4,286.6,437.2,180.2,183.8,154.9
2024-05-01 10:00,241.2,243.2,630.0,205.0,753.4,774.6,191.8,432.1,238.8,271.3,257.9
2024-05-01 11:00,302.3,247.3,732.5,300.7,782.4,847.0,158.4,686.3,269.6,240.7,391.4
2024-05-01 12:00,236.9,504.2,858.8,437.3,855.8,858.9,104.0,873.1,611.7,385.4,741.2
2024-05-01 13:00,341.7,246.8,859.9,400.8,836.4,747.1,230.5,860.1,491.7,342.5,863.1
2024-05-01 14:00,335.8,467.0,795.9,333.3,483.6,630.8,348.7,769.6,742.4,310.9,762.8
2024-05-01 15:00,339.3,549.6,682.3,386.2,663.9,589.2,316.0,452.0,462.9,428.0,559.0
2024-05-01 16:00,201.8,286.0,543.3,466.0,544.6,387.8,370.6,447.9,239.4,511.9,265.4
2024-05-01 17:00,216.9,290.5,374.8,368.7,390.7,413.4,310.1,419.9,406.0,379.1,306.6
2024-05-01 18:00,179.6,199.3,219.4,163.8,237.8,201.9,225.3,225.6,233.4,155.4,221.2
2024-05-02 07:00,253.3,243.1,206.8,226.4,268.3,279.6,156.3,270.4,246.2,261.4,262.5
2024-05-02 08:00,447.9,522.6,389.2,416.7,467.3,484.2,399.7,478.3,437.0,467.2,455.1
2024-05-02 09:00,631.4,711.9,561.0,593.2,629.8,654.5,609.9,656.2,603.2,656.0,635.7
2024-05-02 10:00,795.5,809.1,698.0,690.7,754.2,784.4,730.9,792.2,784.7,799.9,785.4
2024-05-02 11:00,874.9,918.7,821.0,813.6,826.8,865.7,761.7,865.6,865.2,903.4,902.9
2024-05-02 12:00,923.2,962.6,870.8,873.4,858.8,898.8,688.8,896.4,911.4,938.0,951.0
2024-05-02 13:00,916.1,957.2,874.2,875.7,855.6,893.9,828.3,892.4,916.8,940.4,937.3
2024-05-02 14:00,875.0,901.2,830.6,815.8,817.1,847.1,744.1,848.3,846.2,875.4,905.5
2024-05-02 15:00,770.5,780.4,735.1,692.2,733.2,752.2,751.3,762.4,741.2,758.2,756.4
2024-05-02 16:00,625.4,615.9,597.7,543.8,594.5,612.5,617.0,616.2,626.3,643.7,640.5
2024-05-02 17:00,400.1,414.5,426.0,352.2,421.1,436.3,340.3,439.5,413.1,405.9,451.5
2024-05-02 18:00,238.3,219.3,234.7,211.6,233.2,239.6,237.0,242.7,148.2,207.3,243.2
2024-05-03 07:00,258.5,277.4,224.6,236.6,279.5,284.3,260.1,280.4,277.1,272.5,292.0
2024-05-03 08:00,471.8,506.6,416.0,431.5,476.8,486.3,465.3,483.0,489.3,487.3,503.7
2024-05-03 09:00,655.6,686.4,589.0,610.2,634.9,657.0,644.3,655.4,664.2,670.1,688.1
2024-05-03 10:00,789.4,833.1,726.6,749.6,760.0,788.0,777.2,784.6,805.1,807.6,827.1
2024-05-03 11:00,878.3,901.3,830.3,824.7,834.7,871.9,865.8,857.2,883.4,891.8,942.9
2024-05-03 12:00,915.0,932.1,884.4,863.3,869.2,906.9,906.4,883.7,920.4,924.1,993.6
2024-05-03 13:00,927.6,935.4,883.7,860.4,865.8,899.1,907.5,880.1,918.3,923.5,979.7
2024-05-03 14:00,886.6,888.3,829.8,812.8,821.1,853.6,865.3,838.4,874.9,880.2,939.1
2024-05-03 15:00,794.9,787.1,730.7,716.7,743.2,759.0,771.9,753.9,778.6,785.7,820.8
2024-05-03 16:00,657.8,644.0,589.3,577.5,604.6,609.5,633.3,609.5,633.6,638.0,661.2
2024-05-03 17:00,467.9,451.8,411.3,399.1,427.3,427.3,447.5,431.2,448.4,451.6,460.9
2024-05-03 18:00,260.0,240.1,220.4,209.8,235.2,232.5,245.1,238.4,243.9,245.7,245.5
2024-05-04 07:00,269.5,282.8,215.6,225.5,281.6,291.0,258.2,277.5,284.8,270.0,307.7
2024-05-04 08:00,467.2,497.3,403.4,428.2,477.3,490.9,470.5,479.6,493.3,485.6,527.0
2024-05-04 09:00,647.6,672.1,574.5,600.2,631.2,667.9,650.5,643.7,663.7,641.7,713.9
2024-05-04 10:00,764.3,814.0,717.1,735.3,767.5,797.1,779.9,775.7,801.5,781.7,862.1
2024-05-04 11:00,870.1,916.7,821.5,824.9,831.1,860.5,858.9,856.4,884.2,881.1,906.5
2024-05-04 12:00,903.6,939.2,872.0,870.1,866.6,900.6,879.2,888.5,886.2,925.7,942.8
2024-05-04 13:00,878.8,943.7,856.3,849.6,860.4,894.9,825.6,890.7,919.0,897.2,950.6
2024-05-04 14:00,730.5,861.2,815.5,734.3,820.7,855.1,695.4,847.0,850.3,839.0,875.8
2024-05-04 15:00,567.0,730.9,659.9,679.4,732.3,750.7,654.7,770.1,771.2,739.2,732.6
2024-05-04 16:00,450.8,614.7,576.2,531.9,601.5,595.5,537.8,604.1,603.0,533.1,592.8
2024-05-04 17:00,238.0,346.3,433.6,321.8,413.4,427.8,263.7,428.4,379.5,276.0,396.4
2024-05-04 18:00,199.7,192.5,238.9,148.8,206.1,223.8,137.7,238.2,220.8,105.2,234.4
2024-05-05 07:00,57.5,0.0,0.0,87.5,116.0,165.6,86.9,184.0,116.0,126.2,104.5
2024-05-05 08:00,0.0,112.7,107.4,87.3,188.8,169.5,143.0,193.2,75.4,113.4,199.0
2024-05-05 09:00,109.6,132.1,137.8,96.3,103.4,186.5,222.2,182.5,133.4,166.9,192.9
2024-05-05 10:00,126.3,222.3,87.2,140.3,201.6,140.7,171.4,222.9,191.1,171.9,213.6
2024-05-05 11:00,130.2,183.0,200.2,132.2,226.3,225.8,149.8,81.2,191.8,143.0,206.2
2024-05-05 12:00,95.9,141.0,96.6,80.8,263.0,159.6,134.6,268.2,158.0,119.1,192.3
2024-05-05 13:00,155.5,153.7,213.4,127.2,174.1,255.5,175.9,223.5,164.7,83.4,154.6
