datetime_kst,고흥만수상,삼천포,영흥,광양항세방,예천,영동,탑선,구미,경상대,여수,창원
2023-07-01 07:00,278.2,144.8,249.9,90.9,169.0,108.9,126.8,201.7,137.5,118.8,145.1
2023-07-01 08:00,285.2,312.5,428.2,138.0,271.8,432.9,257.0,318.8,310.4,184.4,111.7
2023-07-01 09:00,286.9,190.4,594.9,116.2,422.9,543.1,269.1,306.6,210.1,96.2,257.7
2023-07-01 10:00,160.1,301.9,720.6,224.9,395.6,788.0,292.8,454.5,268.4,305.2,398.9
2023-07-01 11:00,467.3,181.7,823.5,197.7,816.2,920.9,643.8,748.2,187.9,200.5,350.8
2023-07-01 12:00,270.4,446.5,884.8,267.8,919.6,962.9,476.4,931.7,204.5,313.4,384.7
2023-07-01 13:00,376.6,310.9,896.7,336.9,909.6,962.7,894.7,924.4,379.4,505.0,788.3
2023-07-01 14:00,420.4,527.5,871.5,528.4,892.4,922.0,743.0,878.2,350.8,366.7,706.1
2023-07-01 15:00,301.8,781.9,793.7,699.1,804.5,833.3,705.8,828.8,552.5,800.3,606.9
2023-07-01 16:00,324.3,685.3,659.9,549.3,668.6,696.5,690.3,696.2,627.8,621.8,703.2
2023-07-01 17:00,247.3,521.7,496.5,355.9,494.6,531.0,502.6,524.3,515.3,401.4,523.0
2023-07-01 18:00,200.5,318.7,310.6,265.0,309.4,332.6,236.2,333.0,253.3,315.8,326.9
2023-07-02 07:00,216.5,126.3,167.9,120.2,262.0,260.3,230.9,228.6,153.6,130.5,165.9
2023-07-02 08:00,249.6,229.6,286.3,193.5,457.9,304.0,432.0,350.2,144.0,169.0,328.7
2023-07-02 09:00,300.9,334.5,345.7,311.5,479.8,357.1,448.4,605.1,332.3,350.0,364.3
2023-07-02 10:00,483.2,427.0,518.8,365.7,601.4,563.5,667.4,762.2,376.3,321.8,756.2
2023-07-02 11:00,369.7,605.4,479.9,804.3,828.1,380.1,781.7,729.2,590.3,795.2,851.1
2023-07-02 12:00,528.3,963.9,466.9,801.5,923.5,776.7,916.3,927.3,951.5,897.1,847.4
2023-07-02 13:00,893.2,917.0,672.6,863.0,798.3,830.0,907.0,902.5,799.5,962.7,869.1
2023-07-02 14:00,782.6,943.9,800.7,732.6,860.5,807.4,666.6,895.9,931.4,872.3,896.7
2023-07-02 15:00,659.2,528.8,638.0,635.4,605.3,499.4,726.6,625.4,743.7,553.8,738.5
2023-07-02 16:00,681.2,724.0,614.6,606.9,583.8,443.7,457.7,575.8,531.6,697.8,660.7
2023-07-02 17:00,567.0,419.1,462.2,460.1,296.6,404.5,275.1,185.0,502.6,487.2,283.4
2023-07-02 18:00,292.7,339.2,302.0,266.2,290.6,213.3,351.4,219.9,264.8,329.1,318.5
2023-07-03 07:00,97.0,225.7,216.0,161.0,126.3,167.0,179.3,155.5,118.6,0.0,0.0
2023-07-03 08:00,158.2,225.6,439.4,222.8,373.8,283.1,304.6,523.9,288.3,196.9,285.8
2023-07-03 09:00,183.1,509.8,585.9,448.6,661.0,364.4,601.5,684.6,561.4,211.4,690.7
2023-07-03 10:00,223.3,643.5,713.9,586.0,731.0,741.5,570.7,705.5,705.6,486.9,661.0
2023-07-03 11:00,410.0,267.3,811.6,570.2,881.7,902.6,505.5,734.9,690.2,515.6,624.5
2023-07-03 12:00,623.1,738.8,830.4,761.3,924.6,1017.9,779.7,793.2,510.6,753.6,476.6
2023-07-03 13:00,402.2,953.3,852.7,664.0,905.2,952.8,757.4,903.3,780.3,799.5,644.7
2023-07-03 14:00,247.0,871.2,849.6,852.4,881.5,915.1,524.5,845.4,550.1,849.2,635.4
2023-07-03 15:00,392.8,613.6,787.6,438.1,768.8,826.7,294.2,779.4,614.4,594.6,576.2
2023-07-03 16:00,574.3,425.2,585.7,522.8,649.0,692.7,368.6,662.0,604.8,681.9,651.3
2023-07-03 17:00,206.4,259.7,468.7,392.9,448.6,515.3,232.4,490.1,387.9,472.3,455.4
2023-07-03 18:00,138.1,196.4,312.3,204.5,275.8,323.9,179.1,312.5,212.3,292.1,145.6
2023-07-04 07:00,0.0,193.2,114.0,125.1,266.6,283.5,60.8,209.2,129.9,140.0,216.4
2023-07-04 08:00,98.3,188.9,210.6,0.0,429.7,292.2,146.6,235.4,196.3,124.6,451.4
2023-07-04 09:00,214.4,138.3,288.5,140.8,596.1,584.0,245.8,255.8,251.8,159.9,360.2
2023-07-04 10:00,238.8,297.9,301.0,215.3,325.5,693.0,279.4,257.8,241.0,201.7,337.4
2023-07-04 11:00,209.0,304.4,259.2,205.8,115.8,790.5,190.9,309.7,237.3,247.4,320.2
2023-07-04 12:00,248.9,220.9,179.5,169.5,158.6,783.8,166.7,249.4,187.3,213.3,375.2
2023-07-04 13:00,230.4,307.0,68.0,195.2,266.8,221.1,218.7,275.3,208.5,255.8,366.3
2023-07-04 14:00,257.1,193.0,106.8,176.8,288.3,311.5,259.9,238.4,188.0,201.0,296.5
2023-07-04 15:00,194.4,175.1,122.9,184.7,210.6,262.6,398.2,217.2,177.5,221.7,217.5
2023-07-04 16:00,219.5,213.4,337.8,113.3,145.6,115.7,189.6,171.6,217.7,218.0,184.7
2023-07-04 17:00,174.8,216.8,149.5,159.9,151.4,183.5,147.8,105.6,154.2,159.4,140.8
