datetime_kst,고흥만수상,삼천포,영흥,광양항세방,예천,영동,탑선,구미,경상대,여수,창원
2024-07-01 07:00,250.5,327.9,191.1,277.3,301.4,206.6,205.4,299.8,308.0,249.3,317.1
2024-07-01 08:00,346.8,468.2,403.8,366.0,492.0,441.1,225.1,494.4,239.7,363.2,419.1
2024-07-01 09:00,413.0,595.1,588.0,378.9,666.8,250.4,391.1,672.1,338.0,292.6,266.3
2024-07-01 10:00,551.1,575.7,736.4,442.8,798.3,646.2,767.2,786.4,633.0,466.0,734.6
2024-07-01 11:00,655.0,871.2,791.2,804.7,860.8,877.2,889.7,844.9,863.0,866.2,544.0
2024-07-01 12:00,800.2,944.8,863.9,835.5,899.3,894.9,844.5,898.0,877.7,950.9,908.2
2024-07-01 13:00,878.2,959.5,902.2,903.4,922.1,693.6,842.3,864.1,948.5,969.8,884.7
2024-07-01 14:00,916.3,939.1,864.7,824.5,886.1,881.4,744.7,846.4,898.3,936.7,941.9
2024-07-01 15:00,827.5,822.0,781.2,785.3,663.8,790.8,631.6,707.0,891.8,802.4,800.4
2024-07-01 16:00,414.7,617.7,652.2,455.1,640.9,652.7,651.5,546.3,458.6,422.5,663.2
2024-07-01 17:00,354.6,390.1,461.6,423.5,494.7,464.5,409.0,354.3,344.2,537.9,366.1
2024-07-01 18:00,341.6,314.3,303.8,272.9,306.7,304.7,275.0,241.5,300.0,329.6,179.1
2024-07-02 07:00,106.4,145.9,18.5,82.0,20.5,130.8,143.9,73.6,0.0,0.0,194.8
2024-07-02 08:00,261.5,119.9,95.0,127.0,21.9,9.3,202.6,233.6,123.0,209.1,344.4
2024-07-02 09:00,415.3,149.2,105.6,346.1,164.2,69.6,196.0,147.9,154.5,318.8,115.2
2024-07-02 10:00,232.9,229.4,80.8,277.7,237.8,115.6,193.9,105.5,146.5,234.6,273.3
2024-07-02 11:00,437.9,233.4,67.0,414.2,164.0,117.3,415.3,131.2,329.6,278.6,143.2
2024-07-02 12:00,616.1,372.4,144.3,444.8,222.2,173.3,587.5,245.7,497.2,319.1,271.6
2024-07-02 13:00,724.5,412.0,258.8,415.1,128.6,131.0,657.0,275.7,527.4,389.6,330.4
2024-07-02 14:00,591.3,527.1,220.7,523.8,161.1,170.8,639.1,142.3,746.9,410.4,308.6
2024-07-02 15:00,521.6,317.1,134.0,515.4,275.7,69.7,425.8,298.2,425.3,396.5,377.6
2024-07-02 16:00,361.1,268.6,74.0,177.9,291.0,105.3,264.0,336.2,308.6,249.2,275.4
2024-07-02 17:00,175.5,101.1,0.0,220.9,144.9,93.6,160.1,347.8,168.7,274.9,247.1
2024-07-02 18:00,62.1,62.4,97.3,186.7,138.8,186.9,166.7,153.0,61.2,172.2,133.4
2024-07-03 07:00,0.0,177.0,212.3,123.9,223.7,194.6,144.3,79.9,112.4,167.8,84.0
2024-07-03 08:00,267.0,137.7,442.1,308.8,242.4,103.2,298.1,215.8,128.0,135.9,59.1
2024-07-03 09:00,130.9,308.5,603.6,185.6,380.2,123.2,503.1,219.3,213.0,230.2,144.7
2024-07-03 10:00,373.9,264.8,736.3,434.1,754.3,257.7,646.4,392.9,201.8,252.9,349.9
2024-07-03 11:00,463.2,273.5,795.6,796.9,698.9,120.1,659.0,870.7,725.1,361.5,401.7
2024-07-03 12:00,641.3,374.4,367.9,854.3,890.0,124.3,858.7,1005.7,751.0,446.7,691.4
2024-07-03 13:00,871.4,793.0,341.9,884.7,631.8,329.6,916.4,919.2,878.2,449.9,0.0
2024-07-03 14:00,841.3,774.6,169.3,778.7,587.7,361.4,846.4,616.1,895.0,682.6,675.9
2024-07-03 15:00,844.4,847.2,0.0,771.2,724.0,393.3,786.0,387.7,805.9,847.6,825.1
2024-07-03 16:00,708.5,718.5,520.5,649.7,647.2,431.2,698.6,505.9,702.1,0.0,0.0
2024-07-03 17:00,534.2,528.4,310.5,0.0,377.3,334.8,532.6,435.0,523.0,543.0,528.1
2024-07-03 18:00,340.6,333.1,197.2,293.5,289.8,171.5,332.3,344.1,294.4,344.5,327.3
2024-07-04 07:00,275.0,287.2,205.7,271.5,282.9,256.5,262.2,324.9,327.8,240.1,235.6
2024-07-04 08:00,0.0,503.1,364.3,455.5,472.3,273.9,452.6,510.9,498.7,496.4,504.3
2024-07-04 09:00,666.9,702.8,550.8,636.4,649.6,418.9,678.9,679.6,678.1,690.3,697.0
2024-07-04 10:00,638.3,830.3,703.5,759.1,790.0,577.4,831.6,820.4,836.7,823.2,847.4
2024-07-04 11:00,902.7,944.1,829.4,851.7,840.9,774.4,413.5,906.8,908.4,938.3,950.0
2024-07-04 12:00,951.0,987.7,859.2,884.9,929.6,724.5,204.3,948.0,965.8,972.5,993.8
2024-07-04 13:00,953.9,984.3,873.0,877.2,933.1,933.2,899.4,946.4,959.7,971.9,999.9
2024-07-04 14:00,929.2,903.4,839.4,756.7,0.0,827.0,636.2,913.5,932.9,945.8,966.5
2024-07-04 15:00,837.5,0.0,587.8,748.6,796.0,823.1,793.1,292.6,823.8,776.8,870.8
2024-07-04 16:00,678.8,655.2,235.7,639.2,358.5,686.5,691.7,671.2,701.9,705.2,717.6
2024-07-04 17:00,506.2,522.4,383.8,488.3,0.0,409.2,537.4,259.8,532.5,507.0,548.1
2024-07-04 18:00,321.5,307.7,268.1,299.0,271.6,219.6,343.7,151.2,337.1,317.9,345.3
2024-07-05 07:00,159.5,122.8,220.1,158.5,308.3,107.9,227.5,327.2,304.1,202.7,125.6
2024-07-05 08:00,204.9,410.8,290.7,289.9,316.9,248.7,295.9,506.7,490.2,0.0,462.2
2024-07-05 09:00,475.8,403.5,326.4,534.7,533.2,248.0,627.7,679.6,456.2,504.7,536.8
2024-07-05 10:00,679.5,657.6,467.1,464.6,763.3,392.4,746.2,805.3,678.0,420.4,649.6
2024-07-05 11:00,804.6,646.3,474.4,788.8,886.4,287.0,690.4,893.1,896.3,602.9,748.8
2024-07-05 12:00,861.8,977.0,400.7,877.2,919.7,676.9,885.5,906.9,898.4,937.7,858.1
2024-07-05 13:00,851.7,716.1,575.2,817.9,903.3,828.1,852.2,936.2,944.6,961.0,895.0
2024-07-05 14:00,877.6,861.1,782.9,805.8,825.4,572.6,892.1,895.5,919.3,935.2,914.7
2024-07-05 15:00,829.8,857.7,550.7,778.1,736.5,665.3,742.2,801.6,0.0,845.4,867.7
2024-07-05 16:00,715.1,713.5,601.6,650.9,582.4,581.9,616.1,680.7,707.3,701.3,745.4
2024-07-05 17:00,580.9,531.5,383.3,485.3,481.5,366.7,506.7,562.3,531.6,538.9,546.2
2024-07-05 18:00,333.9,326.5,260.6,311.8,282.3,156.8,212.0,356.2,315.0,332.4,342.6
2024-07-06 07:00,187.0,265.7,81.3,197.8,231.4,70.5,194.8,249.2,243.9,177.9,197.7
