bin,n,MAE_cf,bias_cf,NMAE_%,MAE_MWh,cov80,cov95
"(-0.101, 1.0]",10656,0.0607513,-0.00015688229,4.124041432713392,0.39243571345548695,84.76914414414415,93.52477477477478
"(1.0, 3.0]",3189,0.07439825,-0.0022949819,5.416785740839716,0.5804220279338009,79.77422389463781,90.43587331451866
"(3.0, 5.0]",3016,0.08277453,-0.0029562744,6.959584446052265,0.6765241511728042,77.08885941644562,90.815649867374
"(5.0, 7.0]",4227,0.07443486,0.0013991555,7.013436697191489,0.647172229783558,80.19872249822569,91.83818310858764
"(7.0, 9.0]",6096,0.05935896,0.00606244,6.047267800867246,0.6094386492618018,81.43044619422572,93.56955380577428
"(9.0, 10.1]",5257,0.034039367,0.002028951,3.1768750361578357,0.2929230345114026,86.43713144378923,96.65208293703633
