datetime_kst,n_sites_high_err,n_sites_total,max_z,mean_residual
2025-03-16 18:00:00,1,8,3.4568827,0.036114667
2025-03-17 08:00:00,1,8,2.4063907,0.0058807554
2025-06-28 16:00:00,1,8,2.578719,0.010215856
2025-05-16 07:00:00,1,8,2.4252002,0.0048106257
2025-05-01 19:00:00,1,8,2.6303825,-0.0049522514
2025-01-30 16:00:00,1,8,2.578081,-0.06657394
2025-01-30 17:00:00,1,8,2.2875142,0.027891664
2025-06-25 13:00:00,1,8,2.7164593,0.029747384
2025-05-02 08:00:00,1,8,2.1984112,-0.0041881735
2025-04-13 12:00:00,1,8,4.363408,-0.08082928
2025-04-13 13:00:00,1,8,3.7393615,-0.09709737
2025-06-08 15:00:00,1,8,2.4286213,0.052160177
2025-03-17 18:00:00,1,8,6.231473,0.03326269
2025-06-23 10:00:00,1,8,2.2423394,0.037868995
2025-06-03 13:00:00,1,8,2.154124,-0.036133602
2025-06-25 14:00:00,1,8,3.3756566,0.044103608
2025-04-13 18:00:00,1,8,2.2003698,0.010791006
2025-03-18 12:00:00,1,8,2.0160482,0.009183163
2025-03-18 13:00:00,1,8,2.302351,0.06279883
2025-06-21 18:00:00,1,8,2.920963,0.0078380685
2025-05-02 14:00:00,1,8,3.8437304,-0.10997252
2025-04-14 08:00:00,1,8,2.596335,0.008815076
2025-03-18 17:00:00,1,8,2.558044,0.019537855
2025-02-01 16:00:00,1,8,2.1647828,0.040561993
2025-03-19 08:00:00,1,8,2.2622495,-0.0092016505
2025-02-02 09:00:00,1,8,3.0235887,0.020521943
2025-03-19 09:00:00,1,8,2.5185313,-0.03762288
2025-06-03 16:00:00,1,8,2.478917,-0.027261
2025-02-02 12:00:00,1,8,2.4653835,0.032349028
2025-02-02 13:00:00,1,8,2.305297,0.031699352
2025-06-20 09:00:00,1,8,2.140574,0.024704099
2025-06-20 10:00:00,1,8,3.5919788,0.048148002
2025-06-27 08:00:00,1,8,2.2132428,0.0018637311
2025-06-04 07:00:00,1,8,2.2496457,-0.01433185
2025-02-03 09:00:00,1,8,2.6425595,-0.0022514104
2025-04-14 14:00:00,1,8,2.9932842,-0.00096550304
2025-06-18 08:00:00,1,8,2.2386801,-0.016358536
2025-06-04 09:00:00,1,8,2.6331198,-0.013544075
2025-03-19 18:00:00,1,8,3.6643043,0.02420117
2025-05-17 08:00:00,1,8,2.2139661,0.028323593
2025-06-13 19:00:00,1,8,2.2567093,-0.0136996005
2025-02-03 16:00:00,1,8,3.5396519,-0.014210861
2025-02-03 17:00:00,1,8,2.0477047,0.035072554
2025-02-03 18:00:00,1,4,4.349669,0.028597202
2025-02-04 09:00:00,1,8,2.5290983,-0.0020593298
2025-05-17 10:00:00,1,8,2.0270007,0.059555657
2025-02-04 11:00:00,1,8,2.0854716,0.021840567
2025-05-17 11:00:00,1,8,2.1463687,-0.0067077056
2025-05-17 12:00:00,1,8,2.4094255,0.04373237
2025-05-03 14:00:00,1,8,2.1825016,-0.0071222046
2025-05-17 13:00:00,1,8,2.6576145,-0.0025931112
2025-05-03 16:00:00,1,8,3.4895494,0.015610406
2025-02-04 17:00:00,1,8,2.4798517,0.045400977
2025-02-04 18:00:00,1,5,4.155461,0.01587638
2025-05-17 14:00:00,1,8,3.0945647,-0.04275953
2025-05-17 15:00:00,1,8,3.9497914,-0.009187877
2025-03-20 18:00:00,1,8,4.5699506,0.019314647
2025-03-21 08:00:00,1,8,3.6258352,0.01064839
2025-05-17 16:00:00,1,8,3.1050568,-0.002720369
2025-05-17 17:00:00,1,8,3.4715736,-0.012107896
2025-05-04 08:00:00,1,8,2.0727966,0.0038514854
2025-02-05 17:00:00,1,8,3.3837934,0.041021105
2025-02-06 09:00:00,1,8,2.608154,0.009493629
2025-05-17 18:00:00,1,8,2.944668,0.0141835855
2025-05-17 19:00:00,1,8,2.013946,0.0006610339
2025-06-18 09:00:00,1,8,4.221244,-0.02039762
2025-05-04 12:00:00,1,8,4.010426,-0.31624648
2025-02-06 15:00:00,1,8,3.2458572,-0.03232039
2025-02-06 17:00:00,1,8,2.461089,0.0342172
2025-02-06 18:00:00,1,6,5.611482,0.009436888
2025-02-07 09:00:00,1,8,2.6142735,-0.020465681
2025-02-07 10:00:00,1,8,2.1840568,-0.03773848
2025-02-07 11:00:00,1,8,2.4323623,-0.049384966
2025-03-21 18:00:00,1,8,4.1984076,0.023424271
2025-02-07 14:00:00,1,8,3.1254354,-0.013167886
2025-02-07 15:00:00,1,8,2.516338,-0.016229425
2025-05-04 16:00:00,1,8,2.240841,-0.101654865
2025-02-07 18:00:00,1,7,2.2418017,-0.012278428
2025-02-08 09:00:00,1,8,2.2672644,-0.0033765198
2025-05-04 17:00:00,1,8,2.3300993,-0.052253824
2025-05-04 18:00:00,1,8,2.5999956,-0.016579112
