datetime_kst,n_sites_high_err,n_sites_total,max_z,mean_residual
2025-08-29 13:00:00,1,8,5.2788897,0.018586345
2025-08-29 14:00:00,1,8,4.792855,0.029452465
2025-08-29 15:00:00,1,8,4.9180546,0.024758417
2025-08-29 16:00:00,1,8,4.0450187,0.021776851
2025-08-29 17:00:00,1,8,4.1276155,-0.0048272703
2025-08-29 18:00:00,1,8,3.190037,-0.008635184
2025-01-11 10:00:00,1,8,2.5959876,0.03954921
2025-08-30 09:00:00,1,8,3.8851345,-0.0022670804
2025-08-30 10:00:00,1,8,6.3691835,0.029819421
2025-08-30 11:00:00,1,8,6.7169404,0.027401768
2025-08-30 12:00:00,1,8,7.064289,0.038533896
2025-08-30 13:00:00,1,8,6.7265043,-0.005352255
2025-08-30 14:00:00,1,8,5.974609,0.022632334
2025-08-30 15:00:00,1,8,5.214042,0.04100829
2025-08-30 16:00:00,1,8,4.334406,0.02049157
2025-08-30 17:00:00,1,8,4.543048,0.025973886
2025-08-30 18:00:00,1,8,3.3629882,-0.0001633633
2025-08-30 19:00:00,1,8,2.0972264,-0.032421995
2025-08-31 08:00:00,1,8,2.6684916,0.0070985937
2025-08-31 09:00:00,1,8,3.4501636,0.007975675
2025-08-31 10:00:00,1,8,3.0602388,0.030587774
2025-08-31 11:00:00,1,8,2.2611058,-0.0002609212
2025-08-31 12:00:00,1,8,2.5124035,-0.0039235093
2025-08-31 13:00:00,1,8,3.0729992,0.022726988
2025-08-31 14:00:00,1,8,2.5905259,0.0256803
2025-05-13 08:00:00,1,8,2.3169603,0.008411785
2025-04-06 19:00:00,1,3,2.0143952,0.011235858
2025-08-31 17:00:00,1,8,2.9854965,0.010830815
2025-03-07 18:00:00,1,8,3.9822772,0.030447377
2025-01-11 14:00:00,1,8,2.0679865,0.0029760487
2025-09-01 09:00:00,1,8,2.767728,0.029229516
2025-09-01 17:00:00,1,8,2.2309895,0.020049488
2025-09-02 09:00:00,1,8,2.0726497,-0.031076197
2025-09-02 11:00:00,1,8,2.058416,0.015272088
2025-06-01 14:00:00,1,8,6.1916614,-0.0765026
2025-09-02 15:00:00,1,8,2.0362594,-0.0077488404
2025-09-02 17:00:00,1,8,2.2382705,0.019455502
2025-09-03 08:00:00,1,8,2.2854009,0.008602504
2025-09-03 09:00:00,1,8,2.6194336,0.014390409
2025-09-03 10:00:00,1,8,2.196989,0.03180684
2025-09-03 11:00:00,1,8,2.297032,0.082013234
2025-09-03 12:00:00,1,8,2.655165,-0.029451868
2025-09-03 13:00:00,1,8,2.7165258,-0.0631351
2025-09-03 14:00:00,1,8,2.5562575,-0.044738773
2025-03-08 09:00:00,1,8,2.7302816,0.036879364
2025-09-03 16:00:00,1,8,2.4052372,-0.020724935
2025-09-03 17:00:00,1,8,2.6405232,-0.0040522274
2025-09-03 18:00:00,1,8,2.6355524,-0.031469025
2025-09-04 08:00:00,1,8,2.4472568,0.00881822
2025-09-04 09:00:00,1,8,2.3924222,0.004815804
2025-09-04 10:00:00,1,8,2.2024088,0.030595489
2025-09-04 11:00:00,1,8,2.2582872,0.042339552
2025-09-04 12:00:00,1,8,2.3720677,-0.013224697
2025-09-04 13:00:00,1,8,2.3738723,-0.021741407
2025-09-04 14:00:00,1,8,2.8037899,-0.020861143
2025-09-04 15:00:00,1,8,2.3377964,-0.04608795
2025-09-04 16:00:00,1,8,2.156274,-0.020526247
2025-09-04 17:00:00,1,8,2.3911524,-0.047826983
2025-09-04 18:00:00,1,8,2.253348,-0.015367664
2025-09-05 08:00:00,1,8,2.011188,0.008607069
2025-09-05 09:00:00,1,8,2.4602656,0.04362697
2025-09-05 10:00:00,1,8,2.4011865,0.070402764
2025-09-05 11:00:00,1,8,2.5064778,0.089389935
2025-09-05 12:00:00,1,8,2.5028932,0.040065568
2025-01-11 17:00:00,1,8,2.2207692,0.012291111
2025-09-05 14:00:00,1,8,2.328301,0.024700243
2025-09-05 15:00:00,1,8,2.0044198,0.03146721
2025-09-05 16:00:00,1,8,2.2616885,0.03781838
2025-09-05 17:00:00,1,8,3.252836,0.0010537803
2025-09-05 18:00:00,1,8,2.6268308,-0.012222204
2025-04-26 17:00:00,1,8,2.2024267,-0.031942647
2025-09-06 10:00:00,1,8,2.162503,-0.018125178
2025-06-01 15:00:00,1,8,5.465844,-0.0813478
2025-09-06 14:00:00,1,8,2.0416892,0.05789803
2025-09-06 15:00:00,1,8,2.2990062,-0.021906843
2025-09-06 16:00:00,1,8,2.320816,0.025691053
2025-04-26 19:00:00,1,8,6.620609,0.0015831459
2025-03-08 13:00:00,1,8,2.4960322,0.06746301
2025-09-07 12:00:00,1,8,2.1208844,-0.02549928
2025-09-07 14:00:00,1,8,2.3249578,-0.018423088
2025-09-07 15:00:00,1,8,2.5049002,-0.021262532
2025-09-08 08:00:00,1,8,2.0898802,0.0153412605
2025-09-08 14:00:00,1,8,2.126766,0.0072397497
2025-09-08 15:00:00,1,8,2.091372,-0.03629794
2025-09-08 16:00:00,1,8,2.039552,-0.038838632
2025-09-08 17:00:00,1,8,2.0071216,-0.014327959
2025-09-08 18:00:00,1,8,2.8398814,-0.0019655894
2025-09-09 11:00:00,1,8,2.0509436,0.0021358249
2025-09-09 13:00:00,1,8,2.1438148,0.009303414
2025-09-09 14:00:00,1,8,2.454281,0.0015265169
2025-09-09 15:00:00,1,8,2.1381502,-0.008267134
2025-09-09 16:00:00,1,8,2.3135076,-0.018949237
2025-09-10 08:00:00,1,8,2.551832,-0.018930279
2025-09-10 09:00:00,1,8,2.000323,-0.00035850052
2025-09-10 10:00:00,1,8,2.1268253,-0.020130495
2025-09-10 13:00:00,1,8,2.0161388,0.028088998
2025-09-10 16:00:00,1,8,2.2686079,-0.027964553
2025-09-10 17:00:00,1,8,2.0081322,-0.052123748
2025-09-11 10:00:00,1,8,2.3203843,0.06680028
2025-09-11 11:00:00,1,8,2.2901394,0.06318628
2025-09-11 12:00:00,1,8,2.3609335,0.052138332
2025-09-11 13:00:00,1,8,2.0890536,0.05635135
2025-09-11 14:00:00,1,8,2.0306637,0.01885382
2025-09-11 15:00:00,1,8,2.1619506,0.025371604
2025-09-11 16:00:00,1,8,2.2981858,0.024506213
2025-09-11 17:00:00,1,8,2.3017874,0.010358116
2025-09-12 14:00:00,1,8,2.12628,-0.057733744
2025-09-12 15:00:00,1,8,2.1323318,-0.04129064
2025-09-12 16:00:00,1,8,2.4539075,-0.034922462
2025-09-12 17:00:00,1,8,2.111009,-0.047644354
2025-09-13 11:00:00,1,8,2.3580728,-0.056516193
2025-09-13 13:00:00,1,8,3.7063673,0.04073528
2025-05-13 13:00:00,1,8,2.0673113,-0.029829394
2025-09-13 15:00:00,1,8,4.119814,0.00018417928
2025-09-13 16:00:00,1,8,2.2678409,-0.0038195634
2025-09-13 17:00:00,1,8,2.8388739,0.007971981
2025-09-14 09:00:00,1,8,2.2622514,-0.009173767
2025-04-27 08:00:00,1,8,2.895358,0.0113423
2025-09-14 11:00:00,1,8,2.6290073,-0.040736444
2025-09-14 12:00:00,1,8,2.7333214,-0.02079967
2025-09-14 13:00:00,1,8,2.4048166,-0.0075613745
2025-09-14 14:00:00,1,8,2.2515054,-0.016215213
2025-09-14 15:00:00,1,8,2.1876376,0.003663851
2025-09-14 16:00:00,1,8,2.273273,-0.04208359
2025-09-14 17:00:00,1,8,2.2185018,-0.030510081
2025-09-15 08:00:00,1,8,2.5202184,0.009956181
2025-04-27 09:00:00,1,8,3.1441205,0.018657867
2025-09-15 10:00:00,1,8,3.9950638,0.041030474
2025-09-15 14:00:00,1,8,2.2236652,-0.040215902
2025-09-15 15:00:00,1,8,2.197376,-0.064265385
2025-09-15 17:00:00,1,8,2.1887622,0.0076548997
2025-09-15 18:00:00,1,8,2.2299764,-0.005183757
2025-09-16 09:00:00,1,8,2.069284,0.0075282548
2025-09-16 11:00:00,1,8,2.083023,0.0181767
2025-09-16 12:00:00,1,8,2.109335,0.0028203428
2025-09-16 13:00:00,1,8,2.0772636,0.02935938
2025-09-16 14:00:00,1,8,2.1586485,-0.002993388
2025-01-12 16:00:00,1,8,2.1091695,0.005423378
2025-09-16 17:00:00,1,8,2.6986902,0.0071089864
2025-09-16 18:00:00,1,8,2.0140438,-0.00047662342
2025-09-17 08:00:00,1,8,2.0594187,0.013200572
2025-09-17 09:00:00,1,8,2.833172,0.037129752
2025-09-17 12:00:00,1,8,2.2332551,0.035471268
2025-09-17 14:00:00,1,8,2.1027455,0.041951805
2025-11-05 09:00:00,1,8,2.561661,0.022188973
2025-09-18 08:00:00,1,8,2.0386207,0.0057773613
2025-09-18 10:00:00,1,8,2.113157,-0.023848146
2025-09-18 11:00:00,1,8,2.0974948,-0.050948996
2025-04-27 10:00:00,1,8,4.0441775,-0.017925255
2025-09-18 13:00:00,1,8,2.3769672,-0.020330112
2025-03-08 18:00:00,1,8,3.7627294,0.010197571
2025-01-13 10:00:00,1,8,2.1228611,0.02445827
2025-04-27 11:00:00,1,8,3.4787502,-0.037908323
2025-01-13 12:00:00,1,8,2.4192522,-0.008964324
2025-09-18 18:00:00,1,8,2.7475278,-0.024798969
2025-09-19 11:00:00,1,8,2.06246,-0.010705278
2025-09-19 12:00:00,1,8,2.066372,-0.048103355
2025-09-19 13:00:00,1,8,2.2231364,-0.029383596
2025-09-19 14:00:00,1,8,2.0402334,-0.028511427
2025-09-19 15:00:00,1,8,2.2374597,-0.034569148
2025-09-19 16:00:00,1,8,2.1570039,-0.04555723
2025-09-20 11:00:00,1,8,2.052117,-0.02619512
2025-09-20 13:00:00,1,8,2.2415655,-0.048456095
2025-09-20 14:00:00,1,8,2.2666972,-0.0065100044
2025-09-20 15:00:00,1,8,2.4035912,-0.007323485
2025-09-20 16:00:00,1,8,3.0828502,-0.015192784
2025-09-20 17:00:00,1,8,2.5520196,0.02596185
2025-09-20 18:00:00,1,8,2.3101797,-0.013681772
2025-09-21 10:00:00,1,8,2.3140917,-0.020868909
2025-09-21 11:00:00,1,8,2.602437,-0.0012716912
2025-09-21 12:00:00,1,8,2.4353683,-0.054367896
2025-09-21 13:00:00,1,8,2.656664,-0.08462
2025-09-21 15:00:00,1,8,2.4988568,-0.06271673
2025-04-08 08:00:00,1,8,2.7051902,0.012113016
2025-09-22 09:00:00,1,8,2.3732624,-0.0035907477
2025-09-22 10:00:00,1,8,2.89218,-0.01461966
2025-09-22 11:00:00,1,8,2.9146974,0.03933402
2025-09-22 12:00:00,1,8,2.6117966,-0.012193918
2025-09-22 13:00:00,1,8,2.3835928,-0.012689881
2025-09-22 14:00:00,1,8,2.6308117,0.022286426
2025-09-22 15:00:00,1,8,2.5062277,-0.014758734
2025-09-22 17:00:00,1,8,2.021803,-0.030757546
2025-09-23 08:00:00,1,8,2.0499692,-0.012718514
2025-09-23 09:00:00,1,8,2.1661608,-0.0007932307
2025-09-23 10:00:00,1,8,2.3884094,0.0045193434
2025-09-23 11:00:00,1,8,2.30643,0.01759997
2025-09-23 12:00:00,1,8,3.031282,0.020617582
2025-09-23 13:00:00,1,8,3.0916057,0.008723713
2025-09-23 14:00:00,1,8,3.882726,0.007921714
2025-09-23 15:00:00,1,8,2.444734,0.010049179
2025-09-23 16:00:00,1,8,3.4697528,0.00012704544
2025-09-23 17:00:00,1,8,2.8352327,-0.0036382051
2025-09-23 18:00:00,1,8,2.0834029,-0.012740526
2025-09-24 09:00:00,1,8,2.1424081,-0.03315943
2025-09-24 10:00:00,1,8,2.053446,-0.02811867
2025-01-13 17:00:00,1,8,6.258104,0.008744142
2025-01-14 10:00:00,1,8,2.1215937,-0.006166636
2025-06-01 16:00:00,1,8,3.7671144,-0.082538605
2025-09-24 14:00:00,1,8,2.4066315,-0.06063261
2025-05-13 15:00:00,1,8,2.0135984,0.021494512
2025-09-24 16:00:00,1,8,2.317927,-0.011522256
2025-09-25 14:00:00,1,8,2.4913554,0.03749954
2025-09-26 08:00:00,1,8,2.9847846,0.010402085
2025-06-01 17:00:00,1,8,5.1443853,-0.06498654
2025-01-14 14:00:00,1,8,4.423474,0.0075069033
2025-09-26 11:00:00,1,8,2.261049,0.082516834
2025-09-26 12:00:00,1,8,2.0510108,0.054285455
2025-09-26 15:00:00,1,8,2.0125394,0.06937826
2025-09-26 16:00:00,1,8,2.842602,0.03455954
2025-09-27 10:00:00,1,8,2.3629386,0.030322302
2025-09-27 11:00:00,1,8,2.2760074,0.05663935
2025-09-27 12:00:00,1,8,2.2810905,0.081629455
2025-01-14 15:00:00,1,8,2.2601368,-0.02120436
2025-04-08 13:00:00,1,8,3.57861,-0.04627373
2025-09-27 15:00:00,1,8,2.5391736,0.023050874
2025-09-27 16:00:00,1,8,2.3965702,-0.01873728
2025-09-27 17:00:00,1,8,2.2930698,-0.021834359
2025-09-28 08:00:00,1,8,2.374462,0.0049994057
2025-09-28 09:00:00,1,8,2.0406396,-0.012511433
2025-09-28 11:00:00,1,8,2.316409,-0.024274033
2025-09-28 12:00:00,1,8,2.1528432,0.0009969834
2025-01-15 10:00:00,1,8,2.2015593,0.023582093
2025-09-28 14:00:00,1,8,2.8864992,0.055712365
2025-03-09 18:00:00,1,8,4.66077,0.02097598
2025-09-28 16:00:00,1,8,2.0538032,-0.015300689
2025-09-29 11:00:00,1,8,2.5650246,-0.038911097
2025-09-29 12:00:00,1,8,2.2130983,0.031082109
2025-09-29 13:00:00,1,8,2.50698,0.008810174
2025-09-29 14:00:00,1,8,2.0909476,-0.00016754866
2025-09-29 15:00:00,1,8,2.4945085,0.0048165247
2025-09-29 16:00:00,1,8,2.2070806,0.018687714
2025-09-29 17:00:00,1,8,2.1082172,-0.013969709
2025-09-29 18:00:00,1,8,2.3874366,-0.003993501
2025-09-30 10:00:00,1,8,2.1711671,0.014529276
2025-09-30 12:00:00,1,8,2.0368028,-0.0016925987
2025-09-30 14:00:00,1,8,2.2267778,0.018702682
2025-09-30 15:00:00,1,8,2.1087077,0.028209217
2025-09-30 16:00:00,1,8,2.2124104,-0.036576115
2025-09-30 17:00:00,1,8,2.5934758,-0.01716728
2025-09-30 18:00:00,1,8,2.1744936,-0.008809932
2025-06-01 18:00:00,1,8,2.8186684,-0.016025335
2025-06-16 14:00:00,1,8,2.9600005,-0.006200621
2025-10-01 10:00:00,1,8,2.7483342,0.041406848
2025-10-01 15:00:00,1,8,2.0001776,0.052296408
2025-10-01 16:00:00,1,8,2.3455276,0.022270866
2025-01-15 15:00:00,1,8,2.2838204,-0.022712916
2025-10-02 08:00:00,1,8,2.3274505,0.01032292
2025-10-02 16:00:00,1,8,2.3008294,-0.009094579
2025-10-03 14:00:00,1,8,2.222519,0.017341705
2025-10-03 15:00:00,1,8,2.256108,0.0059659067
2025-10-04 09:00:00,1,8,2.1295657,-0.007157151
2025-10-04 10:00:00,1,8,2.4740283,-0.009540634
2025-10-04 11:00:00,1,8,2.4153824,0.05073412
2025-10-04 12:00:00,1,8,2.1416998,0.06364309
2025-04-08 19:00:00,1,6,2.104255,0.0065750703
2025-10-04 14:00:00,1,8,2.1633904,0.029596683
2025-10-04 15:00:00,1,8,2.416463,0.016871069
2025-04-28 11:00:00,1,8,2.3032405,-0.06050619
2025-04-28 12:00:00,1,8,2.2730515,-0.034290154
2025-10-05 09:00:00,1,8,2.4599273,-0.0046506366
2025-10-05 10:00:00,1,8,2.2949324,0.0032135015
2025-01-16 13:00:00,1,8,2.1738975,0.02852546
2025-04-28 13:00:00,1,8,2.247997,-0.04250222
2025-01-16 15:00:00,1,8,2.3157928,-0.046641413
2025-04-28 14:00:00,1,8,2.215439,-0.037122827
2025-10-06 10:00:00,1,8,2.079921,0.0050136163
2025-10-06 12:00:00,1,8,2.0316427,0.0032955245
2025-10-06 14:00:00,1,8,2.022562,0.014565857
2025-10-06 15:00:00,1,8,2.152175,0.0031580334
2025-10-07 10:00:00,1,8,2.0049982,-0.003262709
2025-01-16 17:00:00,1,8,2.4913902,0.029553285
2025-01-17 10:00:00,1,8,2.3391566,0.02730387
2025-10-07 14:00:00,1,8,2.048606,0.051506598
2025-10-07 15:00:00,1,8,2.851329,0.03317865
2025-10-07 16:00:00,1,8,2.7746174,-0.0049961214
2025-10-07 17:00:00,1,8,2.3301196,0.003513169
2025-10-08 09:00:00,1,8,2.3057377,-0.00034089433
2025-10-08 10:00:00,1,8,2.4144268,0.024770897
2025-10-08 11:00:00,1,8,2.325369,0.03333651
2025-10-08 12:00:00,1,8,2.437209,0.035655357
2025-10-08 13:00:00,1,8,2.3100202,0.056103334
2025-10-08 14:00:00,1,8,2.6040862,0.013868915
2025-10-08 15:00:00,1,8,2.8732722,0.0133740865
2025-10-08 16:00:00,1,8,3.1584978,-0.0015490232
2025-10-08 17:00:00,1,8,2.580785,-0.014617192
2025-10-09 08:00:00,1,8,2.3160558,-0.00071570184
2025-10-09 09:00:00,1,8,3.1899269,0.010336004
2025-03-10 18:00:00,1,8,4.206356,0.01873565
2025-04-28 15:00:00,1,8,2.2450244,-0.05103012
2025-10-09 12:00:00,1,8,2.7007859,0.049648598
2025-04-28 16:00:00,1,8,2.3384268,-0.05065722
2025-10-09 14:00:00,1,8,2.9855056,0.015448078
2025-10-09 15:00:00,1,8,2.9707003,-0.007252872
2025-10-09 16:00:00,1,8,3.0132275,-0.010171143
2025-10-09 17:00:00,1,8,2.6275532,-0.036384027
2025-10-10 08:00:00,1,8,2.4655907,-0.01187745
2025-10-10 09:00:00,1,8,3.3058596,-0.02028635
2025-10-10 10:00:00,1,8,3.210894,-0.002748374
2025-10-10 11:00:00,1,8,2.9921334,-0.028007664
2025-10-10 12:00:00,1,8,3.9253042,-0.023272198
2025-10-10 13:00:00,1,8,3.5405762,-0.0045839977
2025-10-10 14:00:00,1,8,3.595546,-0.015866622
2025-10-10 15:00:00,1,8,2.871735,-0.025192082
2025-10-10 16:00:00,1,8,3.2470841,-0.008900259
2025-10-10 17:00:00,1,8,3.417739,0.004446409
2025-10-11 08:00:00,1,8,2.4433668,-0.004275605
2025-10-11 09:00:00,1,8,3.300458,0.0005169115
2025-04-28 17:00:00,1,8,2.639909,-0.040167585
2025-03-11 11:00:00,1,8,2.03088,-0.011004984
2025-10-11 12:00:00,1,8,2.1913185,0.03930543
2025-10-11 13:00:00,1,8,2.031073,0.06261048
2025-10-11 14:00:00,1,8,2.257269,0.01204066
2025-10-11 15:00:00,1,8,2.4513187,0.025264453
2025-10-11 16:00:00,1,8,3.441575,0.029181974
2025-10-11 17:00:00,1,8,3.9069118,0.025009869
2025-10-11 18:00:00,1,8,2.1615112,0.001855232
2025-10-12 08:00:00,1,8,2.3431604,-0.00717239
2025-10-12 09:00:00,1,8,3.2493103,-0.032452147
2025-10-12 10:00:00,1,8,2.778219,-0.011314832
2025-10-12 11:00:00,1,8,2.256684,0.020072587
2025-10-12 12:00:00,1,8,2.125425,0.041290488
2025-10-12 13:00:00,1,8,2.042595,0.054292414
2025-04-28 18:00:00,1,8,2.3948154,-0.008879705
2025-10-12 15:00:00,1,8,2.522569,-0.023747586
2025-10-12 16:00:00,1,8,2.5307121,0.008435175
2025-10-12 17:00:00,1,8,2.1492543,-0.011168395
2025-10-13 11:00:00,1,8,2.1922958,-0.006457232
2025-10-13 15:00:00,1,8,2.39129,-0.002382584
2025-10-13 16:00:00,1,8,2.3177457,-0.013847963
2025-10-13 17:00:00,1,8,2.1672907,-0.017115915
2025-10-15 09:00:00,1,8,2.1736639,0.036999695
2025-10-15 12:00:00,1,8,2.8511193,0.075785354
2025-10-15 13:00:00,1,8,2.6059773,0.03679429
2025-10-15 14:00:00,1,8,2.271964,0.038060434
2025-10-16 10:00:00,1,8,2.4409118,0.04186129
2025-10-16 12:00:00,1,8,2.0948324,-0.018752748
2025-10-16 16:00:00,1,8,2.1406305,-0.01969738
2025-10-17 09:00:00,1,8,2.0741994,0.024077447
2025-10-17 10:00:00,1,8,2.3446774,0.025931248
2025-10-17 11:00:00,1,8,2.5237997,0.019127818
2025-10-17 12:00:00,1,8,2.7642477,0.020949367
2025-10-17 13:00:00,1,8,2.3541358,0.08567613
2025-10-17 14:00:00,1,8,2.0658526,0.046417307
2025-10-17 15:00:00,1,8,2.215177,0.00030648895
2025-10-17 16:00:00,1,8,2.0121405,-0.00049904175
2025-10-19 11:00:00,1,8,2.276703,0.035138078
2025-10-19 13:00:00,1,8,2.2618968,0.00364599
2025-10-20 09:00:00,1,8,2.8041224,-0.011726757
2025-10-20 10:00:00,1,8,2.9718087,-0.022707265
2025-10-20 11:00:00,1,8,4.5082498,-0.0019466355
2025-10-20 12:00:00,1,8,6.131922,0.021374745
2025-10-20 13:00:00,1,8,5.8593903,-0.009294543
2025-10-20 14:00:00,1,8,2.895414,-0.03561119
2025-10-20 15:00:00,1,8,3.0872295,-0.052717764
2025-10-20 16:00:00,1,8,2.511779,-0.026996825
2025-10-20 17:00:00,1,8,2.5798602,-0.018571634
2025-10-22 09:00:00,1,8,2.3683164,0.011428391
2025-10-22 10:00:00,1,8,2.871736,-0.01673938
2025-10-22 11:00:00,1,8,3.1395566,0.006743457
2025-10-22 12:00:00,1,8,4.141079,-0.056322224
2025-01-17 17:00:00,1,8,2.57737,0.024700062
2025-01-18 09:00:00,1,8,2.3036478,0.008740223
2025-01-18 10:00:00,1,8,2.3860486,0.036850624
2025-10-22 16:00:00,1,8,2.5539744,0.017504446
2025-10-22 17:00:00,1,8,2.8137574,-0.008896763
2025-10-23 09:00:00,1,8,2.4809499,0.017442081
2025-10-23 10:00:00,1,8,2.4723182,0.020093508
2025-10-23 11:00:00,1,8,3.328409,-0.011095835
2025-10-23 12:00:00,1,8,2.4218113,0.0012119543
2025-10-23 14:00:00,1,8,3.236788,-0.010000672
2025-10-23 15:00:00,1,8,2.7565944,-0.00012473762
2025-10-23 16:00:00,1,8,2.3408408,-0.009875571
2025-06-16 15:00:00,1,8,2.5865476,-0.030901037
2025-04-09 17:00:00,1,8,2.576281,0.03564366
2025-10-24 13:00:00,1,8,2.387752,0.06582393
2025-10-24 15:00:00,1,8,2.6790612,0.020571886
2025-03-11 15:00:00,1,8,2.1314716,-0.0528024
2025-03-11 16:00:00,1,8,2.1858385,-0.054226197
2025-10-25 09:00:00,1,8,2.0667057,0.014455836
2025-10-25 11:00:00,1,8,3.2567525,-0.026465183
2025-10-25 12:00:00,1,8,2.5613885,0.035009276
2025-10-25 13:00:00,1,8,2.7646968,0.07981436
2025-10-25 14:00:00,1,8,2.4667614,0.024531905
2025-10-25 15:00:00,1,8,2.362322,0.056743816
2025-10-25 16:00:00,1,8,2.462078,0.049347073
2025-03-11 17:00:00,1,8,2.6289542,-0.033634935
2025-10-26 11:00:00,1,8,2.3819928,-0.029001009
2025-10-26 12:00:00,1,8,4.1904097,-0.08215306
2025-10-26 13:00:00,1,8,4.2271757,-0.019349994
2025-10-26 14:00:00,1,8,5.029132,-0.032743584
2025-10-26 15:00:00,1,8,4.308669,-0.018848736
2025-10-26 16:00:00,1,8,3.2047436,-0.023031503
2025-01-18 17:00:00,1,8,2.6802154,0.0077876505
2025-10-27 08:00:00,1,7,3.6821554,0.0068658697
2025-10-27 13:00:00,1,8,3.5587158,0.017831199
2025-10-27 14:00:00,1,8,5.8882957,0.02030471
2025-10-27 15:00:00,1,8,4.954877,0.016526531
2025-03-12 09:00:00,1,8,2.5806298,0.003580572
2025-10-27 17:00:00,1,8,3.7277238,0.0065038716
2025-10-28 08:00:00,1,7,2.5114827,0.0052366992
2025-10-28 09:00:00,1,8,3.1093986,0.0068733073
2025-10-28 10:00:00,1,8,3.3098323,0.02705194
2025-10-28 11:00:00,1,8,5.9137883,0.020510979
2025-10-28 12:00:00,1,8,7.6198053,0.022421971
2025-10-28 13:00:00,1,8,7.281651,0.021484852
2025-10-28 14:00:00,1,8,6.6511116,-0.024028044
2025-03-12 10:00:00,1,8,2.1140766,-0.01575097
2025-10-28 16:00:00,1,8,3.8707328,0.008687057
2025-10-28 17:00:00,1,8,3.9030383,0.0041024787
2025-10-29 09:00:00,1,8,3.552516,-0.010503791
2025-10-29 10:00:00,1,8,2.9848998,-0.011561455
2025-10-29 11:00:00,1,8,5.1239243,-0.016203314
2025-04-09 18:00:00,1,8,2.3403711,0.020515688
2025-10-29 13:00:00,1,8,7.09688,-0.006481163
2025-10-29 14:00:00,1,8,6.5712914,-0.012047935
2025-10-29 15:00:00,1,8,4.225753,-0.014032703
2025-10-29 16:00:00,1,8,3.2639046,-0.001556214
2025-10-29 17:00:00,1,8,3.689048,-0.0118283965
2025-03-12 12:00:00,1,8,2.0458198,-0.027946668
2025-10-30 10:00:00,1,8,2.4982343,0.0141473375
2025-10-30 11:00:00,1,8,3.377583,0.00893384
2025-10-30 12:00:00,1,8,3.5480595,-0.016219314
2025-10-30 13:00:00,1,8,4.5749393,-0.03259338
2025-10-30 14:00:00,1,8,3.260353,-0.045546573
2025-10-30 16:00:00,1,8,2.0123696,-0.0029429477
2025-10-31 08:00:00,1,7,2.0812697,-0.020731444
2025-01-19 16:00:00,1,8,2.8064003,0.04366575
2025-01-19 17:00:00,1,8,2.9393177,0.036285236
2025-10-31 11:00:00,1,8,4.5107217,-0.015604466
2025-10-31 12:00:00,1,8,6.286844,-0.014049783
2025-10-31 13:00:00,1,8,6.0812817,-0.002591852
2025-10-31 14:00:00,1,8,5.6743593,0.003162749
2025-10-31 15:00:00,1,8,4.8342934,-0.004738277
2025-10-31 16:00:00,1,8,3.9500666,2.066698e-05
2025-10-31 17:00:00,1,8,3.6693234,-0.0017037811
2025-04-29 08:00:00,1,8,2.9328303,-0.0140462
2025-11-01 10:00:00,1,8,3.1837108,0.029075162
2025-11-01 11:00:00,1,8,4.058607,0.03430371
2025-11-01 12:00:00,1,8,3.7164814,0.024978962
2025-11-01 13:00:00,1,8,3.0836537,0.024885572
2025-11-01 14:00:00,1,8,4.6514034,0.015110884
2025-11-01 15:00:00,1,8,3.9557953,-0.030612428
2025-05-14 08:00:00,1,8,2.3024747,0.0060410416
2025-05-14 09:00:00,1,8,2.0797243,0.014515977
2025-03-12 17:00:00,1,8,2.4797568,0.03999933
2025-11-02 10:00:00,1,8,2.566853,-0.019391252
2025-01-20 13:00:00,1,8,2.3769958,-0.037132636
2025-11-02 12:00:00,1,8,4.399295,0.021326158
2025-11-02 13:00:00,1,8,4.9182906,-0.06603333
2025-11-02 14:00:00,1,8,5.507636,-0.013221353
2025-11-02 15:00:00,1,8,4.829341,-0.010433834
2025-11-02 16:00:00,1,8,4.412292,-0.0025936402
2025-11-02 17:00:00,1,8,3.701764,0.004892934
2025-11-03 09:00:00,1,8,3.6647708,0.003853282
2025-11-03 10:00:00,1,8,3.563457,-0.006745074
2025-11-03 11:00:00,1,8,5.965856,-0.008412236
2025-11-03 12:00:00,1,8,8.308338,-0.012906324
2025-11-03 13:00:00,1,8,9.713155,-0.016844127
2025-01-20 14:00:00,1,8,3.4546723,-0.04735873
2025-11-03 15:00:00,1,8,4.7088976,-0.022715893
2025-11-03 16:00:00,1,8,3.6776419,0.017609138
2025-01-20 15:00:00,1,8,2.8347378,-0.04206582
2025-01-20 16:00:00,1,8,2.1128905,-0.052771203
2025-11-04 12:00:00,1,8,2.7305634,-0.032891106
2025-11-05 10:00:00,1,8,2.5735834,-0.009300344
2025-11-05 13:00:00,1,8,2.8535814,0.016355168
2025-11-05 14:00:00,1,8,2.421779,0.015120804
2025-01-20 17:00:00,1,8,3.2220426,-0.033940163
2025-11-06 15:00:00,1,8,2.1901405,0.026482854
2025-11-06 17:00:00,1,8,2.1681705,0.011571885
2025-11-07 10:00:00,1,8,2.330064,0.008843085
2025-11-07 14:00:00,1,8,2.1558008,0.01540713
2025-11-08 09:00:00,1,8,2.1624858,0.023558639
2025-03-12 18:00:00,1,8,2.2976549,0.008327873
2025-11-09 10:00:00,1,8,3.113515,0.029893037
