bin,n,MAE_cf,bias_cf,NMAE_%,MAE_MWh,cov80,cov95
"(-0.001, 100.0]",743,0.016851777,-0.00063015963,1.417035184730448,0.11655749485547255,87.88694481830417,96.63526244952894
"(100.0, 250.0]",8748,0.029218676,-0.00056069944,2.689159506503354,0.25380355973198265,79.42386831275721,93.27846364883402
"(250.0, 400.0]",7097,0.05517584,0.0038577002,4.912698098135071,0.4796342259274319,79.55474144004509,92.12343243624066
"(400.0, 600.0]",8217,0.07310009,0.004121794,5.592151771109405,0.52761127803694,84.73895582329317,93.76901545576244
"(600.0, 800.0]",4881,0.09260596,-0.00017339952,7.4207919626804495,0.7518549532228239,85.78160213071092,93.21860274533907
"(800.0, 1100.0]",2757,0.100755535,-0.007203027,8.136707405315422,0.8517306985174848,87.15995647442872,93.7613347841857
