datetime_kst,actual_kwh,pred_kwh,sigma_kwh2,cap_kw,n_sites,sigma_kwh,residual_kwh,abs_err_kwh,nmae_pct
2025-01-02 13:00:00,46646.24344110489,49779.498583614826,3716756.819757105,77281,8,1927.889213558991,-3133.2551425099373,3133.2551425099373,4.054366716929048
2025-01-02 14:00:00,46270.78830116987,48614.98679468036,2740546.5028835195,77281,8,1655.4596047271946,-2344.1984935104847,2344.1984935104847,3.033343892432143
2025-01-02 15:00:00,39871.495366960764,41185.62900415063,2333423.450260098,77281,8,1527.5547290555903,-1314.133637189865,1314.133637189865,1.7004614810753809
2025-01-02 16:00:00,25172.88422688842,26860.060215055943,2343486.6888146345,77281,8,1530.845089750963,-1687.1759881675243,1687.1759881675243,2.1831704923170303
2025-01-02 17:00:00,8090.369799256325,10514.942302808166,977952.3656435603,77281,8,988.914741342023,-2424.572503551841,2424.572503551841,3.137346182828691
2025-01-03 09:00:00,6051.775866314769,4829.658543810248,1360409.3847678779,71788,7,1166.3658880333726,1222.1173225045204,1222.1173225045204,1.7023977858479418
2025-01-03 10:00:00,22999.700621433556,22143.60111299157,4701790.473467546,77281,8,2168.361241460367,856.0995084419847,856.0995084419847,1.1077748844372932
2025-01-03 11:00:00,40803.18714851141,40224.365553602576,5708385.252484985,77281,8,2389.222729777403,578.8215949088335,578.8215949088335,0.7489830552255192
2025-01-03 12:00:00,49609.41966697574,48422.139200776815,3018974.973248063,77281,8,1737.5197763617148,1187.2804661989212,1187.2804661989212,1.5363161271191124
2025-01-03 13:00:00,51840.24904844165,51318.91329848766,2283799.5278398725,77281,8,1511.2245127180383,521.3357499539852,521.3357499539852,0.6745975724356378
2025-01-03 14:00:00,49760.26190274954,50733.5995875299,2345375.999475005,77281,8,1531.4620463710503,-973.3376847803593,973.3376847803593,1.2594786361205978
2025-01-03 15:00:00,42048.86925008893,43288.45193579793,2511104.3287419067,77281,8,1584.6464365093896,-1239.5826857089996,1239.5826857089996,1.6039941068425612
2025-01-03 16:00:00,27467.327257961035,29262.102388113737,2362385.428945246,77281,8,1537.0053444751734,-1794.7751301527023,1794.7751301527023,2.322401534856824
2025-01-03 17:00:00,9693.11587947607,10816.453554734588,1286230.8100412001,77281,8,1134.121161975739,-1123.3376752585173,1123.3376752585173,1.4535754910760954
2025-01-04 09:00:00,6270.516763269901,5474.685923486948,1807750.892756104,71788,7,1344.5262707571408,795.8308397829533,795.8308397829533,1.1085847770977786
2025-01-04 10:00:00,23058.429909594357,21333.78357294202,4925331.291717096,77281,8,2219.308741864704,1724.6463366523385,1724.6463366523385,2.231656340694787
2025-01-04 11:00:00,40433.38504371047,39179.11498437822,6461871.778904691,77281,8,2542.021199538802,1254.2700593322515,1254.2700593322515,1.6229992615678517
2025-01-04 12:00:00,47779.58100998402,47288.73155361414,4239226.734350342,77281,8,2058.9382541373943,490.84945636987686,490.84945636987686,0.6351489452386445
2025-01-04 13:00:00,50634.278236180544,49333.77568459511,3363530.87512923,77281,8,1833.9931502405427,1300.5025515854359,1300.5025515854359,1.6828231409860586
2025-01-04 14:00:00,47631.33629824221,48361.29837423563,4017301.01756022,77281,8,2004.3205875209235,-729.9620759934187,729.9620759934187,0.9445556812067891
2025-01-04 15:00:00,39954.96673966944,39125.56902720034,5520278.194441687,77281,8,2349.5272278570615,829.397712469101,829.397712469101,1.0732233181106623
2025-01-04 16:00:00,26385.50224688649,27923.991126164794,4187814.7109321635,77281,8,2046.4150876428182,-1538.4888792783022,1538.4888792783022,1.9907724787183163
2025-01-04 17:00:00,9897.1691204831,9898.635024651885,1544699.558981429,77281,8,1242.8594284879641,-1.4659041687846184,1.4659041687846184,0.001896849379258315
2025-01-05 09:00:00,1845.3520291000605,922.2178547009826,1595658.2532807384,71788,7,1263.193672118705,923.1341743990779,923.1341743990779,1.285917109264888
2025-01-05 10:00:00,4237.950081428513,8136.718643892556,5352774.6293210555,77281,8,2313.6064119294483,-3898.7685624640435,3898.7685624640435,5.044925094737443
2025-01-05 11:00:00,5485.6538227418205,12480.134829074144,11443843.969994813,77281,8,3382.8751041081628,-6994.481006332324,6994.481006332324,9.0507123436968
2025-01-05 12:00:00,9030.10328443721,13186.732792232186,15411519.66063035,77281,8,3925.7508403654897,-4156.629507794976,4156.629507794976,5.37859177261549
2025-01-05 13:00:00,9341.08810795471,11487.229052964598,14867843.721438635,77281,8,3855.8842982432234,-2146.140945009887,2146.140945009887,2.7770615610691984
2025-01-05 14:00:00,3791.6500965990126,8876.712876942009,8598959.02118337,77281,8,2932.39816893671,-5085.062780342996,5085.062780342996,6.579965037128138
