nmae,bias,cov80,cov95,nll,seed
6.03405150565498,-0.8447767911757619,86.41309373362512,94.15898653022224,-1.1328049898147583,42
5.793435975278505,-1.0887070833036026,85.12776253737324,93.49628579354561,-1.1466478109359741,123
5.849403348581239,-0.8902298398335019,85.95690904047098,93.97712911876214,-1.156010389328003,7
