nmae,pnmae,cov80,cov95,nll,seed,best_ep
5.151349897668955,4.174248314751868,81.19779305243041,91.79484018124094,-1.2064958810806274,42,1
4.853807724931552,3.9612882380511603,83.71605585180161,93.51477976759239,-1.1588575839996338,123,6
5.193821294176659,4.190777101231202,80.54742163178497,92.79659710877539,-1.1832033395767212,7,6
4.690545184015952,3.776464754656255,81.38581512190612,92.44212927287859,-1.1703016757965088,202,2
5.202275675991461,4.4248345018670525,80.1590481768024,91.62222975680424,-1.1327804327011108,999,1
4.810762909910334,3.8953612109513798,73.97281385815123,87.91727028943069,-1.0407462120056152,314,6
5.358168489492232,4.4668756095150375,81.4166384119841,93.38223962025707,-1.1172840595245361,2025,3
