seed,nmae,pnmae,cov80,cov95,nll
42,5.151349897668955,4.174248314751868,81.19779305243041,91.79484018124094,-1.2064958810806274
123,4.853807724931552,3.9612882380511603,83.71605585180161,93.51477976759239,-1.1588575839996338
7,5.193821294176659,4.190777101231202,80.54742163178497,92.79659710877539,-1.1832033395767212
