발전구분, 호기, 일자, 1시 발전량(MWh), 2시 발전량(MWh),3시 발전량(MWh),4시 발전량(MWh),5시 발전량(MWh),6시 발전량(MWh),7시 발전량(MWh),8시 발전량(MWh),9시 발전량(MWh),10시 발전량(MWh),11시 발전량(MWh),12시 발전량(MWh),13시 발전량(MWh),14시 발전량(MWh),15시 발전량(MWh),16시 발전량(MWh),17시 발전량(MWh),18시 발전량(MWh),19시 발전량(MWh),20시 발전량(MWh),21시 발전량(MWh),22시 발전량(MWh),23시 발전량(MWh),24시 발전량(MWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
분당화력, CG1, 2022-02-28 00:00:00, 81541, 81560, 81539, 81603, 81393, 81320, 81138, 81061, 80805, 80048, 80173, 79870, 79466, 78781, 78457, 78370, 78411, 78476, 78850, 78461, 78592, 79021, 79262, 79803, 1918000, 79917, 81603, 78370, 81603, 78370, 
분당화력, CG2, 2022-02-28 00:00:00, 76763, 76712, 76801, 77175, 76813, 76866, 76580, 76680, 76279, 76271, 76158, 75904, 75460, 74431, 75009, 75189, 74810, 74685, 74921, 75175, 75364, 75941, 74826, 75186, 1820000, 75833, 77175, 74431, 77175, 74431, 
분당화력, CG3, 2022-02-28 00:00:00, 85784, 85799, 85809, 86081, 85870, 85854, 85528, 85639, 85211, 79176, 78733, 78803, 80383, 83046, 82650, 82398, 82366, 82246, 83091, 82574, 82838, 83415, 83885, 84821, 2002000, 83417, 86081, 78733, 86081, 78733, 
분당화력, CG4, 2022-02-28 00:00:00, 78664, 78729, 78730, 79092, 78739, 78754, 78668, 79541, 79354, 79171, 79435, 79314, 78150, 77046, 77148, 78557, 78046, 77915, 77846, 78199, 78442, 77794, 77813, 83852, 1889000, 78708, 83852, 77046, 83852, 77046, 
분당화력, CG5, 2022-02-28 00:00:00, 84907, 84863, 84853, 85202, 84980, 85120, 84793, 84958, 84601, 83460, 82308, 81942, 82337, 80957, 80540, 80811, 80868, 80720, 81573, 81251, 81676, 81815, 81819, 82647, 1989000, 82875, 85202, 80540, 85202, 80540, 
분당화력, CG6, 2022-02-28 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG7, 2022-02-28 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG8, 2022-02-28 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CS1, 2022-02-28 00:00:00, 125886, 125439, 125238, 125104, 125640, 126019, 125798, 126685, 126405, 124219, 124805, 125901, 126394, 127608, 127725, 128423, 128461, 128472, 127901, 126726, 126807, 125572, 125905, 128868, 3036000, 126500, 128868, 124219, 128868, 124219, 
분당화력, CS2, 2022-02-28 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
