발전구분, 호기, 일자, 1시 발전량(MWh), 2시 발전량(MWh),3시 발전량(MWh),4시 발전량(MWh),5시 발전량(MWh),6시 발전량(MWh),7시 발전량(MWh),8시 발전량(MWh),9시 발전량(MWh),10시 발전량(MWh),11시 발전량(MWh),12시 발전량(MWh),13시 발전량(MWh),14시 발전량(MWh),15시 발전량(MWh),16시 발전량(MWh),17시 발전량(MWh),18시 발전량(MWh),19시 발전량(MWh),20시 발전량(MWh),21시 발전량(MWh),22시 발전량(MWh),23시 발전량(MWh),24시 발전량(MWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
분당화력, CG1, 2024-12-31 00:00:00, 83267, 83507, 83338, 83759, 84301, 84492, 84051, 84617, 84316, 84468, 83944, 84038, 84049, 83467, 83245, 84133, 84077, 84227, 84796, 85038, 85028, 85645, 85530, 85669, 2023000, 84292, 85669, 83245, 85669, 83245, 
분당화력, CG2, 2024-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG3, 2024-12-31 00:00:00, 86629, 86908, 87067, 87679, 88120, 87812, 87390, 87701, 87448, 87537, 87067, 87384, 87737, 87349, 86842, 87367, 87075, 87103, 87574, 87891, 87904, 88361, 87439, 87616, 2099000, 87458, 88361, 86629, 88361, 86629, 
분당화력, CG4, 2024-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG5, 2024-12-31 00:00:00, 84982, 85207, 85468, 86018, 86503, 85915, 85755, 86540, 86254, 86460, 85921, 86048, 86029, 85519, 85168, 85617, 85519, 85732, 86077, 86237, 85779, 86413, 86333, 86508, 2062000, 85917, 86540, 84982, 86540, 84982, 
분당화력, CG6, 2024-12-31 00:00:00, 82787, 70253, 85144, 85857, 85962, 86062, 85924, 86363, 85508, 84731, 84661, 85603, 86010, 85441, 85063, 85510, 85240, 85087, 85341, 80036, 87233, 87559, 87624, 88003, 2037000, 84875, 88003, 70253, 88003, 70253, 
분당화력, CG7, 2024-12-31 00:00:00, 84979, 86338, 87144, 87865, 88839, 89038, 88894, 89285, 89817, 89143, 88926, 88865, 89286, 88745, 88331, 88786, 88543, 88375, 88504, 89520, 89565, 89773, 89741, 89698, 2128000, 88667, 89817, 84979, 89817, 84979, 
분당화력, CG8, 2024-12-31 00:00:00, 84825, 86382, 87097, 88099, 88953, 89052, 88905, 69686, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 683000, 28458, 89052, 69686, 89052, 0, 
분당화력, CS1, 2024-12-31 00:00:00, 75505, 75396, 75334, 74963, 74954, 73668, 72636, 73034, 72576, 73343, 72935, 73045, 73786, 73872, 73469, 74128, 73612, 72936, 73464, 73616, 72840, 73200, 72763, 72927, 1768000, 73667, 75505, 72576, 75505, 72576, 
분당화력, CS2, 2024-12-31 00:00:00, 75257, 76534, 76634, 76734, 76896, 76238, 75550, 69886, 51228, 50388, 50261, 50578, 51805, 51508, 51107, 51337, 51134, 50281, 50017, 51100, 51204, 51242, 51063, 51016, 1419000, 59125, 76896, 50017, 76896, 50017, 
분당화력, CG1, 2024-12-30 00:00:00, 84812, 84409, 84402, 83900, 83559, 81789, 82495, 82928, 82814, 82377, 81990, 81574, 81578, 81592, 81199, 81437, 81267, 81542, 82049, 82817, 83045, 83243, 83516, 83665, 1984000, 82667, 84812, 81199, 84812, 81199, 
분당화력, CG2, 2024-12-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG3, 2024-12-30 00:00:00, 86588, 86333, 86751, 86296, 86283, 84967, 85417, 86023, 86269, 85722, 85372, 84939, 84867, 84752, 84465, 84711, 84605, 84837, 85241, 85821, 85968, 86294, 86627, 86850, 2056000, 85667, 86850, 84465, 86850, 84465, 
분당화력, CG4, 2024-12-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG5, 2024-12-30 00:00:00, 85574, 85424, 85494, 77944, 85105, 84052, 84708, 85207, 85301, 84871, 84488, 83943, 83819, 83808, 83425, 83589, 83480, 83719, 84072, 84565, 84723, 84924, 85328, 85435, 2023000, 84292, 85574, 77944, 85574, 77944, 
