발전구분, 호기, 일자, 1시 발전량(MWh), 2시 발전량(MWh),3시 발전량(MWh),4시 발전량(MWh),5시 발전량(MWh),6시 발전량(MWh),7시 발전량(MWh),8시 발전량(MWh),9시 발전량(MWh),10시 발전량(MWh),11시 발전량(MWh),12시 발전량(MWh),13시 발전량(MWh),14시 발전량(MWh),15시 발전량(MWh),16시 발전량(MWh),17시 발전량(MWh),18시 발전량(MWh),19시 발전량(MWh),20시 발전량(MWh),21시 발전량(MWh),22시 발전량(MWh),23시 발전량(MWh),24시 발전량(MWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
분당화력, CG1, 2022-12-31 00:00:00, 84226, 83591, 83993, 84023, 83954, 84181, 83605, 83881, 81886, 81656, 82489, 81858, 81502, 81504, 81169, 82040, 81138, 81148, 81282, 81758, 82369, 82722, 82024, 0, 1898000, 79083, 84226, 81138, 84226, 0, 
분당화력, CG2, 2022-12-31 00:00:00, 84727, 84099, 84482, 84526, 84465, 84761, 84158, 84435, 83429, 83911, 83977, 83486, 83141, 83072, 82833, 83004, 82934, 83294, 83325, 83448, 83420, 83647, 64911, 29517, 1937000, 80708, 84761, 29517, 84761, 29517, 
분당화력, CG3, 2022-12-31 00:00:00, 85131, 84567, 84926, 85011, 84924, 85354, 84774, 85097, 86002, 86135, 85984, 85393, 85088, 85006, 84623, 83957, 84421, 84713, 84616, 85126, 84419, 84680, 86226, 86826, 2043000, 85125, 86826, 83957, 86826, 83957, 
분당화력, CG4, 2022-12-31 00:00:00, 85203, 84431, 85152, 84984, 84854, 85198, 84616, 84903, 86265, 86067, 86031, 85487, 85156, 85135, 84798, 84045, 84338, 85305, 85526, 85851, 84506, 84769, 86270, 87110, 2046000, 85250, 87110, 84045, 87110, 84045, 
분당화력, CG5, 2022-12-31 00:00:00, 83588, 85828, 85455, 85261, 85134, 83583, 84558, 85710, 83536, 83653, 84003, 83486, 83043, 82941, 82472, 82577, 82030, 82965, 83084, 83575, 84577, 84740, 84986, 84217, 2015000, 83958, 85828, 82030, 85828, 82030, 
분당화력, CG6, 2022-12-31 00:00:00, 80432, 80096, 80240, 80310, 80280, 80603, 80331, 80452, 80556, 80425, 80538, 80151, 79695, 79491, 79159, 79367, 78881, 79062, 79192, 79401, 79707, 79804, 80189, 79638, 1918000, 79917, 80603, 78881, 80603, 78881, 
분당화력, CG7, 2022-12-31 00:00:00, 82291, 82246, 82599, 82668, 82636, 82960, 82821, 83297, 83412, 83323, 83055, 82625, 82479, 82406, 82006, 82194, 81591, 81892, 82091, 82280, 82367, 82202, 82546, 82014, 1980000, 82500, 83412, 81591, 83412, 81591, 
분당화력, CG8, 2022-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CS1, 2022-12-31 00:00:00, 122149, 121963, 122480, 122196, 122005, 122275, 122732, 122899, 121920, 121048, 123902, 124536, 125164, 126309, 126492, 127070, 127221, 127353, 126547, 126364, 125883, 125247, 122022, 81225, 2937000, 122375, 127353, 81225, 127353, 81225, 
분당화력, CS2, 2022-12-31 00:00:00, 46852, 46567, 46710, 46939, 46988, 47226, 47227, 47085, 46906, 46903, 47863, 48222, 48748, 49170, 49157, 49602, 49435, 49229, 48582, 48563, 48516, 48017, 48336, 48157, 1151000, 47958, 49602, 46567, 49602, 46567, 
분당화력, CG1, 2022-12-30 00:00:00, 84682, 84883, 84896, 85260, 85420, 85362, 85370, 85849, 85512, 84708, 84213, 84095, 83411, 83492, 83442, 83786, 83951, 84446, 84606, 83875, 83607, 83820, 83833, 83481, 2026000, 84417, 85849, 83411, 85849, 83411, 
