발전구분, 호기, 일자, 1시 발전량(MWh), 2시 발전량(MWh),3시 발전량(MWh),4시 발전량(MWh),5시 발전량(MWh),6시 발전량(MWh),7시 발전량(MWh),8시 발전량(MWh),9시 발전량(MWh),10시 발전량(MWh),11시 발전량(MWh),12시 발전량(MWh),13시 발전량(MWh),14시 발전량(MWh),15시 발전량(MWh),16시 발전량(MWh),17시 발전량(MWh),18시 발전량(MWh),19시 발전량(MWh),20시 발전량(MWh),21시 발전량(MWh),22시 발전량(MWh),23시 발전량(MWh),24시 발전량(MWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
분당화력, CG1, 2023-11-30 00:00:00, 85618, 85668, 85861, 86137, 86470, 86381, 86237, 85960, 86148, 85535, 85517, 85584, 85290, 84121, 83699, 84724, 82669, 84750, 84769, 84738, 85104, 85183, 84865, 84973, 2046000, 85250, 86470, 82669, 86470, 82669, 
분당화력, CG2, 2023-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG3, 2023-11-30 00:00:00, 86873, 86887, 87072, 87229, 87567, 87062, 87046, 86780, 87319, 87293, 86811, 86958, 86889, 86878, 87271, 86932, 88176, 86814, 86508, 86496, 86722, 86482, 86842, 87093, 2088000, 87000, 88176, 86482, 88176, 86482, 
분당화력, CG4, 2023-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG5, 2023-11-30 00:00:00, 85988, 86922, 87149, 87388, 87547, 86335, 86498, 87262, 87313, 87183, 87135, 87038, 86950, 86692, 86956, 86167, 86856, 87295, 87138, 87107, 86658, 86670, 86410, 86343, 2085000, 86875, 87547, 85988, 87547, 85988, 
분당화력, CG6, 2023-11-30 00:00:00, 87174, 87192, 87614, 87960, 87710, 88115, 88097, 87605, 86053, 85279, 84773, 84525, 84630, 84252, 84360, 84388, 84247, 84796, 84508, 84390, 85003, 85612, 89414, 89303, 2067000, 86125, 89414, 84247, 89414, 84247, 
분당화력, CG7, 2023-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 58241, 87947, 87965, 87726, 87837, 87497, 87586, 87586, 87439, 88139, 88183, 88070, 87629, 71154, 0, 0, 1183000, 49292, 88183, 58241, 88183, 0, 
분당화력, CG8, 2023-11-30 00:00:00, 90893, 91194, 91282, 91631, 91441, 91941, 92116, 92109, 90509, 89132, 88376, 88152, 88256, 87898, 88000, 88039, 87855, 88413, 88097, 87973, 87997, 88173, 92662, 92860, 2155000, 89792, 92860, 87855, 92860, 87855, 
분당화력, CS1, 2023-11-30 00:00:00, 68875, 68641, 68642, 68395, 68459, 67577, 67700, 67708, 68479, 68522, 69321, 69975, 70442, 69895, 70407, 70954, 69127, 70481, 70063, 69726, 69721, 70107, 69487, 69299, 1662000, 69250, 70954, 67577, 70954, 67577, 
분당화력, CS2, 2023-11-30 00:00:00, 49512, 48691, 48228, 48090, 47605, 47674, 47578, 47905, 56797, 69198, 70579, 70984, 71733, 71975, 72248, 72487, 71684, 71896, 71700, 71240, 71245, 66705, 50808, 50437, 1467000, 61125, 72487, 47578, 72487, 47578, 
분당화력, CG1, 2023-11-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44991, 63188, 61740, 61605, 67202, 84145, 85193, 85233, 85585, 86106, 86012, 811000, 33792, 86106, 44991, 86106, 0, 
분당화력, CG2, 2023-11-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50956, 54044, 0, 0, 0, 0, 0, 0, 105000, 4375, 54044, 50956, 54044, 0, 
분당화력, CG3, 2023-11-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41307, 62871, 62136, 61218, 66342, 86341, 87710, 87467, 87734, 87772, 87102, 818000, 34083, 87772, 41307, 87772, 0, 
분당화력, CG4, 2023-11-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20596, 61884, 61809, 48711, 0, 0, 0, 0, 0, 0, 193000, 8042, 61884, 20596, 61884, 0, 
분당화력, CG5, 2023-11-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38157, 61289, 68258, 86464, 87261, 85987, 86753, 86794, 86038, 687000, 28625, 87261, 38157, 87261, 0, 
분당화력, CG6, 2023-11-29 00:00:00, 83589, 83851, 83757, 83882, 83817, 83713, 83640, 84879, 85308, 84947, 83744, 83063, 83418, 82942, 83237, 83098, 83613, 83583, 83679, 83799, 83565, 83837, 84404, 86636, 2014000, 83917, 86636, 82942, 86636, 82942, 
분당화력, CG7, 2023-11-29 00:00:00, 86416, 86602, 87013, 87121, 87055, 86939, 87215, 87361, 87130, 86684, 82822, 83243, 83384, 83465, 83494, 83378, 83223, 83230, 83679, 87052, 87191, 87527, 55777, 0, 1937000, 80708, 87527, 55777, 87527, 0, 
분당화력, CG8, 2023-11-29 00:00:00, 88416, 86963, 86756, 86934, 86854, 87242, 87689, 87155, 86414, 85948, 83726, 82830, 82665, 82504, 83333, 83205, 83064, 83059, 83689, 87278, 87462, 87495, 87509, 90810, 2059000, 85792, 90810, 82504, 90810, 82504, 
분당화력, CS1, 2023-11-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23099, 48684, 74151, 80480, 69261, 71325, 70515, 70152, 70168, 69165, 647000, 26958, 80480, 23099, 80480, 0, 
분당화력, CS2, 2023-11-29 00:00:00, 74430, 74092, 73924, 73589, 73217, 73207, 73034, 73366, 73658, 74255, 72850, 72715, 73784, 72362, 72156, 72070, 72284, 71588, 71378, 73971, 73788, 73394, 61850, 50039, 1721000, 71708, 74430, 50039, 74430, 50039, 
분당화력, CG1, 2023-11-28 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG2, 2023-11-28 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG3, 2023-11-28 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG4, 2023-11-28 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
