발전구분, 호기, 일자, 1시 발전량(MWh), 2시 발전량(MWh),3시 발전량(MWh),4시 발전량(MWh),5시 발전량(MWh),6시 발전량(MWh),7시 발전량(MWh),8시 발전량(MWh),9시 발전량(MWh),10시 발전량(MWh),11시 발전량(MWh),12시 발전량(MWh),13시 발전량(MWh),14시 발전량(MWh),15시 발전량(MWh),16시 발전량(MWh),17시 발전량(MWh),18시 발전량(MWh),19시 발전량(MWh),20시 발전량(MWh),21시 발전량(MWh),22시 발전량(MWh),23시 발전량(MWh),24시 발전량(MWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
분당화력, CG1, 2022-11-30 00:00:00, 0, 0, 0, 0, 0, 316, 40551, 49383, 82572, 86919, 86074, 83955, 83337, 84289, 83381, 83822, 83766, 83886, 83896, 83997, 84307, 84530, 84828, 85189, 1439000, 59958, 86919, 316, 86919, 0, 
분당화력, CG2, 2022-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 40203, 88177, 87957, 86135, 85409, 86349, 85551, 86701, 86612, 86853, 86859, 85974, 85272, 85448, 85625, 84875, 1334000, 55583, 88177, 40203, 88177, 0, 
분당화력, CG3, 2022-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 17256, 49175, 82825, 89842, 89464, 85281, 86322, 85898, 85497, 85094, 84337, 84509, 84479, 84523, 84944, 85208, 85067, 84277, 1434000, 59750, 89842, 17256, 89842, 0, 
분당화력, CG4, 2022-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11669, 79374, 84256, 85290, 83821, 85021, 84156, 83906, 84501, 84840, 85541, 84855, 85088, 85119, 85563, 1193000, 49708, 85563, 11669, 85563, 0, 
분당화력, CG5, 2022-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61088, 85291, 83407, 85378, 83596, 84196, 84171, 84385, 84580, 84799, 85362, 85130, 85345, 85416, 85855, 1248000, 52000, 85855, 61088, 85855, 0, 
분당화력, CG6, 2022-11-30 00:00:00, 75837, 76026, 75937, 75828, 76072, 76184, 76469, 76503, 76915, 76951, 76693, 72863, 72653, 73173, 72426, 72591, 72629, 72814, 34437, 0, 0, 0, 0, 0, 1383000, 57625, 76951, 34437, 76951, 0, 
분당화력, CG7, 2022-11-30 00:00:00, 81430, 81611, 81620, 81907, 82709, 83189, 83025, 83077, 83270, 83021, 80106, 71666, 71014, 71525, 70778, 70926, 70986, 70159, 11982, 0, 0, 0, 0, 0, 1414000, 58917, 83270, 11982, 83270, 0, 
분당화력, CG8, 2022-11-30 00:00:00, 86080, 86213, 86030, 85503, 86325, 86562, 86140, 86219, 86219, 86117, 80007, 72974, 72696, 73068, 72403, 72562, 72608, 72433, 19840, 0, 0, 0, 0, 0, 1470000, 61250, 86562, 19840, 86562, 0, 
분당화력, CS1, 2022-11-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 2567, 43466, 85666, 118897, 120363, 121388, 121609, 120055, 121433, 120845, 120951, 120277, 120342, 119249, 119081, 118606, 118206, 1813000, 75542, 121609, 2567, 121609, 0, 
분당화력, CS2, 2022-11-30 00:00:00, 68035, 67854, 67148, 66120, 66195, 66356, 65752, 65471, 65293, 65268, 75080, 91705, 89789, 91029, 91045, 91598, 91943, 91558, 25758, 0, 0, 0, 0, 0, 1403000, 58458, 91943, 25758, 91943, 0, 
