발전구분, 호기, 일자, 1시 발전량(MWh), 2시 발전량(MWh),3시 발전량(MWh),4시 발전량(MWh),5시 발전량(MWh),6시 발전량(MWh),7시 발전량(MWh),8시 발전량(MWh),9시 발전량(MWh),10시 발전량(MWh),11시 발전량(MWh),12시 발전량(MWh),13시 발전량(MWh),14시 발전량(MWh),15시 발전량(MWh),16시 발전량(MWh),17시 발전량(MWh),18시 발전량(MWh),19시 발전량(MWh),20시 발전량(MWh),21시 발전량(MWh),22시 발전량(MWh),23시 발전량(MWh),24시 발전량(MWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
분당화력, CG1, 2022-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG2, 2022-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG3, 2022-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG4, 2022-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG5, 2022-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG6, 2022-03-31 00:00:00, 74669, 74805, 74845, 74975, 74932, 74859, 74491, 74259, 74289, 58875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 731000, 30458, 74975, 58875, 74975, 0, 
분당화력, CG7, 2022-03-31 00:00:00, 78529, 78306, 78344, 78481, 78436, 78358, 79203, 79950, 79757, 78864, 77498, 77577, 77864, 77953, 77687, 77816, 78069, 77970, 78485, 79709, 79914, 80087, 80013, 80130, 1889000, 78708, 80130, 77498, 80130, 77498, 
분당화력, CG8, 2022-03-31 00:00:00, 77566, 77715, 77717, 77834, 77786, 77709, 77385, 77261, 76758, 75700, 74618, 74634, 75255, 75002, 74771, 74866, 74889, 74558, 75074, 77170, 77558, 77699, 77681, 77795, 1835000, 76458, 77834, 74558, 77834, 74558, 
분당화력, CS1, 2022-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CS2, 2022-03-31 00:00:00, 70068, 69767, 69869, 70007, 69822, 69439, 69263, 69444, 69105, 65037, 47546, 47077, 47353, 47320, 47279, 47457, 47357, 47026, 47276, 48295, 48134, 47954, 47670, 47435, 1357000, 56542, 70068, 47026, 70068, 47026, 
분당화력, CG1, 2022-03-30 00:00:00, 0, 0, 0, 22784, 40424, 68960, 78071, 77339, 76705, 67418, 2703, 0, 0, 0, 49668, 72021, 71712, 71293, 19902, 0, 0, 0, 0, 0, 719000, 29958, 78071, 2703, 78071, 0, 
