발전구분, 호기, 일자, 1시 발전량(MWh), 2시 발전량(MWh),3시 발전량(MWh),4시 발전량(MWh),5시 발전량(MWh),6시 발전량(MWh),7시 발전량(MWh),8시 발전량(MWh),9시 발전량(MWh),10시 발전량(MWh),11시 발전량(MWh),12시 발전량(MWh),13시 발전량(MWh),14시 발전량(MWh),15시 발전량(MWh),16시 발전량(MWh),17시 발전량(MWh),18시 발전량(MWh),19시 발전량(MWh),20시 발전량(MWh),21시 발전량(MWh),22시 발전량(MWh),23시 발전량(MWh),24시 발전량(MWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
분당화력, CG1, 2024-03-31 00:00:00, 76091, 74536, 74850, 74814, 75125, 75275, 75953, 76397, 76341, 76222, 76862, 76502, 76622, 76405, 70189, 68983, 73040, 76394, 76770, 77248, 77593, 77886, 77949, 77954, 1816000, 75667, 77954, 68983, 77954, 68983, 
분당화력, CG2, 2024-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51382, 70719, 23898, 0, 0, 0, 0, 0, 0, 0, 146000, 6083, 70719, 23898, 70719, 0, 
분당화력, CG3, 2024-03-31 00:00:00, 86272, 87912, 88545, 88514, 88968, 87981, 86986, 86916, 86609, 85909, 85205, 84556, 83995, 82799, 70157, 69522, 75928, 82885, 83048, 83465, 83796, 83611, 83081, 83340, 2010000, 83750, 88968, 69522, 88968, 69522, 
분당화력, CG4, 2024-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53846, 7154, 0, 0, 0, 0, 0, 0, 0, 61000, 2542, 53846, 7154, 53846, 0, 
분당화력, CG5, 2024-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20583, 70394, 17023, 0, 0, 0, 0, 0, 0, 0, 108000, 4500, 70394, 17023, 70394, 0, 
분당화력, CG6, 2024-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48696, 68645, 29659, 0, 0, 0, 0, 0, 0, 0, 147000, 6125, 68645, 29659, 68645, 0, 
분당화력, CG7, 2024-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23269, 68316, 27415, 0, 0, 0, 0, 0, 0, 0, 119000, 4958, 68316, 23269, 68316, 0, 
분당화력, CG8, 2024-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38745, 68513, 26742, 0, 0, 0, 0, 0, 0, 0, 134000, 5583, 68513, 26742, 68513, 0, 
분당화력, CS1, 2024-03-31 00:00:00, 44045, 43797, 43972, 43888, 43760, 43175, 42698, 43030, 44145, 45150, 45762, 45139, 45657, 45826, 55685, 100587, 63548, 46286, 46205, 46710, 46975, 46936, 46281, 45743, 1165000, 48542, 100587, 42698, 100587, 42698, 
분당화력, CS2, 2024-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG1, 2024-03-30 00:00:00, 80482, 80731, 80594, 80822, 80924, 80780, 80494, 79181, 78660, 78281, 77070, 76363, 76720, 76254, 76056, 76297, 77334, 78649, 77582, 74666, 75369, 74711, 75694, 76284, 1870000, 77917, 80924, 74666, 80924, 74666, 
분당화력, CG2, 2024-03-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG3, 2024-03-30 00:00:00, 81759, 81809, 81703, 82097, 82514, 81883, 82049, 80827, 80392, 79690, 78518, 77740, 78098, 79752, 79319, 79479, 80172, 81174, 82521, 85924, 86441, 86887, 86519, 85734, 1963000, 81792, 86887, 77740, 86887, 77740, 
분당화력, CG4, 2024-03-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG5, 2024-03-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG6, 2024-03-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG7, 2024-03-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG8, 2024-03-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CS1, 2024-03-30 00:00:00, 43202, 43424, 43147, 43058, 43284, 42686, 42256, 41589, 42227, 42397, 42784, 43045, 43814, 45845, 45519, 45565, 45409, 45057, 44845, 44488, 44774, 44220, 44345, 44021, 1051000, 43792, 45845, 41589, 45845, 41589, 
