발전구분, 호기, 일자, 1시 발전량(MWh), 2시 발전량(MWh),3시 발전량(MWh),4시 발전량(MWh),5시 발전량(MWh),6시 발전량(MWh),7시 발전량(MWh),8시 발전량(MWh),9시 발전량(MWh),10시 발전량(MWh),11시 발전량(MWh),12시 발전량(MWh),13시 발전량(MWh),14시 발전량(MWh),15시 발전량(MWh),16시 발전량(MWh),17시 발전량(MWh),18시 발전량(MWh),19시 발전량(MWh),20시 발전량(MWh),21시 발전량(MWh),22시 발전량(MWh),23시 발전량(MWh),24시 발전량(MWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
분당화력, CG1, 2023-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG2, 2023-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG3, 2023-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG4, 2023-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG5, 2023-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG6, 2023-03-31 00:00:00, 77205, 77677, 77991, 77953, 78014, 78024, 77870, 77799, 74305, 73830, 73380, 73143, 72912, 72506, 72002, 72112, 71659, 72178, 72710, 73015, 72790, 76317, 76619, 75988, 1798000, 74917, 78024, 71659, 78024, 71659, 
분당화력, CG7, 2023-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG8, 2023-03-31 00:00:00, 81798, 81087, 81826, 81762, 81801, 81865, 81748, 81599, 77971, 77729, 77258, 77032, 76872, 76358, 75976, 76468, 76055, 76556, 76826, 76611, 77712, 82178, 81573, 82340, 1899000, 79125, 82340, 75976, 82340, 75976, 
분당화력, CS1, 2023-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CS2, 2023-03-31 00:00:00, 47676, 47543, 47749, 47419, 47335, 47186, 47015, 47083, 45296, 45597, 46567, 47372, 47671, 48245, 48466, 49102, 48395, 48294, 48020, 47004, 46823, 49266, 48671, 48203, 1142000, 47583, 49266, 45296, 49266, 45296, 
분당화력, CG1, 2023-03-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23438, 37242, 40483, 59729, 68692, 84085, 84254, 68635, 16442, 0, 0, 0, 0, 0, 0, 483000, 20125, 84254, 16442, 84254, 0, 
분당화력, CG2, 2023-03-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 841, 57781, 60812, 56019, 547, 0, 0, 0, 0, 0, 0, 176000, 7333, 60812, 547, 60812, 0, 
분당화력, CG3, 2023-03-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20743, 60714, 53543, 0, 0, 0, 0, 0, 0, 0, 0, 135000, 5625, 60714, 20743, 60714, 0, 
분당화력, CG4, 2023-03-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35266, 60073, 57457, 3204, 0, 0, 0, 0, 0, 0, 156000, 6500, 60073, 3204, 60073, 0, 
분당화력, CG5, 2023-03-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13043, 60271, 57783, 6903, 0, 0, 0, 0, 0, 0, 138000, 5750, 60271, 6903, 60271, 0, 
분당화력, CG6, 2023-03-30 00:00:00, 76510, 77188, 77010, 77226, 77308, 77496, 77410, 77743, 73542, 73150, 72786, 72848, 71884, 71512, 70873, 71039, 70903, 70809, 70983, 72044, 74864, 75144, 75846, 75885, 1782000, 74250, 77743, 70809, 77743, 70809, 
분당화력, CG7, 2023-03-30 00:00:00, 80051, 80075, 80041, 80007, 80072, 80153, 80452, 80258, 76291, 76284, 75743, 75543, 74940, 74391, 74013, 74169, 74023, 73936, 74090, 36469, 0, 0, 0, 0, 1501000, 62542, 80452, 36469, 80452, 0, 
분당화력, CG8, 2023-03-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49139, 74766, 75018, 74861, 74645, 74836, 77862, 82215, 82542, 82690, 82425, 831000, 34625, 82690, 49139, 82690, 0, 
분당화력, CS1, 2023-03-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
