발전구분, 호기, 일자, 1시 발전량(MWh), 2시 발전량(MWh),3시 발전량(MWh),4시 발전량(MWh),5시 발전량(MWh),6시 발전량(MWh),7시 발전량(MWh),8시 발전량(MWh),9시 발전량(MWh),10시 발전량(MWh),11시 발전량(MWh),12시 발전량(MWh),13시 발전량(MWh),14시 발전량(MWh),15시 발전량(MWh),16시 발전량(MWh),17시 발전량(MWh),18시 발전량(MWh),19시 발전량(MWh),20시 발전량(MWh),21시 발전량(MWh),22시 발전량(MWh),23시 발전량(MWh),24시 발전량(MWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
분당화력, CG1, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG2, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG3, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG4, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG5, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 14979, 30548, 34134, 44310, 62119, 78835, 82703, 82850, 30523, 0, 0, 0, 0, 0, 0, 0, 461000, 19208, 82850, 14979, 82850, 0, 
분당화력, CG6, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 33407, 64209, 71635, 71457, 71322, 71226, 70678, 70910, 70768, 71169, 70901, 71001, 70862, 70875, 70741, 55837, 0, 0, 0, 1077000, 44875, 71635, 33407, 71635, 0, 
분당화력, CG7, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 59944, 68529, 68341, 68211, 68140, 67629, 67817, 67682, 68079, 67816, 67931, 67804, 67769, 67658, 29650, 0, 0, 0, 973000, 40542, 68529, 29650, 68529, 0, 
분당화력, CG8, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 38341, 64490, 69786, 69593, 69475, 69379, 68806, 69110, 68906, 69314, 69079, 69122, 68989, 69014, 68850, 43746, 0, 0, 0, 1046000, 43583, 69786, 38341, 69786, 0, 
분당화력, CS1, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CS2, 2025-09-30 00:00:00, 0, 0, 0, 0, 0, 6441, 79984, 99899, 99810, 99664, 100013, 99753, 100645, 100571, 101776, 101543, 101636, 101233, 100650, 100172, 57212, 0, 0, 0, 1451000, 60458, 101776, 6441, 101776, 0, 
분당화력, CG1, 2025-09-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG2, 2025-09-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG3, 2025-09-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG4, 2025-09-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG5, 2025-09-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 26976, 0, 0, 0, 0, 27000, 1125, 26976, 24, 26976, 0, 
분당화력, CG6, 2025-09-29 00:00:00, 0, 0, 0, 0, 39632, 49076, 68354, 72009, 71496, 70950, 71559, 70607, 70883, 71014, 70764, 71160, 71058, 70873, 71003, 71130, 71079, 57355, 0, 0, 1210000, 50417, 72009, 39632, 72009, 0, 
