발전구분, 호기, 일자, 1시 발전량(MWh), 2시 발전량(MWh),3시 발전량(MWh),4시 발전량(MWh),5시 발전량(MWh),6시 발전량(MWh),7시 발전량(MWh),8시 발전량(MWh),9시 발전량(MWh),10시 발전량(MWh),11시 발전량(MWh),12시 발전량(MWh),13시 발전량(MWh),14시 발전량(MWh),15시 발전량(MWh),16시 발전량(MWh),17시 발전량(MWh),18시 발전량(MWh),19시 발전량(MWh),20시 발전량(MWh),21시 발전량(MWh),22시 발전량(MWh),23시 발전량(MWh),24시 발전량(MWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
분당화력, CG1, 2023-12-31 00:00:00, 81970, 81840, 81938, 81590, 81896, 81528, 81668, 81843, 82316, 82530, 82098, 82170, 82165, 82034, 82223, 82236, 82149, 81929, 82089, 82522, 82731, 82697, 82619, 82220, 1971000, 82125, 82731, 81528, 82731, 81528, 
분당화력, CG2, 2023-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG3, 2023-12-31 00:00:00, 86330, 86073, 86276, 86208, 85951, 85742, 85951, 86036, 86368, 86258, 85866, 86465, 86857, 86763, 86605, 86455, 86118, 85601, 85553, 85979, 86294, 86265, 86115, 85872, 2068000, 86167, 86857, 85553, 86857, 85553, 
분당화력, CG4, 2023-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CG5, 2023-12-31 00:00:00, 85726, 85795, 85555, 85703, 85643, 85698, 85701, 85610, 85748, 85639, 85239, 85318, 85290, 85182, 85825, 85761, 85697, 85707, 85904, 86365, 86607, 86505, 86571, 86210, 2059000, 85792, 86607, 85182, 86607, 85182, 
분당화력, CG6, 2023-12-31 00:00:00, 82995, 82133, 82340, 82867, 82627, 82715, 82238, 82550, 82972, 83104, 82319, 82393, 82410, 82165, 81965, 81983, 82052, 82544, 82968, 83027, 83247, 83323, 83082, 82983, 1983000, 82625, 83323, 81965, 83323, 81965, 
분당화력, CG7, 2023-12-31 00:00:00, 86123, 85516, 85620, 86254, 86000, 86090, 85709, 85667, 85840, 86375, 86191, 86276, 85631, 85648, 85853, 85873, 85946, 85691, 85823, 85956, 86119, 86213, 86223, 86364, 2063000, 85958, 86375, 85516, 86375, 85516, 
분당화력, CG8, 2023-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
분당화력, CS1, 2023-12-31 00:00:00, 75298, 75243, 75184, 75398, 75316, 76080, 76015, 76774, 75584, 75166, 74521, 75115, 75332, 75258, 75285, 75345, 75617, 75005, 74619, 74773, 74507, 74080, 73915, 74571, 1804000, 75167, 76774, 73915, 76774, 73915, 
분당화력, CS2, 2023-12-31 00:00:00, 53193, 52830, 52663, 52993, 52296, 52590, 52476, 52884, 52157, 52167, 52198, 52688, 52820, 52864, 52922, 52796, 52862, 53194, 53064, 52563, 51492, 51545, 51766, 51977, 1261000, 52542, 53194, 51492, 53194, 51492, 
