site,n,nmae,bias,cov80,cov95
경상대,4060.0,3.375901925323641,0.37049979899936525,92.01970443349754,97.48768472906404
고흥만수상,4064.0,4.4121074364438115,0.12085431358065661,89.37007874015748,96.65354330708661
광양항세방,4064.0,8.330799890620801,7.0204987768529525,69.88188976377953,84.67027559055119
구미,4055.0,5.1681004478866015,2.0196861072136816,83.37854500616523,94.30332922318125
삼천포,4063.0,4.679603397105496,-0.22532628033295962,88.23529411764706,95.34826482894412
영흥,4022.0,4.358271413347496,0.44575721969756693,87.99104922923918,95.12680258577822
예천,4053.0,8.122120136182257,-0.6681580467831735,77.9916111522329,90.84628670120898
창원,4062.0,8.546568839104616,2.2175813112467533,90.89118660758247,98.44903988183161
