site,unit,date,total_kwh,avg_kw,max_hour_kw,min_hour_kw
삼천포태양광,3,2023-08-22,657.36,27,209.88,0.21
삼천포태양광,3,2023-08-23,1336.176,56,227.23,0.324
삼천포태양광,3,2023-08-24,476.208,20,157.82,0.18
삼천포태양광,3,2023-08-25,1757.196,73,240.08,1.836
삼천포태양광,3,2023-08-26,1669.356,70,235.51,1.476
삼천포태양광,3,2023-08-27,1499.58,62,207.36,1.62
삼천포태양광,3,2023-08-28,866.952,36,167.04,0.144
삼천포태양광,3,2023-08-29,546.516,23,133.59,0.324
삼천포태양광,3,2023-08-30,253.836,11,44.06,0.03
삼천포태양광,3,2023-08-31,978.552,41,214.81,6.228
삼천포태양광,3,2023-09-01,414.072,17,92.95,0.252
삼천포태양광,3,2023-09-02,480.708,20,105.19,0.036
삼천포태양광,3,2023-09-03,1322.1,55,230.54,0.072
삼천포태양광,3,2023-09-04,1396.656,58,206.74,0.468
삼천포태양광,3,2023-09-05,1533.204,64,236.3,0.504
삼천포태양광,3,2023-09-06,1704.168,71,234.36,0.36
삼천포태양광,3,2023-09-07,1797.768,75,250.95,0.576
삼천포태양광,3,2023-09-08,1608.552,67,227.73,0.504
삼천포태양광,3,2023-09-09,1783.152,74,241.12,0.216
삼천포태양광,3,2023-09-10,1742.508,73,241.45,0.072
삼천포태양광,3,2023-09-11,1046.412,44,145.8,0.936
삼천포태양광,3,2023-09-12,1120.392,47,228.45,0.036
삼천포태양광,3,2023-09-13,716.76,30,127.94,0.072
삼천포태양광,3,2023-09-14,186.984,8,51.55,0.144
삼천포태양광,3,2023-09-15,329.184,14,69.91,1.332
삼천포태양광,3,2023-09-16,175.968,7,55.65,0.036
삼천포태양광,3,2023-09-17,424.692,18,101.3,7.41
삼천포태양광,3,2023-09-18,1455.912,61,240.22,24.876
삼천포태양광,3,2023-09-19,1278.036,53,206.85,0.036
삼천포태양광,3,2023-09-20,136.548,6,34.92,0.108
삼천포태양광,3,2023-09-21,289.692,12,59.22,2.016
삼천포태양광,3,2023-09-22,347.364,14,106.05,14.616
삼천포태양광,3,2023-09-23,0.0,0,0.0,0.0
삼천포태양광,3,2023-09-24,0.0,0,0.0,0.0
삼천포태양광,3,2023-09-25,0.0,0,0.0,0.0
삼천포태양광,3,2023-09-26,383.328,16,124.95,0.288
삼천포태양광,3,2023-09-27,827.064,34,167.14,0.792
삼천포태양광,3,2023-09-28,1163.268,48,167.94,0.54
삼천포태양광,3,2023-09-29,1176.984,49,168.48,0.756
삼천포태양광,3,2023-09-30,601.128,25,158.65,1.872
삼천포태양광,3,2023-10-01,1287.72,54,184.82,0.72
삼천포태양광,3,2023-10-02,1215.324,51,182.26,1.368
삼천포태양광,3,2023-10-03,203.4,8,44.53,0.036
삼천포태양광,3,2023-10-04,1185.804,49,178.63,0.9
삼천포태양광,3,2023-10-05,1094.544,46,189.36,0.468
삼천포태양광,3,2023-10-06,624.744,26,114.04,0.036
삼천포태양광,3,2023-10-07,351.432,15,92.41,0.108
삼천포태양광,3,2023-10-08,488.808,20,124.27,0.612
삼천포태양광,3,2023-10-09,570.06,24,131.72,0.756
삼천포태양광,3,2023-10-10,1172.16,49,182.48,0.288
삼천포태양광,3,2023-10-11,1101.312,46,169.09,0.36
삼천포태양광,3,2023-10-12,821.7,34,178.16,0.288
삼천포태양광,3,2023-10-13,955.764,40,189.32,0.504
삼천포태양광,3,2023-10-14,0.0,0,0.0,0.0
삼천포태양광,3,2023-10-15,0.0,0,0.0,0.0
삼천포태양광,3,2023-10-16,1501.632,63,248.32,6.19
삼천포태양광,3,2023-10-17,1803.024,75,257.97,0.144
삼천포태양광,3,2023-10-18,1702.584,71,244.69,0.18
삼천포태양광,3,2023-10-19,1098.288,46,217.94,0.108
삼천포태양광,3,2023-10-20,1520.028,63,262.8,0.504
삼천포태양광,3,2023-10-21,1481.76,62,253.15,0.072
삼천포태양광,3,2023-10-22,1204.272,50,216.93,0.144
삼천포태양광,3,2023-10-23,1659.492,69,245.44,0.072
삼천포태양광,3,2023-10-24,1426.968,59,225.57,0.216
삼천포태양광,3,2023-10-25,1472.292,61,235.72,0.108
삼천포태양광,3,2023-10-26,1409.4,59,219.24,0.18
삼천포태양광,3,2023-10-27,1547.352,64,243.21,1.98
삼천포태양광,3,2023-10-28,1500.264,63,233.13,2.124
삼천포태양광,3,2023-10-29,1511.928,63,229.68,1.44
삼천포태양광,3,2023-10-30,1502.496,63,234.03,1.224
삼천포태양광,3,2023-10-31,1546.416,64,236.62,0.828
삼천포태양광,3,2023-11-01,1392.372,58,212.22,1.044
삼천포태양광,3,2023-11-02,1524.888,64,236.23,0.936
삼천포태양광,3,2023-11-03,1336.104,56,204.55,0.72
삼천포태양광,3,2023-11-04,598.716,25,113.94,0.072
삼천포태양광,3,2023-11-05,717.408,30,162.1,1.872
삼천포태양광,3,2023-11-06,393.66,16,112.24,0.036
삼천포태양광,3,2023-11-07,1571.472,65,253.08,0.792
삼천포태양광,3,2023-11-08,1543.716,64,247.42,0.612
삼천포태양광,3,2023-11-09,1009.836,42,216.28,0.18
삼천포태양광,3,2023-11-10,1041.048,43,235.0,0.144
삼천포태양광,3,2023-11-11,1323.9,55,246.34,0.396
삼천포태양광,3,2023-11-12,1464.984,61,261.82,0.396
삼천포태양광,3,2023-11-13,1626.12,68,266.0,0.28
삼천포태양광,3,2023-11-14,1541.304,64,257.65,0.14
삼천포태양광,3,2023-11-15,1432.332,60,247.32,0.108
삼천포태양광,3,2023-11-16,247.788,10,77.76,0.036
삼천포태양광,3,2023-11-17,1304.244,54,254.26,0.252
삼천포태양광,3,2023-11-18,1491.84,62,265.03,0.07
삼천포태양광,3,2023-11-19,1389.096,58,249.26,0.108
삼천포태양광,3,2023-11-20,1408.608,59,245.41,0.072
삼천포태양광,3,2023-11-21,1368.468,57,244.18,0.036
삼천포태양광,3,2023-11-22,1321.344,55,238.75,0.036
삼천포태양광,3,2023-11-23,942.84,39,172.51,2.736
삼천포태양광,3,2023-11-24,1389.672,58,252.82,1.368
삼천포태양광,3,2023-11-25,1420.848,59,264.52,1.044
삼천포태양광,3,2023-11-26,647.964,27,155.08,0.036
삼천포태양광,3,2023-11-27,354.6,15,90.61,0.036
삼천포태양광,3,2023-11-28,1310.94,55,253.76,2.8
삼천포태양광,3,2023-11-29,584.496,24,131.86,1.548
삼천포태양광,3,2023-11-30,1296.792,54,257.32,1.224
삼천포태양광,3,2023-12-01,1043.568,43,207.39,0.036
삼천포태양광,3,2023-12-02,1159.74,48,231.19,1.11
삼천포태양광,3,2023-12-03,1152.756,48,235.72,1.98
삼천포태양광,3,2023-12-04,1150.056,48,235.9,1.08
삼천포태양광,3,2023-12-05,1131.444,47,228.02,0.432
삼천포태양광,3,2023-12-06,584.136,24,144.79,1.152
삼천포태양광,3,2023-12-07,1089.612,45,224.49,0.612
삼천포태양광,3,2023-12-08,900.396,38,191.26,1.548
삼천포태양광,3,2023-12-09,722.916,30,161.64,0.072
삼천포태양광,3,2023-12-10,924.984,39,200.48,0.288
삼천포태양광,3,2023-12-11,45.972,2,10.04,0.432
삼천포태양광,3,2023-12-12,164.376,7,35.67,2.628
삼천포태양광,3,2023-12-13,962.784,40,224.67,0.036
삼천포태양광,3,2023-12-14,68.04,3,15.08,0.1
삼천포태양광,3,2023-12-15,89.028,4,23.36,0.46
삼천포태양광,3,2023-12-16,475.092,20,180.14,2.556
삼천포태양광,3,2023-12-17,1068.444,45,238.24,0.216
삼천포태양광,3,2023-12-18,746.604,31,189.21,0.54
삼천포태양광,3,2023-12-19,690.156,29,144.79,0.72
삼천포태양광,3,2023-12-20,965.088,40,239.86,0.072
삼천포태양광,3,2023-12-21,864.252,36,229.35,0.036
삼천포태양광,3,2023-12-22,1048.428,44,238.17,0.108
삼천포태양광,3,2023-12-23,832.896,35,194.07,0.072
삼천포태양광,3,2023-12-24,755.496,31,227.95,0.036
삼천포태양광,3,2023-12-25,934.992,39,224.31,0.18
삼천포태양광,3,2023-12-26,725.22,30,205.2,0.072
삼천포태양광,3,2023-12-27,961.344,40,225.68,0.108
삼천포태양광,3,2023-12-28,793.404,33,200.95,0.144
삼천포태양광,3,2023-12-29,986.76,41,213.01,0.252
삼천포태양광,3,2023-12-30,761.112,32,188.71,0.504
삼천포태양광,3,2023-12-31,1049.76,44,234.9,0.108
삼천포태양광,3,2024-01-01,990.972,41,209.44,0.216
삼천포태양광,3,2024-01-02,917.352,38,197.64,0.072
삼천포태양광,3,2024-01-03,729.648,30,189.43,0.468
삼천포태양광,3,2024-01-04,970.128,40,195.84,0.18
삼천포태양광,3,2024-01-05,799.524,33,194.47,0.252
삼천포태양광,3,2024-01-06,1090.8,45,228.81,0.18
삼천포태양광,3,2024-01-07,1216.728,51,250.16,1.044
삼천포태양광,3,2024-01-08,1080.144,45,251.35,0.576
삼천포태양광,3,2024-01-09,190.296,8,51.22,0.504
삼천포태양광,3,2024-01-10,676.656,28,176.54,0.288
삼천포태양광,3,2024-01-11,1159.056,48,243.93,0.216
삼천포태양광,3,2024-01-12,934.272,39,198.0,0.18
삼천포태양광,3,2024-01-13,1268.568,53,240.58,0.216
삼천포태양광,3,2024-01-14,1068.984,45,208.22,0.252
삼천포태양광,3,2024-01-15,1375.92,57,264.67,0.072
삼천포태양광,3,2024-01-16,1138.284,47,248.76,0.036
삼천포태양광,3,2024-01-17,218.016,9,71.89,0.288
삼천포태양광,3,2024-01-18,73.656,3,21.42,5.724
삼천포태양광,3,2024-01-19,221.868,9,37.08,0.036
삼천포태양광,3,2024-01-20,85.68,4,17.06,0.972
삼천포태양광,3,2024-01-21,573.084,24,171.07,1.008
삼천포태양광,3,2024-01-22,1485.36,62,285.55,0.216
삼천포태양광,3,2024-01-23,1509.948,63,288.72,0.936
삼천포태양광,3,2024-01-24,1407.888,59,264.96,0.252
삼천포태양광,3,2024-01-25,1283.184,53,225.86,0.43
삼천포태양광,3,2024-01-26,1434.528,60,252.46,0.36
삼천포태양광,3,2024-01-27,1437.336,60,254.48,0.612
삼천포태양광,3,2024-01-28,1518.516,63,261.14,0.468
삼천포태양광,3,2024-01-29,1515.06,63,252.39,0.576
삼천포태양광,3,2024-01-30,1131.552,47,245.3,0.072
삼천포태양광,3,2024-01-31,824.22,34,179.17,3.564
삼천포태양광,3,2024-02-01,191.124,8,52.81,0.288
삼천포태양광,3,2024-02-02,659.412,27,128.62,0.036
삼천포태양광,3,2024-02-03,254.376,11,41.9,0.072
삼천포태양광,3,2024-02-04,504.54,21,104.83,0.288
삼천포태양광,3,2024-02-05,156.852,7,44.28,0.036
삼천포태양광,3,2024-02-06,280.116,12,62.6,1.044
삼천포태양광,3,2024-02-07,1623.276,68,252.61,1.656
삼천포태양광,3,2024-02-08,1392.588,58,225.1,2.556
삼천포태양광,3,2024-02-09,1621.836,68,262.9,2.412
삼천포태양광,3,2024-02-10,1531.764,64,245.73,1.908
삼천포태양광,3,2024-02-11,1418.184,59,221.4,2.88
삼천포태양광,3,2024-02-12,1696.5,71,264.49,2.412
삼천포태양광,3,2024-02-13,1488.708,62,242.89,3.924
삼천포태양광,3,2024-02-14,207.108,9,54.61,0.144
삼천포태양광,3,2024-02-15,625.86,26,152.42,0.828
삼천포태양광,3,2024-02-16,1763.208,73,265.32,3.924
삼천포태양광,3,2024-02-17,1837.764,77,264.56,2.448
삼천포태양광,3,2024-02-18,161.388,7,49.32,0.036
삼천포태양광,3,2024-02-19,818.568,34,183.24,5.868
삼천포태양광,3,2024-02-20,99.756,4,30.96,0.072
삼천포태양광,3,2024-02-21,100.188,4,19.18,1.512
삼천포태양광,3,2024-02-22,191.088,8,40.06,0.432
삼천포태양광,3,2024-02-23,479.628,20,100.0,1.116
삼천포태양광,3,2024-02-24,701.532,29,142.48,1.116
삼천포태양광,3,2024-02-25,481.356,20,84.06,0.144
삼천포태양광,3,2024-02-26,1708.056,71,259.38,7.884
삼천포태양광,3,2024-02-27,1239.588,52,207.0,0.072
삼천포태양광,3,2024-02-28,1786.212,74,256.21,0.144
삼천포태양광,3,2024-02-29,147.42,6,29.34,0.504
삼천포태양광,3,2024-03-01,1973.88,82,286.99,0.9
삼천포태양광,3,2024-03-02,2057.832,86,292.39,0.252
삼천포태양광,3,2024-03-03,1193.724,50,239.97,0.036
삼천포태양광,3,2024-03-04,1148.436,48,236.84,4.068
삼천포태양광,3,2024-03-05,96.336,4,17.28,1.692
삼천포태양광,3,2024-03-06,1176.444,49,217.29,5.148
삼천포태양광,3,2024-03-07,1184.076,49,196.3,0.21
삼천포태양광,3,2024-03-08,1946.448,81,281.44,0.828
삼천포태양광,3,2024-03-09,2031.192,85,285.44,0.792
삼천포태양광,3,2024-03-10,1949.436,81,273.06,0.756
삼천포태양광,3,2024-03-11,948.96,40,204.84,1.8
삼천포태양광,3,2024-03-12,1147.068,48,203.25,0.036
삼천포태양광,3,2024-03-13,1916.82,80,270.1,0.07
삼천포태양광,3,2024-03-14,1708.812,71,265.17,0.14
삼천포태양광,3,2024-03-15,1957.212,82,272.44,0.108
삼천포태양광,3,2024-03-16,1744.812,73,266.22,0.18
삼천포태양광,3,2024-03-17,1513.512,63,230.07,0.72
삼천포태양광,3,2024-03-18,1826.928,76,265.57,0.36
삼천포태양광,3,2024-03-19,1099.872,46,226.0,1.512
삼천포태양광,3,2024-03-20,2005.308,84,290.77,0.324
삼천포태양광,3,2024-03-21,2088.936,87,285.62,0.288
삼천포태양광,3,2024-03-22,1133.136,47,207.86,0.216
삼천포태양광,3,2024-03-23,1627.416,68,246.96,0.576
삼천포태양광,3,2024-03-24,174.996,7,29.66,0.108
삼천포태양광,3,2024-03-25,265.068,11,59.58,0.9
삼천포태양광,3,2024-03-26,824.832,34,202.86,0.72
삼천포태양광,3,2024-03-27,1465.56,61,244.11,0.57
삼천포태양광,3,2024-03-28,55.548,2,13.89,0.36
삼천포태양광,3,2024-03-29,1365.876,57,259.56,2.196
삼천포태양광,3,2024-03-30,1130.436,47,167.47,1.98
삼천포태양광,3,2024-03-31,1260.468,53,231.51,2.16
삼천포태양광,3,2024-04-01,1932.444,81,264.49,2.304
삼천포태양광,3,2024-04-02,881.136,37,177.94,1.548
삼천포태양광,3,2024-04-03,101.772,4,20.8,2.556
삼천포태양광,3,2024-04-04,230.76,10,39.27,0.108
삼천포태양광,3,2024-04-05,1544.076,64,248.14,1.152
삼천포태양광,3,2024-04-06,1056.024,44,172.4,3.888
삼천포태양광,3,2024-04-07,1591.236,66,235.51,4.248
삼천포태양광,3,2024-04-08,600.876,25,85.89,0.036
삼천포태양광,3,2024-04-09,822.888,34,150.44,2.7
삼천포태양광,3,2024-04-10,1900.944,79,254.95,5.004
삼천포태양광,3,2024-04-11,633.996,26,137.19,3.384
삼천포태양광,3,2024-04-12,1600.632,67,239.32,2.52
삼천포태양광,3,2024-04-13,1938.204,81,262.33,4.104
삼천포태양광,3,2024-04-14,1555.416,65,220.46,5.292
삼천포태양광,3,2024-04-15,75.996,3,13.86,0.036
삼천포태양광,3,2024-04-16,1608.012,67,250.3,2.268
삼천포태양광,3,2024-04-17,1417.536,59,206.2,5.868
삼천포태양광,3,2024-04-18,1785.6,74,243.68,5.472
삼천포태양광,3,2024-04-19,1756.764,73,244.83,4.968
삼천포태양광,3,2024-04-20,157.428,7,31.21,0.108
삼천포태양광,3,2024-04-21,99.792,4,19.8,0.648
삼천포태양광,3,2024-04-22,421.848,18,60.12,0.252
삼천포태양광,3,2024-04-23,1016.784,42,209.26,2.052
삼천포태양광,3,2024-04-24,1569.816,65,262.11,4.788
삼천포태양광,3,2024-04-25,2009.628,84,263.19,5.184
삼천포태양광,3,2024-04-26,838.08,35,152.49,3.09
삼천포태양광,3,2024-04-27,1891.836,79,249.66,5.4
삼천포태양광,3,2024-04-28,1646.64,69,218.3,0.18
삼천포태양광,3,2024-04-29,181.98,8,33.76,1.332
삼천포태양광,3,2024-04-30,1172.484,49,229.75,0.756
삼천포태양광,3,2024-05-01,584.784,24,111.7,2.88
삼천포태양광,3,2024-05-02,1925.028,80,254.62,0.108
삼천포태양광,3,2024-05-03,1964.988,82,262.54,0.072
삼천포태양광,3,2024-05-04,1841.112,77,244.58,0.072
삼천포태양광,3,2024-05-05,36.72,2,12.24,0.036
삼천포태양광,3,2024-05-06,1094.508,46,209.98,0.07
삼천포태양광,3,2024-05-07,933.048,39,155.23,3.96
삼천포태양광,3,2024-05-08,1450.26,60,244.4,4.75
삼천포태양광,3,2024-05-09,1942.992,81,256.5,0.25
삼천포태양광,3,2024-05-10,1909.836,80,251.17,0.216
삼천포태양광,3,2024-05-11,938.916,39,137.62,0.03
삼천포태양광,3,2024-05-12,1072.476,45,178.63,0.684
삼천포태양광,3,2024-05-13,1957.068,82,251.6,0.252
삼천포태양광,3,2024-05-14,1931.22,80,254.08,0.432
삼천포태양광,3,2024-05-15,1876.284,78,254.12,0.252
삼천포태양광,3,2024-05-16,1969.416,82,259.41,0.43
삼천포태양광,3,2024-05-17,1739.304,72,250.84,0.036
삼천포태양광,3,2024-05-18,1900.116,79,249.8,0.036
삼천포태양광,3,2024-05-19,1897.38,79,243.28,0.504
삼천포태양광,3,2024-05-20,386.748,16,131.11,0.03
삼천포태양광,3,2024-05-21,1823.22,76,240.69,0.03
삼천포태양광,3,2024-05-22,1479.924,62,230.22,0.468
삼천포태양광,3,2024-05-23,1806.768,75,239.72,0.108
삼천포태양광,3,2024-05-24,1803.24,75,237.52,0.216
삼천포태양광,3,2024-05-25,1624.356,68,219.13,0.684
삼천포태양광,3,2024-05-26,776.772,32,161.13,0.684
삼천포태양광,3,2024-05-27,1495.764,62,215.6,1.224
삼천포태양광,3,2024-05-28,1506.168,63,236.73,0.396
삼천포태양광,3,2024-05-29,1890.396,79,242.31,0.36
삼천포태양광,3,2024-05-30,901.404,38,164.84,8.064
삼천포태양광,3,2024-05-31,1806.012,75,242.38,0.108
삼천포태양광,3,2024-06-01,1815.084,76,236.62,0.216
삼천포태양광,3,2024-06-02,1720.26,72,223.74,0.936
삼천포태양광,3,2024-06-03,1508.652,63,237.88,1.656
삼천포태양광,3,2024-06-04,1929.06,80,249.08,0.18
삼천포태양광,3,2024-06-05,1614.924,67,224.96,0.036
삼천포태양광,3,2024-06-06,818.424,34,127.9,2.016
삼천포태양광,3,2024-06-07,1412.388,59,198.39,0.432
삼천포태양광,3,2024-06-08,207.648,9,31.21,4.32
삼천포태양광,3,2024-06-09,1232.388,51,211.68,0.216
삼천포태양광,3,2024-06-10,1632.6,68,238.86,0.108
삼천포태양광,3,2024-06-11,1641.168,68,222.8,0.216
삼천포태양광,3,2024-06-12,1629.504,68,237.6,0.432
삼천포태양광,3,2024-06-13,1715.04,71,220.86,0.144
삼천포태양광,3,2024-06-14,1718.064,72,225.72,0.216
삼천포태양광,3,2024-06-15,1656.756,69,225.32,0.75
삼천포태양광,3,2024-06-16,1595.124,66,228.7,0.18
삼천포태양광,3,2024-06-17,627.012,26,90.5,1.044
삼천포태양광,3,2024-06-18,1771.992,74,229.06,0.252
삼천포태양광,3,2024-06-19,1523.772,63,219.78,0.324
삼천포태양광,3,2024-06-20,265.14,11,52.63,0.03
삼천포태양광,3,2024-06-21,1513.296,63,213.91,0.072
삼천포태양광,3,2024-06-22,109.512,5,19.44,0.144
삼천포태양광,3,2024-06-23,656.928,27,103.86,0.252
삼천포태양광,3,2024-06-24,1000.692,42,182.73,0.036
삼천포태양광,3,2024-06-25,994.644,41,145.98,0.432
삼천포태양광,3,2024-06-26,1496.988,62,203.61,0.576
삼천포태양광,3,2024-06-27,418.14,17,68.25,0.108
삼천포태양광,3,2024-06-28,1788.66,75,235.54,0.288
삼천포태양광,3,2024-06-29,205.92,9,39.67,0.072
삼천포태양광,3,2024-06-30,245.664,10,52.74,0.072
삼천포태양광,3,2024-07-01,1503.576,63,222.8,0.18
삼천포태양광,3,2024-07-02,216.216,9,39.56,0.216
삼천포태양광,3,2024-07-03,1088.028,45,213.4,0.468
삼천포태양광,3,2024-07-04,1621.764,68,221.76,0.144
삼천포태양광,3,2024-07-05,1489.644,62,230.07,0.03
삼천포태양광,3,2024-07-06,1390.824,58,197.38,5.04
삼천포태양광,3,2024-07-07,577.62,24,133.02,3.528
삼천포태양광,3,2024-07-08,286.992,12,60.87,0.972
삼천포태양광,3,2024-07-09,304.596,13,71.13,0.036
삼천포태양광,3,2024-07-10,696.24,29,153.28,0.576
삼천포태양광,3,2024-07-11,358.668,15,70.7,2.664
삼천포태양광,3,2024-07-12,1660.824,69,223.84,0.036
삼천포태양광,3,2024-07-13,826.524,34,137.66,0.108
삼천포태양광,3,2024-07-14,249.336,10,46.29,0.036
삼천포태양광,3,2024-07-15,441.18,18,118.9,0.252
삼천포태양광,3,2024-07-16,25.524,1,9.75,0.756
삼천포태양광,3,2024-07-17,889.596,37,180.93,4.608
삼천포태양광,3,2024-07-18,330.66,14,53.17,2.304
삼천포태양광,3,2024-07-19,594.108,25,161.92,0.144
삼천포태양광,3,2024-07-20,1235.052,51,198.14,0.144
삼천포태양광,3,2024-07-21,1592.676,66,226.15,0.036
삼천포태양광,3,2024-07-22,1417.716,59,233.92,0.288
삼천포태양광,3,2024-07-23,998.82,42,137.08,2.952
삼천포태양광,3,2024-07-24,1057.32,44,194.29,2.124
삼천포태양광,3,2024-07-25,1605.42,67,225.72,0.504
삼천포태양광,3,2024-07-26,918.18,38,186.08,1.116
삼천포태양광,3,2024-07-27,870.444,36,143.85,2.808
삼천포태양광,3,2024-07-28,1606.536,67,217.8,2.196
삼천포태양광,3,2024-07-29,1549.224,65,225.9,2.772
삼천포태양광,3,2024-07-30,1707.336,71,226.22,2.772
삼천포태양광,3,2024-07-31,1702.116,71,227.37,2.7
삼천포태양광,3,2024-08-01,1159.164,48,199.18,6.04
삼천포태양광,3,2024-08-02,1372.284,57,217.8,1.98
삼천포태양광,3,2024-08-03,1595.052,66,220.64,2.52
삼천포태양광,3,2024-08-04,1332.828,56,209.77,0.468
삼천포태양광,3,2024-08-05,1451.772,60,208.98,1.836
삼천포태양광,3,2024-08-06,1535.976,64,218.55,1.62
삼천포태양광,3,2024-08-07,1621.512,68,220.82,2.52
삼천포태양광,3,2024-08-08,1390.644,58,203.25,4.356
삼천포태양광,3,2024-08-09,1622.16,68,213.91,2.772
삼천포태양광,3,2024-08-10,1558.944,65,214.74,3.204
삼천포태양광,3,2024-08-11,1529.352,64,215.78,3.42
삼천포태양광,3,2024-08-12,1622.304,68,223.95,2.412
삼천포태양광,3,2024-08-13,1461.744,61,205.3,3.276
삼천포태양광,3,2024-08-14,1601.676,67,217.76,2.3
삼천포태양광,3,2024-08-15,1347.696,56,185.76,4.32
삼천포태양광,3,2024-08-16,1119.708,47,162.36,4.14
삼천포태양광,3,2024-08-17,1457.82,61,209.7,3.132
삼천포태양광,3,2024-08-18,1331.028,55,208.58,2.232
삼천포태양광,3,2024-08-19,838.98,35,118.62,3.024
삼천포태양광,3,2024-08-20,938.988,39,197.6,0.684
삼천포태양광,3,2024-08-21,861.588,36,225.28,0.108
삼천포태양광,3,2024-08-22,621.504,26,95.0,0.936
삼천포태양광,3,2024-08-23,1605.42,67,221.86,1.62
삼천포태양광,3,2024-08-24,1557.144,65,218.19,1.332
삼천포태양광,3,2024-08-25,1522.512,63,212.11,1.224
삼천포태양광,3,2024-08-26,1479.96,62,228.31,1.008
삼천포태양광,3,2024-08-27,740.376,31,119.01,3.816
삼천포태양광,3,2024-08-28,1172.592,49,176.11,1.764
삼천포태양광,3,2024-08-29,1392.012,58,204.76,0.432
삼천포태양광,3,2024-08-30,1677.564,70,229.78,0.684
삼천포태양광,3,2024-08-31,1729.98,72,234.93,0.504
삼천포태양광,3,2024-09-01,1638.684,68,227.05,0.432
삼천포태양광,3,2024-09-02,1073.16,45,172.36,2.412
삼천포태양광,3,2024-09-03,1000.872,42,186.98,0.216
삼천포태양광,3,2024-09-04,1605.708,67,215.02,0.28
삼천포태양광,3,2024-09-05,1691.064,70,231.48,0.108
삼천포태양광,3,2024-09-06,1023.3,43,225.61,2.844
삼천포태양광,3,2024-09-07,541.548,23,116.82,0.468
삼천포태양광,3,2024-09-08,1396.512,58,187.2,0.108
삼천포태양광,3,2024-09-09,1423.332,59,206.1,2.628
삼천포태양광,3,2024-09-10,1550.304,65,230.14,1.83
삼천포태양광,3,2024-09-11,163.224,7,76.46,9.684
삼천포태양광,3,2024-09-12,1219.284,51,204.55,0.108
삼천포태양광,3,2024-09-13,1472.112,61,221.07,2.08
삼천포태양광,3,2024-09-14,1615.968,67,221.07,1.836
삼천포태양광,3,2024-09-15,1183.32,49,169.09,1.152
삼천포태양광,3,2024-09-16,618.84,26,104.65,1.908
삼천포태양광,3,2024-09-17,1508.76,63,221.97,1.044
삼천포태양광,3,2024-09-18,1624.5,68,223.7,0.684
삼천포태양광,3,2024-09-19,1538.244,64,224.28,0.576
삼천포태양광,3,2024-09-20,65.952,3,18.64,0.36
삼천포태양광,3,2024-09-21,178.416,7,44.42,2.052
삼천포태양광,3,2024-09-22,455.76,19,77.07,0.504
삼천포태양광,3,2024-09-23,1309.896,55,191.91,0.14
삼천포태양광,3,2024-09-24,1275.372,53,211.57,3.2
삼천포태양광,3,2024-09-25,1301.688,54,213.66,1.404
삼천포태양광,3,2024-09-26,1408.716,59,218.88,1.044
삼천포태양광,3,2024-09-27,1471.032,61,227.95,1.908
삼천포태양광,3,2024-09-28,1298.484,54,234.0,0.756
삼천포태양광,3,2024-09-29,1256.976,52,204.66,1.008
삼천포태양광,3,2024-09-30,1678.68,70,233.96,0.396
삼천포태양광,3,2024-10-01,1160.568,48,228.81,1.044
삼천포태양광,3,2024-10-02,1552.464,65,254.52,0.072
삼천포태양광,3,2024-10-03,641.628,27,148.03,0.072
삼천포태양광,3,2024-10-04,1715.508,71,251.74,0.1
삼천포태양광,3,2024-10-05,1527.192,64,252.14,0.324
삼천포태양광,3,2024-10-06,312.588,13,77.18,2.016
삼천포태양광,3,2024-10-07,441.324,18,80.85,0.072
삼천포태양광,3,2024-10-08,1650.456,69,239.5,7.308
삼천포태양광,3,2024-10-09,1209.528,50,217.98,0.324
삼천포태양광,3,2024-10-10,1489.176,62,247.39,3.312
삼천포태양광,3,2024-10-11,1007.424,42,235.26,8.172
삼천포태양광,3,2024-10-12,1656.036,69,240.4,0.36
삼천포태양광,3,2024-10-13,1269.864,53,204.22,0.36
삼천포태양광,3,2024-10-14,278.892,12,62.28,0.252
삼천포태양광,3,2024-10-15,506.988,21,152.28,0.72
삼천포태양광,3,2024-10-16,1173.528,49,206.06,0.72
삼천포태양광,3,2024-10-17,588.492,25,139.14,0.432
삼천포태양광,3,2024-10-18,167.976,7,47.12,2.736
삼천포태양광,3,2024-10-19,1112.58,46,223.34,0.216
삼천포태양광,3,2024-10-20,956.7,40,183.52,0.828
삼천포태양광,3,2024-10-21,544.14,23,115.84,0.072
삼천포태양광,3,2024-10-22,163.584,7,30.24,3.276
삼천포태양광,3,2024-10-23,1697.004,71,252.61,2.844
삼천포태양광,3,2024-10-24,1743.228,73,256.17,2.736
삼천포태양광,3,2024-10-25,979.488,41,235.47,0.036
삼천포태양광,3,2024-10-26,1472.472,61,233.24,0.648
삼천포태양광,3,2024-10-27,312.084,13,55.65,2.592
삼천포태양광,3,2024-10-28,759.348,32,148.86,6.588
삼천포태양광,3,2024-10-29,1010.268,42,166.71,0.07
삼천포태양광,3,2024-10-30,1468.656,61,236.48,0.324
삼천포태양광,3,2024-10-31,138.744,6,57.09,1.368
삼천포태양광,3,2024-11-01,72.72,3,30.63,0.576
삼천포태양광,3,2024-11-02,735.948,31,201.78,0.864
삼천포태양광,3,2024-11-03,1446.228,60,217.8,1.044
삼천포태양광,3,2024-11-04,1060.2,44,176.86,0.72
