site,unit,date,total_kwh,avg_kw,max_hour_kw,min_hour_kw
광양항세방태양광,1,2023-06-24,13509.6,563,1884.0,4.8
광양항세방태양광,1,2023-06-25,4147.2,173,667.2,4.8
광양항세방태양광,1,2023-06-26,2726.4,114,427.2,4.8
광양항세방태양광,1,2023-06-27,12451.2,519,1850.4,2.4
광양항세방태양광,1,2023-06-28,6643.2,277,1077.6,2.4
광양항세방태양광,1,2023-06-29,2592.0,108,544.8,4.8
광양항세방태양광,1,2023-06-30,4020.0,168,1029.6,12.0
광양항세방태양광,1,2023-07-01,6434.4,268,1341.6,9.6
광양항세방태양광,1,2023-07-02,11280.0,470,1836.0,31.2
광양항세방태양광,1,2023-07-03,12153.6,506,1840.8,2.4
광양항세방태양광,1,2023-07-04,1648.8,69,261.6,2.4
광양항세방태양광,1,2023-07-05,13094.4,546,1706.4,33.6
광양항세방태양광,1,2023-07-06,13689.6,570,1790.4,14.4
광양항세방태양광,1,2023-07-07,1080.0,45,254.4,4.8
광양항세방태양광,1,2023-07-08,4509.6,188,832.8,33.6
광양항세방태양광,1,2023-07-09,3156.0,132,508.8,21.6
광양항세방태양광,1,2023-07-10,10204.8,425,1632.0,26.4
광양항세방태양광,1,2023-07-11,2169.6,90,573.6,19.2
광양항세방태양광,1,2023-07-12,3508.8,146,573.6,2.4
광양항세방태양광,1,2023-07-13,3820.8,159,597.6,12.0
광양항세방태양광,1,2023-07-14,2304.0,96,583.2,9.6
광양항세방태양광,1,2023-07-15,5011.2,209,907.2,31.2
광양항세방태양광,1,2023-07-16,3650.4,152,835.2,2.4
광양항세방태양광,1,2023-07-17,7593.6,316,1411.2,7.2
광양항세방태양광,1,2023-07-18,1557.6,65,288.0,2.4
광양항세방태양광,1,2023-07-19,8424.0,351,1212.0,45.6
광양항세방태양광,1,2023-07-20,12038.4,502,1821.6,2.4
광양항세방태양광,1,2023-07-21,13312.8,555,1951.2,24.0
광양항세방태양광,1,2023-07-22,3784.8,158,602.4,2.4
광양항세방태양광,1,2023-07-23,7689.6,320,1466.4,2.4
광양항세방태양광,1,2023-07-24,4812.0,201,770.4,7.2
광양항세방태양광,1,2023-07-25,9405.6,392,1624.8,2.4
광양항세방태양광,1,2023-07-26,9763.2,407,1636.8,4.8
광양항세방태양광,1,2023-07-27,14901.6,621,1920.0,4.8
광양항세방태양광,1,2023-07-28,9662.4,403,1224.0,4.8
광양항세방태양광,1,2023-07-29,15280.8,637,1924.8,2.4
광양항세방태양광,1,2023-07-30,13953.6,581,1800.0,2.4
광양항세방태양광,1,2023-07-31,14510.4,605,1862.4,14.4
광양항세방태양광,1,2023-08-01,10176.0,424,1656.0,7.2
광양항세방태양광,1,2023-08-02,14834.4,618,1862.4,24.0
광양항세방태양광,1,2023-08-03,14390.4,600,1879.2,2.4
광양항세방태양광,1,2023-08-04,12921.6,538,1843.2,4.8
광양항세방태양광,1,2023-08-05,14424.0,601,1852.8,4.8
광양항세방태양광,1,2023-08-06,11964.0,499,1864.8,64.8
광양항세방태양광,1,2023-08-07,11964.0,499,1735.2,12.0
광양항세방태양광,1,2023-08-08,13104.0,546,1752.0,62.4
광양항세방태양광,1,2023-08-09,2001.6,83,235.2,2.4
광양항세방태양광,1,2023-08-10,4641.6,193,1149.6,2.4
광양항세방태양광,1,2023-08-11,15309.6,638,1999.2,64.8
광양항세방태양광,1,2023-08-12,13912.8,580,1929.6,4.8
광양항세방태양광,1,2023-08-13,11976.0,499,1687.2,4.8
광양항세방태양광,1,2023-08-14,12585.6,524,1797.6,72.0
광양항세방태양광,1,2023-08-15,12328.8,514,1903.2,2.4
광양항세방태양광,1,2023-08-16,11320.8,472,1579.2,84.0
광양항세방태양광,1,2023-08-17,10965.6,457,1764.0,28.8
광양항세방태양광,1,2023-08-18,7502.4,313,1053.6,48.0
광양항세방태양광,1,2023-08-19,11186.4,466,2004.0,4.8
광양항세방태양광,1,2023-08-20,13840.8,577,1792.8,28.8
광양항세방태양광,1,2023-08-21,11851.2,494,1567.2,38.4
광양항세방태양광,1,2023-08-22,10077.6,420,1831.2,57.6
광양항세방태양광,1,2023-08-23,7279.2,303,1312.8,52.8
광양항세방태양광,1,2023-08-24,3223.2,134,693.6,2.4
광양항세방태양광,1,2023-08-25,11635.2,485,1831.2,19.2
광양항세방태양광,1,2023-08-26,13845.6,577,1922.4,45.6
광양항세방태양광,1,2023-08-27,11474.4,478,1836.0,28.8
광양항세방태양광,1,2023-08-28,5124.0,214,806.4,50.4
광양항세방태양광,1,2023-08-29,6928.8,289,1159.2,4.8
광양항세방태양광,1,2023-08-30,3820.8,159,640.8,19.2
광양항세방태양광,1,2023-08-31,11397.6,475,1944.0,33.6
광양항세방태양광,1,2023-09-01,10423.2,434,1668.0,19.2
광양항세방태양광,1,2023-09-02,6093.6,254,998.4,21.6
광양항세방태양광,1,2023-09-03,10864.8,453,1982.4,12.0
광양항세방태양광,1,2023-09-04,11774.4,491,1692.0,2.4
광양항세방태양광,1,2023-09-05,12057.6,502,1833.6,7.2
광양항세방태양광,1,2023-09-06,11908.8,496,1833.6,19.2
광양항세방태양광,1,2023-09-07,14236.8,593,1975.2,28.8
광양항세방태양광,1,2023-09-08,14028.0,585,1970.4,31.2
광양항세방태양광,1,2023-09-09,13104.0,546,1860.0,26.4
광양항세방태양광,1,2023-09-10,12480.0,520,1857.6,7.2
광양항세방태양광,1,2023-09-11,10514.4,438,1730.4,9.6
광양항세방태양광,1,2023-09-12,9412.8,392,1380.0,12.0
광양항세방태양광,1,2023-09-13,4144.8,173,585.6,2.4
광양항세방태양광,1,2023-09-14,2428.8,101,446.4,21.6
광양항세방태양광,1,2023-09-15,5536.8,231,897.6,4.8
광양항세방태양광,1,2023-09-16,1538.4,64,381.6,14.4
광양항세방태양광,1,2023-09-17,7994.4,333,1183.2,12.0
광양항세방태양광,1,2023-09-18,13459.2,561,1862.4,9.6
광양항세방태양광,1,2023-09-19,10545.6,439,1516.8,21.6
광양항세방태양광,1,2023-09-20,1322.4,55,297.6,9.6
광양항세방태양광,1,2023-09-21,2923.2,122,609.6,2.4
광양항세방태양광,1,2023-09-22,11236.8,468,1857.6,2.4
광양항세방태양광,1,2023-09-23,9252.0,386,1452.0,21.6
광양항세방태양광,1,2023-09-24,13276.8,553,1958.4,7.2
광양항세방태양광,1,2023-09-25,6444.0,269,912.0,4.8
광양항세방태양광,1,2023-09-26,5719.2,238,1281.6,88.8
광양항세방태양광,1,2023-09-27,7010.4,292,1629.6,7.2
광양항세방태양광,1,2023-09-28,0.0,0,0.0,0.0
광양항세방태양광,1,2023-09-29,0.0,0,0.0,0.0
광양항세방태양광,1,2023-09-30,0.0,0,0.0,0.0
광양항세방태양광,1,2023-10-01,0.0,0,0.0,0.0
광양항세방태양광,1,2023-10-02,0.0,0,0.0,0.0
광양항세방태양광,1,2023-10-03,0.0,0,0.0,0.0
광양항세방태양광,1,2023-10-04,8037.6,335,1720.8,2.4
광양항세방태양광,1,2023-10-05,12751.2,531,1932.0,4.8
광양항세방태양광,1,2023-10-06,6264.0,261,1281.6,151.2
광양항세방태양광,1,2023-10-07,0.0,0,0.0,0.0
광양항세방태양광,1,2023-10-08,0.0,0,0.0,0.0
광양항세방태양광,1,2023-10-09,0.0,0,0.0,0.0
광양항세방태양광,1,2023-10-10,6768.0,282,1730.4,105.6
광양항세방태양광,1,2023-10-11,12038.4,502,1828.8,2.4
광양항세방태양광,1,2023-10-12,11757.6,490,1824.0,4.8
광양항세방태양광,1,2023-10-13,8611.2,359,1332.0,2.4
광양항세방태양광,1,2023-10-14,10024.8,418,1756.8,2.4
광양항세방태양광,1,2023-10-15,9852.0,411,1516.8,2.4
광양항세방태양광,1,2023-10-16,11688.0,487,1809.6,2.4
광양항세방태양광,1,2023-10-17,11625.6,484,1773.6,2.4
광양항세방태양광,1,2023-10-18,11097.6,462,1708.8,74.4
광양항세방태양광,1,2023-10-19,8673.6,361,1519.2,36.0
광양항세방태양광,1,2023-10-20,10257.6,427,1730.4,16.8
광양항세방태양광,1,2023-10-21,8404.8,350,1723.2,79.2
광양항세방태양광,1,2023-10-22,8620.8,359,1478.4,2.4
광양항세방태양광,1,2023-10-23,9919.2,413,1598.4,55.2
광양항세방태양광,1,2023-10-24,8707.2,363,1346.4,48.0
광양항세방태양광,1,2023-10-25,9952.8,415,1600.8,40.8
광양항세방태양광,1,2023-10-26,9168.0,382,1514.4,2.4
광양항세방태양광,1,2023-10-27,9974.4,416,1615.2,40.8
광양항세방태양광,1,2023-10-28,9417.6,392,1512.0,31.2
광양항세방태양광,1,2023-10-29,8788.8,366,1461.6,36.0
광양항세방태양광,1,2023-10-30,9002.4,375,1492.8,26.4
광양항세방태양광,1,2023-10-31,8666.4,361,1440.0,26.4
광양항세방태양광,1,2023-11-01,8457.6,352,1408.8,21.6
광양항세방태양광,1,2023-11-02,8932.8,372,1488.0,24.0
광양항세방태양광,1,2023-11-03,8407.2,350,1430.4,21.6
광양항세방태양광,1,2023-11-04,4881.6,203,962.4,69.6
광양항세방태양광,1,2023-11-05,4754.4,198,974.4,33.6
광양항세방태양광,1,2023-11-06,4156.8,173,1185.6,2.4
광양항세방태양광,1,2023-11-07,8870.4,370,1632.0,24.0
광양항세방태양광,1,2023-11-08,9722.4,405,1603.2,14.4
광양항세방태양광,1,2023-11-09,6201.6,258,1267.2,7.2
광양항세방태양광,1,2023-11-10,7867.2,328,1444.8,7.2
광양항세방태양광,1,2023-11-11,7629.6,318,1228.8,16.8
광양항세방태양광,1,2023-11-12,9626.4,401,1687.2,9.6
광양항세방태양광,1,2023-11-13,10032.0,418,1687.2,14.4
광양항세방태양광,1,2023-11-14,9004.8,375,1516.8,2.4
광양항세방태양광,1,2023-11-15,8760.0,365,1497.6,7.2
광양항세방태양광,1,2023-11-16,1716.0,72,556.8,2.4
광양항세방태양광,1,2023-11-17,6967.2,290,1377.6,2.4
광양항세방태양광,1,2023-11-18,7334.4,306,1418.4,4.8
광양항세방태양광,1,2023-11-19,8436.0,352,1492.8,2.4
광양항세방태양광,1,2023-11-20,8637.6,360,1466.4,14.4
광양항세방태양광,1,2023-11-21,8445.6,352,1425.6,7.2
광양항세방태양광,1,2023-11-22,8169.6,340,1384.8,4.8
광양항세방태양광,1,2023-11-23,6345.6,264,1111.2,2.4
광양항세방태양광,1,2023-11-24,8834.4,368,1564.8,2.4
광양항세방태양광,1,2023-11-25,8553.6,356,1504.8,9.6
광양항세방태양광,1,2023-11-26,4569.6,190,832.8,2.4
광양항세방태양광,1,2023-11-27,3242.4,135,861.6,2.4
광양항세방태양광,1,2023-11-28,5858.4,244,1099.2,2.4
광양항세방태양광,1,2023-11-29,4473.6,186,895.2,14.4
광양항세방태양광,1,2023-11-30,8018.4,334,1521.6,2.4
광양항세방태양광,1,2023-12-01,8316.0,347,1449.6,4.8
광양항세방태양광,1,2023-12-02,5532.0,231,1269.6,16.8
광양항세방태양광,1,2023-12-03,8167.2,340,1456.8,2.4
광양항세방태양광,1,2023-12-04,7572.0,316,1298.4,14.4
광양항세방태양광,1,2023-12-05,7252.8,302,1202.4,2.4
광양항세방태양광,1,2023-12-06,5025.6,209,1164.0,7.2
광양항세방태양광,1,2023-12-07,7624.8,318,1368.0,4.8
광양항세방태양광,1,2023-12-08,7077.6,295,1274.4,2.4
광양항세방태양광,1,2023-12-09,5870.4,245,1106.4,2.4
광양항세방태양광,1,2023-12-10,6043.2,252,1072.8,4.8
광양항세방태양광,1,2023-12-11,489.6,20,153.6,14.4
광양항세방태양광,1,2023-12-12,1720.8,72,309.6,2.4
광양항세방태양광,1,2023-12-13,7228.8,301,1351.2,2.4
광양항세방태양광,1,2023-12-14,708.0,30,146.4,2.4
광양항세방태양광,1,2023-12-15,799.2,33,240.0,2.4
광양항세방태양광,1,2023-12-16,868.8,36,278.4,2.4
광양항세방태양광,1,2023-12-17,7101.6,296,1423.2,4.8
광양항세방태양광,1,2023-12-18,6331.2,264,1185.6,4.8
광양항세방태양광,1,2023-12-19,6062.4,253,1092.0,4.8
광양항세방태양광,1,2023-12-20,5109.6,213,1036.8,96.0
광양항세방태양광,1,2023-12-21,5863.2,244,1046.4,2.4
광양항세방태양광,1,2023-12-22,5920.8,247,1080.0,2.4
광양항세방태양광,1,2023-12-23,5018.4,209,921.6,2.4
광양항세방태양광,1,2023-12-24,4855.2,202,919.2,24.0
광양항세방태양광,1,2023-12-25,4351.2,181,708.0,2.4
광양항세방태양광,1,2023-12-26,5006.4,209,936.0,2.4
광양항세방태양광,1,2023-12-27,6969.6,290,1267.2,2.4
광양항세방태양광,1,2023-12-28,6388.8,266,1171.2,2.4
광양항세방태양광,1,2023-12-29,7010.4,292,1257.6,24.0
광양항세방태양광,1,2023-12-30,3938.4,164,914.4,19.2
광양항세방태양광,1,2023-12-31,3280.8,137,854.4,2.4
광양항세방태양광,1,2024-01-01,5870.4,245,1118.4,16.8
광양항세방태양광,1,2024-01-02,6547.2,273,1243.2,2.4
광양항세방태양광,1,2024-01-03,6568.8,274,1260.0,12.0
광양항세방태양광,1,2024-01-04,7706.4,321,1372.8,2.4
광양항세방태양광,1,2024-01-05,6530.4,272,1255.2,7.2
광양항세방태양광,1,2024-01-06,7082.4,295,1334.4,2.4
광양항세방태양광,1,2024-01-07,7320.0,305,1351.2,24.0
광양항세방태양광,1,2024-01-08,7953.6,331,1392.0,19.2
광양항세방태양광,1,2024-01-09,2071.2,86,388.8,2.4
광양항세방태양광,1,2024-01-10,4992.0,208,1132.8,21.6
광양항세방태양광,1,2024-01-11,8265.6,344,1437.6,2.4
광양항세방태양광,1,2024-01-12,7624.8,318,1329.6,2.4
광양항세방태양광,1,2024-01-13,7603.2,317,1310.4,43.2
광양항세방태양광,1,2024-01-14,6979.2,291,1156.8,4.8
광양항세방태양광,1,2024-01-15,8126.4,339,1380.0,2.4
광양항세방태양광,1,2024-01-16,7634.4,318,1356.0,2.4
광양항세방태양광,1,2024-01-17,2126.4,89,460.8,12.0
광양항세방태양광,1,2024-01-18,1372.8,57,408.0,4.8
광양항세방태양광,1,2024-01-19,2047.2,85,355.2,4.8
광양항세방태양광,1,2024-01-20,1082.4,45,247.2,2.4
광양항세방태양광,1,2024-01-21,4236.0,177,1149.6,2.4
광양항세방태양광,1,2024-01-22,7329.6,305,1380.0,2.4
광양항세방태양광,1,2024-01-23,8630.4,360,1730.4,4.8
광양항세방태양광,1,2024-01-24,9252.0,386,1704.0,2.4
광양항세방태양광,1,2024-01-25,9984.0,416,1713.6,2.4
광양항세방태양광,1,2024-01-26,9052.8,377,1552.8,2.4
광양항세방태양광,1,2024-01-27,9002.4,375,1572.0,2.4
광양항세방태양광,1,2024-01-28,4092.0,171,1070.4,4.8
광양항세방태양광,1,2024-01-29,8128.8,339,1612.8,69.6
광양항세방태양광,1,2024-01-30,7516.8,313,1485.6,2.4
광양항세방태양광,1,2024-01-31,7826.4,326,1512.0,74.4
광양항세방태양광,1,2024-02-01,2138.4,89,412.8,7.2
광양항세방태양광,1,2024-02-02,5664.0,236,1238.4,38.4
광양항세방태양광,1,2024-02-03,2973.6,124,532.8,2.4
광양항세방태양광,1,2024-02-04,4881.6,203,1303.2,4.8
광양항세방태양광,1,2024-02-05,2004.0,84,379.2,14.4
광양항세방태양광,1,2024-02-06,2959.2,123,674.4,4.8
광양항세방태양광,1,2024-02-07,10380.0,433,1701.6,14.4
광양항세방태양광,1,2024-02-08,9350.4,390,1512.0,14.4
광양항세방태양광,1,2024-02-09,10310.4,430,1764.0,19.2
광양항세방태양광,1,2024-02-10,9088.8,379,1634.4,16.8
광양항세방태양광,1,2024-02-11,9084.0,379,1624.8,16.8
광양항세방태양광,1,2024-02-12,10502.4,438,1749.6,19.2
광양항세방태양광,1,2024-02-13,9386.4,391,1646.4,16.8
광양항세방태양광,1,2024-02-14,3794.4,158,902.4,9.6
광양항세방태양광,1,2024-02-15,8174.4,341,1471.2,12.0
광양항세방태양광,1,2024-02-16,11824.8,493,1903.2,28.8
광양항세방태양광,1,2024-02-17,11280.0,470,1809.6,2.4
광양항세방태양광,1,2024-02-18,1420.8,59,367.2,2.4
광양항세방태양광,1,2024-02-19,3974.4,166,698.4,2.4
광양항세방태양광,1,2024-02-20,525.6,22,117.6,4.8
광양항세방태양광,1,2024-02-21,1629.6,68,328.8,9.6
광양항세방태양광,1,2024-02-22,2380.8,99,597.6,2.4
광양항세방태양광,1,2024-02-23,4876.8,203,1010.4,4.8
광양항세방태양광,1,2024-02-24,6688.8,279,1540.8,28.8
광양항세방태양광,1,2024-02-25,4588.8,191,883.2,2.4
광양항세방태양광,1,2024-02-26,11846.4,494,1927.2,62.4
광양항세방태양광,1,2024-02-27,12064.8,503,1802.4,12.0
광양항세방태양광,1,2024-02-28,12276.0,512,1843.2,12.0
광양항세방태양광,1,2024-02-29,2018.4,84,369.6,2.4
광양항세방태양광,1,2024-03-01,13876.8,578,2085.6,16.8
광양항세방태양광,1,2024-03-02,13137.6,547,1980.0,19.2
광양항세방태양광,1,2024-03-03,5169.6,215,1384.8,69.6
광양항세방태양광,1,2024-03-04,3312.0,138,552.0,19.2
광양항세방태양광,1,2024-03-05,1629.6,68,316.8,19.2
광양항세방태양광,1,2024-03-06,8133.6,339,1910.4,40.8
광양항세방태양광,1,2024-03-07,3830.4,160,585.6,7.2
광양항세방태양광,1,2024-03-08,3441.6,143,532.8,28.8
광양항세방태양광,1,2024-03-09,3441.6,143,544.8,24.0
광양항세방태양광,1,2024-03-10,7339.2,306,1812.0,26.4
광양항세방태양광,1,2024-03-11,6213.6,259,1024.8,36.0
광양항세방태양광,1,2024-03-12,8308.8,346,1456.8,12.0
광양항세방태양광,1,2024-03-13,12988.8,541,1951.2,2.4
광양항세방태양광,1,2024-03-14,12532.8,522,1867.2,2.4
광양항세방태양광,1,2024-03-15,13528.8,564,1953.6,36.0
광양항세방태양광,1,2024-03-16,12492.0,521,1900.8,2.4
광양항세방태양광,1,2024-03-17,11834.4,493,1843.2,40.8
광양항세방태양광,1,2024-03-18,12823.2,534,1886.4,4.8
광양항세방태양광,1,2024-03-19,9232.8,385,1768.8,36.0
광양항세방태양광,1,2024-03-20,14320.8,597,1987.2,2.4
광양항세방태양광,1,2024-03-21,14320.8,597,2049.6,4.8
광양항세방태양광,1,2024-03-22,7473.6,311,1353.6,2.4
광양항세방태양광,1,2024-03-23,11431.2,476,1711.2,2.4
광양항세방태양광,1,2024-03-24,1545.6,64,223.2,4.8
광양항세방태양광,1,2024-03-25,2356.8,98,477.6,16.8
광양항세방태양광,1,2024-03-26,8491.2,354,1716.0,4.8
광양항세방태양광,1,2024-03-27,10620.0,443,1857.6,4.8
광양항세방태양광,1,2024-03-28,451.2,19,84.0,9.6
광양항세방태양광,1,2024-03-29,9480.0,395,1718.4,14.4
광양항세방태양광,1,2024-03-30,7639.2,318,1384.8,16.8
광양항세방태양광,1,2024-03-31,9712.8,405,1612.8,14.4
광양항세방태양광,1,2024-04-01,13101.6,546,1850.4,12.0
광양항세방태양광,1,2024-04-02,7812.0,326,1536.0,12.0
광양항세방태양광,1,2024-04-03,1248.0,52,211.2,7.2
광양항세방태양광,1,2024-04-04,1663.2,69,328.8,2.4
광양항세방태양광,1,2024-04-05,12177.6,507,1672.8,4.8
광양항세방태양광,1,2024-04-06,7908.0,330,1099.2,38.4
광양항세방태양광,1,2024-04-07,6748.8,281,1502.4,26.4
광양항세방태양광,1,2024-04-08,4531.2,189,688.8,4.8
광양항세방태양광,1,2024-04-09,8488.8,354,1708.8,19.2
광양항세방태양광,1,2024-04-10,13164.0,549,1771.2,21.6
광양항세방태양광,1,2024-04-11,5085.6,212,734.4,36.0
광양항세방태양광,1,2024-04-12,12256.8,511,1848.0,50.4
광양항세방태양광,1,2024-04-13,13207.2,550,1778.4,24.0
광양항세방태양광,1,2024-04-14,8397.6,350,1533.6,36.0
광양항세방태양광,1,2024-04-15,988.8,41,206.4,2.4
광양항세방태양광,1,2024-04-16,13250.4,552,1915.2,52.8
광양항세방태양광,1,2024-04-17,11479.2,478,1579.2,52.8
광양항세방태양광,1,2024-04-18,13627.2,568,1778.4,67.2
광양항세방태양광,1,2024-04-19,13735.2,572,1831.2,74.4
광양항세방태양광,1,2024-04-20,1356.0,57,285.6,2.4
광양항세방태양광,1,2024-04-21,2001.6,83,408.0,12.0
광양항세방태양광,1,2024-04-22,6321.6,263,988.8,4.8
광양항세방태양광,1,2024-04-23,8959.2,373,1473.6,4.8
광양항세방태양광,1,2024-04-24,12808.8,534,2208.0,50.4
광양항세방태양광,1,2024-04-25,16716.0,697,2119.2,72.0
광양항세방태양광,1,2024-04-26,9499.2,396,1540.8,40.8
광양항세방태양광,1,2024-04-27,15626.4,651,1972.8,2.4
광양항세방태양광,1,2024-04-28,14174.4,591,1896.0,122.4
광양항세방태양광,1,2024-04-29,2263.2,94,429.6,2.4
광양항세방태양광,1,2024-04-30,8529.6,355,1552.8,9.6
광양항세방태양광,1,2024-05-01,6607.2,275,1248.0,7.2
광양항세방태양광,1,2024-05-02,16257.6,677,2100.0,2.4
광양항세방태양광,1,2024-05-03,16742.4,698,2102.4,2.4
광양항세방태양광,1,2024-05-04,15002.4,625,2059.2,79.2
광양항세방태양광,1,2024-05-05,295.2,12,60.0,4.8
광양항세방태양광,1,2024-05-06,10521.6,438,1543.2,2.4
광양항세방태양광,1,2024-05-07,7262.4,303,1413.6,31.2
광양항세방태양광,1,2024-05-08,13195.2,550,2198.4,62.4
광양항세방태양광,1,2024-05-09,17215.2,717,2116.8,2.4
광양항세방태양광,1,2024-05-10,17474.4,728,2145.6,2.4
광양항세방태양광,1,2024-05-11,10466.4,436,1824.0,31.2
광양항세방태양광,1,2024-05-12,12266.4,511,1651.2,4.8
광양항세방태양광,1,2024-05-13,16802.4,700,2104.8,4.8
광양항세방태양광,1,2024-05-14,17510.4,730,2160.0,7.2
광양항세방태양광,1,2024-05-15,16617.6,692,2220.0,2.4
광양항세방태양광,1,2024-05-16,18290.4,762,2265.6,4.8
광양항세방태양광,1,2024-05-17,17004.0,709,2126.4,4.8
광양항세방태양광,1,2024-05-18,17359.2,723,2124.0,4.8
광양항세방태양광,1,2024-05-19,9420.0,393,1704.0,4.8
광양항세방태양광,1,2024-05-20,16968.0,707,2097.6,7.2
광양항세방태양광,1,2024-05-21,16519.2,688,2049.6,7.2
광양항세방태양광,1,2024-05-22,14368.8,599,1977.6,9.6
광양항세방태양광,1,2024-05-23,16466.4,686,1996.8,7.2
광양항세방태양광,1,2024-05-24,16428.0,685,2018.4,9.6
광양항세방태양광,1,2024-05-25,15936.0,664,1970.4,7.2
광양항세방태양광,1,2024-05-26,6204.0,259,1408.8,2.4
광양항세방태양광,1,2024-05-27,14433.6,601,2059.2,4.8
광양항세방태양광,1,2024-05-28,13377.6,557,1876.8,2.4
광양항세방태양광,1,2024-05-29,17469.6,728,2080.8,9.6
광양항세방태양광,1,2024-05-30,9736.8,406,1636.8,12.0
광양항세방태양광,1,2024-05-31,17383.2,724,2083.2,2.4
광양항세방태양광,1,2024-06-01,17750.4,740,2162.4,14.4
광양항세방태양광,1,2024-06-02,15904.8,663,1903.2,21.6
광양항세방태양광,1,2024-06-03,13694.4,571,2004.0,12.0
광양항세방태양광,1,2024-06-04,16315.2,680,1920.0,7.2
광양항세방태양광,1,2024-06-05,14748.0,615,1900.8,7.2
광양항세방태양광,1,2024-06-06,8892.0,371,1514.4,2.4
광양항세방태양광,1,2024-06-07,12669.6,528,1663.2,9.6
광양항세방태양광,1,2024-06-08,1356.0,57,232.8,7.2
광양항세방태양광,1,2024-06-09,13166.4,549,1718.4,12.0
광양항세방태양광,1,2024-06-10,16636.8,693,2040.0,12.0
광양항세방태양광,1,2024-06-11,15888.0,662,2044.8,16.8
광양항세방태양광,1,2024-06-12,16406.4,684,2025.6,7.2
광양항세방태양광,1,2024-06-13,16444.8,685,1958.4,12.0
광양항세방태양광,1,2024-06-14,16118.4,672,1960.8,9.6
광양항세방태양광,1,2024-06-15,15204.0,634,1992.0,7.2
광양항세방태양광,1,2024-06-16,15458.4,644,2011.2,14.4
광양항세방태양광,1,2024-06-17,6988.8,291,943.2,12.0
광양항세방태양광,1,2024-06-18,16567.2,690,1982.4,4.8
광양항세방태양광,1,2024-06-19,14680.8,612,1941.6,7.2
광양항세방태양광,1,2024-06-20,2419.2,101,362.4,2.4
광양항세방태양광,1,2024-06-21,14762.4,615,2090.4,19.2
광양항세방태양광,1,2024-06-22,1120.8,47,396.0,2.4
광양항세방태양광,1,2024-06-23,6612.0,276,1029.6,69.6
광양항세방태양광,1,2024-06-24,9777.6,407,1521.6,2.4
광양항세방태양광,1,2024-06-25,12981.6,541,1720.8,14.4
광양항세방태양광,1,2024-06-26,15405.6,642,1814.4,14.4
광양항세방태양광,1,2024-06-27,4248.0,177,681.6,2.4
광양항세방태양광,1,2024-06-28,16953.6,706,2018.4,19.2
광양항세방태양광,1,2024-06-29,1872.0,78,434.4,7.2
광양항세방태양광,1,2024-06-30,3439.2,143,794.4,2.4
광양항세방태양광,1,2024-07-01,14983.2,624,2040.0,4.8
광양항세방태양광,1,2024-07-02,7840.8,327,1425.6,7.2
광양항세방태양광,1,2024-07-03,13437.6,560,2080.8,14.4
광양항세방태양광,1,2024-07-04,16536.0,689,1953.6,7.2
광양항세방태양광,1,2024-07-05,15405.6,642,2061.6,9.6
광양항세방태양광,1,2024-07-06,10243.2,427,1756.8,4.8
광양항세방태양광,1,2024-07-07,6540.0,273,1312.8,2.4
광양항세방태양광,1,2024-07-08,2834.4,118,636.0,16.8
광양항세방태양광,1,2024-07-09,4744.8,198,842.4,4.8
광양항세방태양광,1,2024-07-10,10656.0,444,2025.6,2.4
광양항세방태양광,1,2024-07-11,5469.6,228,1120.8,4.8
광양항세방태양광,1,2024-07-12,14980.8,624,1980.0,4.8
광양항세방태양광,1,2024-07-13,8752.8,365,1219.2,2.4
광양항세방태양광,1,2024-07-14,2246.4,94,463.2,45.6
광양항세방태양광,1,2024-07-15,3151.2,131,554.4,2.4
광양항세방태양광,1,2024-07-16,648.0,27,177.6,7.2
광양항세방태양광,1,2024-07-17,9374.4,391,1562.4,4.8
광양항세방태양광,1,2024-07-18,4670.4,195,645.6,2.4
광양항세방태양광,1,2024-07-19,6482.4,270,1521.6,12.0
광양항세방태양광,1,2024-07-20,10646.4,444,1881.6,12.0
광양항세방태양광,1,2024-07-21,15544.8,648,2025.6,26.4
광양항세방태양광,1,2024-07-22,13305.6,554,1975.2,2.4
광양항세방태양광,1,2024-07-23,9470.4,395,1418.4,2.4
광양항세방태양광,1,2024-07-24,11541.6,481,1766.4,43.2
광양항세방태양광,1,2024-07-25,13392.0,558,1778.4,19.2
광양항세방태양광,1,2024-07-26,6144.0,256,1034.4,2.4
광양항세방태양광,1,2024-07-27,9943.2,414,1360.8,26.4
광양항세방태양광,1,2024-07-28,15096.0,629,2030.4,19.2
광양항세방태양광,1,2024-07-29,13420.8,559,1665.6,12.0
광양항세방태양광,1,2024-07-30,15823.2,659,1989.6,2.4
광양항세방태양광,1,2024-07-31,15314.4,638,1896.0,2.4
광양항세방태양광,1,2024-08-01,11546.4,481,1660.8,9.6
광양항세방태양광,1,2024-08-02,12876.0,537,1735.2,2.4
광양항세방태양광,1,2024-08-03,14503.2,604,1797.6,9.6
광양항세방태양광,1,2024-08-04,12009.6,500,1886.4,9.6
광양항세방태양광,1,2024-08-05,11625.6,484,1850.4,4.8
광양항세방태양광,1,2024-08-06,12698.4,529,1788.0,33.6
광양항세방태양광,1,2024-08-07,13641.6,568,1910.4,14.4
광양항세방태양광,1,2024-08-08,12952.8,540,1785.6,4.8
광양항세방태양광,1,2024-08-09,13764.0,574,1908.0,50.4
광양항세방태양광,1,2024-08-10,13543.2,564,1790.4,72.0
