사업소| 호기| 일자| 유연탄| 무연탄| 계(석탄)| 유류| LNG| 고형연료| 우드펠릿
분당연료전지| 소계| 202309| 0| 0| 0| 0| 1094| 0| 0
분당화력| 소계| 202309| 0| 0| 0| 0| 28598| 0| 0
삼천포| 소계| 202309| 312604| 0| 312604| 318| 0| 1841| 0
안산연료전지| 소계| 202309| 0| 0| 0| 0| 205| 0| 0
여수| 소계| 202309| 142498| 0| 142498| 1080| 0| 0| 0
여수연료전지| 소계| 202309| 0| 0| 0| 0| 1018| 0| 0
영동| 소계| 202309| 0| 0| 0| 48| 0| 0| 90528
영흥| 소계| 202309| 550341| 0| 550341| 1042| 0| 0| 0
