사업소| 호기| 일자| 유연탄| 무연탄| 계(석탄)| 유류| LNG| 고형연료| 우드펠릿
분당연료전지| 소계| 202304| 0| 0| 0| 0| 2522| 0| 0
분당화력| 소계| 202304| 0| 0| 0| 0| 15430| 0| 0
삼천포| 소계| 202304| 404201| 0| 404201| 1683| 0| 3187| 0
안산연료전지| 소계| 202304| 0| 0| 0| 0| 198| 0| 0
여수| 소계| 202304| 106232| 0| 106232| 602| 0| 0| 0
여수연료전지| 소계| 202304| 0| 0| 0| 0| 644| 0| 0
영동| 소계| 202304| 0| 0| 0| 213| 0| 0| 95460
영흥| 소계| 202304| 672243| 0| 672243| 22| 0| 0| 0
