사업소| 호기| 일자| 유연탄| 무연탄| 계(석탄)| 유류| LNG| 고형연료| 우드펠릿
분당연료전지| 소계| 202302| 0| 0| 0| 0| 3664| 0| 0
분당화력| 소계| 202302| 0| 0| 0| 0| 65957| 0| 0
삼천포| 소계| 202302| 402569| 0| 402569| 607| 0| 2996| 0
안산연료전지| 소계| 202302| 0| 0| 0| 0| 265| 0| 0
여수| 소계| 202302| 156475| 0| 156475| 757| 0| 0| 0
여수연료전지| 소계| 202302| 0| 0| 0| 0| 1206| 0| 0
영동| 소계| 202302| 0| 0| 0| 220| 0| 0| 58701
영흥| 소계| 202302| 631985| 0| 631985| 2220| 0| 0| 0
