사업소| 호기| 일자| 유연탄| 무연탄| 계(석탄)| 유류| LNG| 고형연료| 우드펠릿
분당연료전지| 소계| 202310| 0| 0| 0| 0| 1137| 0| 0
분당화력| 소계| 202310| 0| 0| 0| 0| 11084| 0| 0
삼천포| 소계| 202310| 249088| 0| 249088| 849| 0| 2107| 0
안산연료전지| 소계| 202310| 0| 0| 0| 0| 210| 0| 0
여수| 소계| 202310| 124347| 0| 124347| 551| 0| 0| 0
여수연료전지| 소계| 202310| 0| 0| 0| 0| 781| 0| 0
영동| 소계| 202310| 0| 0| 0| 37| 0| 0| 23353
영흥| 소계| 202310| 625200| 0| 625200| 270| 0| 0| 0
