사업소| 호기| 일자| 유연탄| 무연탄| 계(석탄)| 유류| LNG| 고형연료| 우드펠릿
분당연료전지| 소계| 202303| 0| 0| 0| 0| 4110| 0| 0
분당화력| 소계| 202303| 0| 0| 0| 0| 40686| 0| 0
삼천포| 소계| 202303| 359027| 0| 359027| 1381| 0| 588| 0
안산연료전지| 소계| 202303| 0| 0| 0| 0| 307| 0| 0
여수| 소계| 202303| 116408| 0| 116408| 0| 0| 0| 0
여수연료전지| 소계| 202303| 0| 0| 0| 0| 1376| 0| 0
영동| 소계| 202303| 0| 0| 0| 21| 0| 0| 107272
영흥| 소계| 202303| 590011| 0| 590011| 383| 0| 0| 0
