사업소| 호기| 일자| 유연탄| 무연탄| 계(석탄)| 유류| LNG| 고형연료| 우드펠릿
분당연료전지| 소계| 202410| 0| 0| 0| 0| 3202| 0| 0
분당화력| 소계| 202410| 0| 0| 0| 0| 12331| 0| 0
삼천포| 소계| 202410| 274927| 0| 274927| 1190| 0| 2570| 0
안산연료전지| 소계| 202410| 0| 0| 0| 0| 282| 0| 0
여수| 소계| 202410| 123545| 0| 123545| 249| 0| 0| 0
여수연료전지| 소계| 202410| 0| 0| 0| 0| 1272| 0| 0
영동| 소계| 202410| 0| 0| 0| 315| 0| 0| 92437
영흥| 소계| 202410| 660493| 0| 660493| 81| 0| 0| 0
