사업소| 호기| 일자| 유연탄| 무연탄| 계(석탄)| 유류| LNG| 고형연료| 우드펠릿
분당연료전지| 소계| 202407| 0| 0| 0| 0| 4336| 0| 0
분당화력| 소계| 202407| 0| 0| 0| 0| 8864| 0| 0
삼천포| 소계| 202407| 413092| 0| 413092| 1495| 0| 1233| 0
안산연료전지| 소계| 202407| 0| 0| 0| 0| 288| 0| 0
여수| 소계| 202407| 158364| 0| 158364| 1073| 0| 0| 0
여수연료전지| 소계| 202407| 0| 0| 0| 0| 1134| 0| 0
영동| 소계| 202407| 0| 0| 0| 248| 0| 0| 86875
영흥| 소계| 202407| 836681| 0| 836681| 4892| 0| 0| 0
