사업소| 호기| 일자| 유연탄| 무연탄| 계(석탄)| 유류| LNG| 고형연료| 우드펠릿
분당연료전지| 소계| 202211| 0| 0| 0| 0| 4048| 0| 0
분당화력| 소계| 202211| 0| 0| 0| 0| 32733| 0| 0
삼천포| 소계| 202211| 326960| 0| 326960| 799| 0| 4071| 0
안산연료전지| 소계| 202211| 0| 0| 0| 0| 236| 0| 0
여수| 소계| 202211| 113817| 0| 113817| 506| 0| 0| 0
여수연료전지| 소계| 202211| 0| 0| 0| 0| 1213| 0| 0
영동| 소계| 202211| 0| 0| 0| 196| 0| 0| 99820
영흥| 소계| 202211| 662969| 0| 662969| 4| 0| 0| 0
