사업소| 호기| 일자| 유연탄| 무연탄| 계(석탄)| 유류| LNG| 고형연료| 우드펠릿
분당연료전지| 소계| 202503| 0| 0| 0| 0| 4105| 0| 0
분당화력| 소계| 202503| 0| 0| 0| 0| 39621| 0| 0
삼천포| 소계| 202503| 169421| 0| 169421| 814| 0| 949| 0
안산연료전지| 소계| 202503| 0| 0| 0| 0| 255| 0| 0
여수| 소계| 202503| 117817| 0| 117817| 0| 0| 0| 0
여수연료전지| 소계| 202503| 0| 0| 0| 0| 1180| 0| 0
영동| 소계| 202503| 0| 0| 0| 156| 0| 0| 104108
영흥| 소계| 202503| 729128| 0| 729128| 2918| 0| 0| 0
