사업소| 호기| 일자| 유연탄| 무연탄| 계(석탄)| 유류| LNG| 고형연료| 우드펠릿
분당연료전지| 소계| 202308| 0| 0| 0| 0| 1127| 0| 0
분당화력| 소계| 202308| 0| 0| 0| 0| 12351| 0| 0
삼천포| 소계| 202308| 494790| 0| 494790| 1215| 0| 3538| 0
안산연료전지| 소계| 202308| 0| 0| 0| 0| 194| 0| 0
여수| 소계| 202308| 169265| 0| 169265| 988| 0| 0| 0
여수연료전지| 소계| 202308| 0| 0| 0| 0| 1255| 0| 0
영동| 소계| 202308| 0| 0| 0| 96| 0| 0| 96795
영흥| 소계| 202308| 905264| 0| 905264| 1054| 0| 0| 0
