사업소| 호기| 일자| 유연탄| 무연탄| 계(석탄)| 유류| LNG| 고형연료| 우드펠릿
분당연료전지| 소계| 202210| 0| 0| 0| 0| 4039| 0| 0
분당화력| 소계| 202210| 0| 0| 0| 0| 24933| 0| 0
삼천포| 소계| 202210| 343231| 0| 343231| 362| 0| 3046| 0
안산연료전지| 소계| 202210| 0| 0| 0| 0| 276| 0| 0
여수| 소계| 202210| 158314| 0| 158314| 1034| 0| 0| 0
여수연료전지| 소계| 202210| 0| 0| 0| 0| 1257| 0| 0
영동| 소계| 202210| 0| 0| 0| 97| 0| 0| 126143
영흥| 소계| 202210| 928686| 0| 928686| 469| 0| 0| 0
