사업소| 호기| 일자| 유연탄| 무연탄| 계(석탄)| 유류| LNG| 고형연료| 우드펠릿
분당연료전지| 소계| 202212| 0| 0| 0| 0| 4074| 0| 0
분당화력| 소계| 202212| 0| 0| 0| 0| 90502| 0| 0
삼천포| 소계| 202212| 423659| 0| 423659| 1043| 0| 4361| 0
안산연료전지| 소계| 202212| 0| 0| 0| 0| 139| 0| 0
여수| 소계| 202212| 210553| 0| 210553| 241| 0| 0| 0
여수연료전지| 소계| 202212| 0| 0| 0| 0| 1239| 0| 0
영동| 소계| 202212| 0| 0| 0| 58| 0| 0| 116596
영흥| 소계| 202212| 672085| 0| 672085| 41| 0| 0| 0
