사업소| 호기| 일자| 유연탄| 무연탄| 계(석탄)| 유류| LNG| 고형연료| 우드펠릿
분당연료전지| 소계| 202311| 0| 0| 0| 0| 1285| 0| 0
분당화력| 소계| 202311| 0| 0| 0| 0| 40470| 0| 0
삼천포| 소계| 202311| 304836| 0| 304836| 1105| 0| 3838| 0
안산연료전지| 소계| 202311| 0| 0| 0| 0| 172| 0| 0
여수| 소계| 202311| 108224| 0| 108224| 852| 0| 0| 0
여수연료전지| 소계| 202311| 0| 0| 0| 0| 1148| 0| 0
영동| 소계| 202311| 0| 0| 0| 116| 0| 0| 33308
영흥| 소계| 202311| 744740| 0| 744740| 2201| 0| 0| 0
