사업소| 호기| 일자| 유연탄| 무연탄| 계(석탄)| 유류| LNG| 고형연료| 우드펠릿
분당연료전지| 소계| 202402| 0| 0| 0| 0| 1231| 0| 0
분당화력| 소계| 202402| 0| 0| 0| 0| 55290| 0| 0
삼천포| 소계| 202402| 371185| 0| 371185| 1414| 0| 1743| 0
안산연료전지| 소계| 202402| 0| 0| 0| 0| 186| 0| 0
여수| 소계| 202402| 125016| 0| 125016| 1380| 0| 0| 0
여수연료전지| 소계| 202402| 0| 0| 0| 0| 1208| 0| 0
영동| 소계| 202402| 0| 0| 0| 15| 0| 0| 93157
영흥| 소계| 202402| 792201| 0| 792201| 2067| 0| 0| 0
