사업소| 호기| 일자| 유연탄| 무연탄| 계(석탄)| 유류| LNG| 고형연료| 우드펠릿
분당연료전지| 소계| 202202| 0| 0| 0| 0| 2960| 0| 0
분당화력| 소계| 202202| 0| 0| 0| 0| 72034| 0| 0
삼천포| 소계| 202202| 442846| 0| 442846| 648| 0| 2590| 0
안산연료전지| 소계| 202202| 0| 0| 0| 0| 202| 0| 0
여수| 소계| 202202| 137327| 0| 137327| 969| 0| 0| 0
여수연료전지| 소계| 202202| 0| 0| 0| 0| 1114| 0| 0
영동| 소계| 202202| 0| 0| 0| 96| 0| 0| 70332
영흥| 소계| 202202| 795766| 0| 795766| 2539| 0| 0| 0
