사업소| 호기| 일자| 유연탄| 무연탄| 계(석탄)| 유류| LNG| 고형연료| 우드펠릿
분당연료전지| 소계| 202305| 0| 0| 0| 0| 1917| 0| 0
분당화력| 소계| 202305| 0| 0| 0| 0| 7658| 0| 0
삼천포| 소계| 202305| 522070| 0| 522070| 1427| 0| 2798| 0
안산연료전지| 소계| 202305| 0| 0| 0| 0| 205| 0| 0
여수| 소계| 202305| 106049| 0| 106049| 503| 0| 0| 0
여수연료전지| 소계| 202305| 0| 0| 0| 0| 468| 0| 0
영동| 소계| 202305| 0| 0| 0| 165| 0| 0| 89452
영흥| 소계| 202305| 708694| 0| 708694| 2563| 0| 0| 0
