사업소| 호기| 일자| 유연탄| 무연탄| 계(석탄)| 유류| LNG| 고형연료| 우드펠릿
분당연료전지| 소계| 202206| 0| 0| 0| 0| 3594| 0| 0
분당화력| 소계| 202206| 0| 0| 0| 0| 30012| 0| 0
삼천포| 소계| 202206| 380503| 0| 380503| 1022| 0| 3760| 0
안산연료전지| 소계| 202206| 0| 0| 0| 0| 205| 0| 0
여수| 소계| 202206| 85896| 0| 85896| 781| 0| 0| 0
여수연료전지| 소계| 202206| 0| 0| 0| 0| 1245| 0| 0
영동| 소계| 202206| 0| 0| 0| 279| 0| 0| 61607
영흥| 소계| 202206| 808637| 0| 808637| 639| 0| 0| 0
