사업소| 호기| 일자| 유연탄| 무연탄| 계(석탄)| 유류| LNG| 고형연료| 우드펠릿
분당연료전지| 소계| 202405| 0| 0| 0| 0| 4255| 0| 0
분당화력| 소계| 202405| 0| 0| 0| 0| 13356| 0| 0
삼천포| 소계| 202405| 292918| 0| 292918| 1156| 0| 1754| 0
안산연료전지| 소계| 202405| 0| 0| 0| 0| 261| 0| 0
여수| 소계| 202405| 111489| 0| 111489| 598| 0| 0| 0
여수연료전지| 소계| 202405| 0| 0| 0| 0| 1214| 0| 0
영동| 소계| 202405| 0| 0| 0| 252| 0| 0| 59059
영흥| 소계| 202405| 726576| 0| 726576| 3561| 0| 0| 0
