사업소| 호기| 일자| 유연탄| 무연탄| 계(석탄)| 유류| LNG| 고형연료| 우드펠릿
분당연료전지| 소계| 202412| 0| 0| 0| 0| 4218| 0| 0
분당화력| 소계| 202412| 0| 0| 0| 0| 70370| 0| 0
삼천포| 소계| 202412| 407691| 0| 407691| 1606| 0| 1996| 0
안산연료전지| 소계| 202412| 0| 0| 0| 0| 261| 0| 0
여수| 소계| 202412| 161071| 0| 161071| 1313| 0| 0| 0
여수연료전지| 소계| 202412| 0| 0| 0| 0| 1221| 0| 0
영동| 소계| 202412| 0| 0| 0| 250| 0| 0| 78838
영흥| 소계| 202412| 680805| 0| 680805| 513| 0| 0| 0
