사업소| 호기| 일자| 유연탄| 무연탄| 계(석탄)| 유류| LNG| 고형연료| 우드펠릿
분당연료전지| 소계| 202408| 0| 0| 0| 0| 2716| 0| 0
분당화력| 소계| 202408| 0| 0| 0| 0| 22032| 0| 0
삼천포| 소계| 202408| 509220| 0| 509220| 1494| 0| 2254| 0
안산연료전지| 소계| 202408| 0| 0| 0| 0| 296| 0| 0
여수| 소계| 202408| 176348| 0| 176348| 1013| 0| 0| 0
여수연료전지| 소계| 202408| 0| 0| 0| 0| 1167| 0| 0
영동| 소계| 202408| 0| 0| 0| 78| 0| 0| 109822
영흥| 소계| 202408| 856874| 0| 856874| 6598| 0| 0| 0
