사업소| 호기| 일자| 유연탄| 무연탄| 계(석탄)| 유류| LNG| 고형연료| 우드펠릿
분당연료전지| 소계| 202409| 0| 0| 0| 0| 1062| 0| 0
분당화력| 소계| 202409| 0| 0| 0| 0| 18087| 0| 0
삼천포| 소계| 202409| 323167| 0| 323167| 1683| 0| 1997| 0
안산연료전지| 소계| 202409| 0| 0| 0| 0| 281| 0| 0
여수| 소계| 202409| 157010| 0| 157010| 1225| 0| 0| 0
여수연료전지| 소계| 202409| 0| 0| 0| 0| 1199| 0| 0
영동| 소계| 202409| 0| 0| 0| 179| 0| 0| 87883
영흥| 소계| 202409| 679766| 0| 679766| 4211| 0| 0| 0
