사업소| 호기| 일자| 유연탄| 무연탄| 계(석탄)| 유류| LNG| 고형연료| 우드펠릿
분당연료전지| 소계| 202504| 0| 0| 0| 0| 3890| 0| 0
분당화력| 소계| 202504| 0| 0| 0| 0| 35825| 0| 0
삼천포| 소계| 202504| 192687| 0| 192687| 977| 0| 1119| 0
안산연료전지| 소계| 202504| 0| 0| 0| 0| 242| 0| 0
여수| 소계| 202504| 117851| 0| 117851| 508| 0| 0| 0
여수연료전지| 소계| 202504| 0| 0| 0| 0| 1153| 0| 0
영동| 소계| 202504| 0| 0| 0| 158| 0| 0| 65828
영흥| 소계| 202504| 694804| 0| 694804| 2328| 0| 0| 0
