사업소| 호기| 일자| 유연탄| 무연탄| 계(석탄)| 유류| LNG| 고형연료| 우드펠릿
분당연료전지| 소계| 202209| 0| 0| 0| 0| 3909| 0| 0
분당화력| 소계| 202209| 0| 0| 0| 0| 11178| 0| 0
삼천포| 소계| 202209| 389307| 0| 389307| 531| 0| 3312| 0
안산연료전지| 소계| 202209| 0| 0| 0| 0| 287| 0| 0
여수| 소계| 202209| 166924| 0| 166924| 668| 0| 0| 0
여수연료전지| 소계| 202209| 0| 0| 0| 0| 1214| 0| 0
영동| 소계| 202209| 0| 0| 0| 135| 0| 0| 58254
영흥| 소계| 202209| 863355| 0| 863355| 1834| 0| 0| 0
