사업소| 호기| 일자| 유연탄| 무연탄| 계(석탄)| 유류| LNG| 고형연료| 우드펠릿
분당연료전지| 소계| 202511| 0| 0| 0| 0| 3693| 0| 0
분당화력| 소계| 202511| 0| 0| 0| 0| 28668| 0| 0
삼천포| 소계| 202511| 206029| 0| 206029| 1361| 0| 3068| 0
안산연료전지| 소계| 202511| 0| 0| 0| 0| 141| 0| 0
여수| 소계| 202511| 137136| 0| 137136| 831| 0| 0| 0
여수연료전지| 소계| 202511| 0| 0| 0| 0| 947| 0| 0
영동| 소계| 202511| 0| 0| 0| 619| 0| 0| 50005
영흥| 소계| 202511| 584392| 0| 584392| 2827| 0| 0| 0
