발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영동태양광, 1, 2024-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 0.096, 16.128, 18.24, 18.24, 18.72, 286.272, 175.488, 16.704, 16.896, 17.184, 88.512, 685.056, 502.272, 0, 0, 0, 0, 0, 1859.808, 77, 685.05, 0.096, 685.056, 0, 
삼천포태양광#5, 1, 2024-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 2.019, 131.549, 206.284, 193.029, 188.946, 204.966, 190.889, 172.325, 222.039, 992.245, 2512.178, 2534.35, 1661.012, 0, 0, 0, 0, 0, 9211.831, 384, 2534.35, 2.019, 2534.35, 0, 
삼천포태양광#5, 2, 2024-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 18.621, 256.788, 288.295, 291.504, 291.278, 809.62, 286.846, 741.275, 2771.431, 2220.039, 4258.651, 4210.169, 3969.66, 2120.674, 0, 0, 0, 0, 22534.851, 939, 4258.65, 18.62, 4258.651, 0, 
광양항세방태양광, 1, 2024-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 9.6, 187.2, 345.6, 552, 933.6, 1276.8, 895.2, 1552.8, 912, 1022.4, 604.8, 194.4, 43.2, 0, 0, 0, 0, 0, 8529.6, 355, 1552.8, 9.6, 1552.8, 0, 
두산엔진MG태양광, 1, 2024-04-30 00:00:00, 0, 0, 0, 0, 0, 0.06, 1.98, 9, 14.22, 18.24, 32.04, 33.78, 22.56, 26.64, 22.86, 54.24, 22.02, 9.48, 1.02, 0, 0, 0, 0, 0, 268.14, 11, 54.24, 0.06, 54.24, 0, 
삼천포태양광, 1, 2024-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 1.764, 7.716, 10.032, 26.712, 30, 20.304, 32.856, 23.244, 17.496, 12.06, 1.824, 0, 0, 0, 0, 0, 0, 184.008, 8, 32.85, 1.76, 32.856, 0, 
삼천포태양광, 2, 2024-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 7.872, 61.728, 164.832, 202.464, 441.312, 680.832, 384, 559.008, 449.28, 322.656, 216.192, 59.712, 11.232, 0, 0, 0, 0, 0, 3561.12, 148, 680.83, 7.872, 680.832, 0, 
삼천포태양광, 3, 2024-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 0.756, 17.856, 50.472, 64.332, 153.864, 229.752, 134.568, 182.772, 144.792, 108.072, 67.716, 15.876, 1.656, 0, 0, 0, 0, 0, 1172.484, 49, 229.75, 0.756, 229.752, 0, 
삼천포태양광, 4, 2024-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 1.591, 65.162, 95.186, 96.265, 94.567, 109.684, 95.028, 92.101, 120.34, 502.981, 1180.703, 1190.945, 931.9, 0, 0, 0, 0, 0, 4576.453, 191, 1190.94, 1.591, 1190.945, 0, 
구미태양광, 1, 2024-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 9.473, 33.048, 154.467, 289.046, 299.026, 161.192, 312.043, 177.969, 394.483, 262.434, 182.959, 93.577, 24.515, 0.072, 0, 0, 0, 0, 2394.304, 100, 394.48, 0.07, 394.483, 0, 
삼천포태양광#6, 1, 2024-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 0.337, 40.477, 87.722, 106.546, 111.265, 88.69, 84.005, 76.108, 395.373, 333.143, 571.612, 636.905, 647.148, 64.278, 0, 0, 0, 0, 3243.609, 135, 647.14, 0.337, 647.148, 0, 
영흥태양광#5, 1, 2024-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 175.968, 554.421, 896.716, 1173.926, 1371.589, 1718.705, 2085.105, 1692.189, 1540.326, 1077.505, 725.568, 282.032, 134.989, 2.411, 0, 0, 0, 0, 13431.45, 560, 2085.1, 2.411, 2085.105, 0, 
영흥태양광 #3, 1, 2024-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 39.84, 84.24, 90.48, 100.32, 72.24, 98.64, 93.36, 91.92, 120.48, 473.04, 2291.76, 1769.28, 38.64, 0, 0, 0, 0, 0, 5364.24, 224, 2291.76, 38.64, 2291.76, 0, 
영흥태양광 #3, 2, 2024-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 22.368, 50.304, 50.016, 48.768, 47.712, 46.848, 44.64, 46.176, 48.576, 185.952, 847.776, 748.896, 11.52, 0, 0, 0, 0, 0, 2199.552, 92, 847.77, 11.52, 847.776, 0, 
영흥태양광 #3, 3, 2024-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 34.32, 46.8, 45.84, 45.72, 43.68, 42.48, 193.08, 609.24, 538.8, 361.92, 943.8, 838.68, 690.24, 0, 0, 0, 0, 0, 4434.6, 185, 943.8, 34.32, 943.8, 0, 
영흥태양광, 1, 2024-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 24.115, 110.63, 206.4, 280.704, 311.078, 435.187, 492.941, 436.762, 410.765, 257.28, 200.947, 69.696, 36.634, 0.998, 0, 0, 0, 0, 3274.137, 136, 492.94, 0.998, 492.941, 0, 
예천태양광, 1, 2024-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 102.06, 319.14, 425.88, 369.9, 572.76, 496.98, 594.36, 364.5, 165.24, 112.68, 48.24, 108.18, 32.04, 0, 0, 0, 0, 0, 3711.96, 155, 594.36, 32.04, 594.36, 0, 
여수태양광, 1, 2024-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 507.73, 507.73, 21, 507.73, 507.73, 507.73, 0, 
영흥태양광, 2, 2024-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 29.891, 99.314, 159.095, 202.484, 239.124, 299.869, 349.044, 293.12, 262.265, 183.2, 121.491, 46.282, 19.284, 0, 0, 0, 0, 0, 2304.463, 96, 349.04, 19.284, 349.044, 0, 
탑선태양광, 1, 2024-04-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1763.2, 1763.2, 73, 1763.2, 1763.2, 1763.2, 0, 
