발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영동태양광, 1, 2025-02-28 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 10.368, 21.024, 21.024, 21.408, 22.56, 295.2, 825.408, 772.512, 636.864, 645.216, 692.832, 684.288, 681.984, 21.216, 0, 0, 5351.904, 223, 825.4, 10.368, 825.408, 0, 
삼천포태양광#5, 1, 2025-02-28 00:00:00, 0, 0, 0, 0, 0, 0, 0, 34.71, 171.18, 192.598, 199.505, 415.825, 273.576, 1450.57, 2935.053, 2307.476, 2512.177, 2478.285, 2494.832, 2360.819, 7.023, 0, 0, 0, 17833.629, 743, 2935.05, 7.02, 2935.053, 0, 
삼천포태양광#5, 2, 2025-02-28 00:00:00, 0, 0, 0, 0, 0, 0, 0, 72.47, 265.008, 288.214, 575.838, 1011.708, 528.626, 3642.735, 4964.815, 3906.374, 4268.994, 4208.358, 3808.204, 3030.579, 11.849, 0, 0, 0, 30583.772, 1274, 4964.81, 11.849, 4964.815, 0, 
광양항세방태양광, 1, 2025-02-28 00:00:00, 0, 0, 0, 0, 0, 0, 0, 16.8, 158.4, 357.6, 316.8, 948, 1348.8, 1689.6, 816, 1396.8, 856.8, 290.4, 12, 0, 0, 0, 0, 0, 8208, 342, 1689.6, 12, 1689.6, 0, 
두산엔진MG태양광, 1, 2025-02-28 00:00:00, 0, 0, 0, 0, 0, 0, 0, 2.1, 7.56, 13.98, 28.5, 23.94, 23.34, 24.9, 21.06, 18.78, 31.98, 17.28, 0.3, 0, 0, 0, 0, 0, 213.72, 9, 31.98, 0.3, 31.98, 0, 
삼천포태양광, 1, 2025-02-28 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.048, 3.18, 8.892, 31.776, 39, 26.196, 46.872, 41.304, 33.264, 21.372, 4.596, 0, 0, 0, 0, 0, 0, 256.5, 11, 46.87, 0.048, 46.872, 0, 
삼천포태양광, 2, 2025-02-28 00:00:00, 0, 0, 0, 0, 0, 0, 0, 13.536, 72.288, 155.808, 535.392, 645.024, 414.72, 753.984, 665.952, 521.376, 317.28, 104.544, 2.112, 0, 0, 0, 0, 0, 4202.016, 175, 753.98, 2.112, 753.984, 0, 
삼천포태양광, 3, 2025-02-28 00:00:00, 0, 0, 0, 0, 0, 0, 0, 2.448, 21.204, 47.556, 181.188, 215.172, 142.452, 253.512, 224.532, 176.724, 108.324, 31.608, 0.072, 0, 0, 0, 0, 0, 1404.792, 59, 253.51, 0.072, 253.512, 0, 
삼천포태양광, 4, 2025-02-28 00:00:00, 0, 0, 0, 0, 0, 0, 0, 13.261, 78.352, 95.198, 93.1, 112.255, 103.911, 507.537, 1219.947, 968.819, 1189.794, 1192.458, 1174.696, 704.139, 3.298, 0, 0, 0, 7456.765, 311, 1219.94, 3.298, 1219.947, 0, 
구미태양광, 1, 2025-02-28 00:00:00, 0, 0, 0, 0, 0, 0, 0, 2.531, 61.613, 392.602, 548.009, 630.304, 476.199, 383.201, 563.268, 528.195, 372.282, 155.624, 9.546, 0, 0, 0, 0, 0, 4123.374, 172, 630.3, 2.531, 630.304, 0, 
