발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영동태양광, 1, 2022-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
삼천포태양광#5, 1, 2022-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 131.049, 433.089, 657.005, 1321.265, 546.007, 591.093, 724.771, 571.31, 680.135, 1991.486, 1208.472, 818.065, 129.838, 10.66, 2496.236, 2472.359, 2404.237, 19.594, 17206.671, 717, 2496.23, 10.66, 2496.236, 0, 
삼천포태양광#5, 2, 2022-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 208.708, 746.463, 1109.609, 2110.256, 805.664, 1319.651, 1360.412, 1233.749, 2617.602, 3379.925, 2064.326, 1438.866, 259.676, 9.476, 3736.549, 3757.89, 3682.292, 11.43, 29852.544, 1244, 3757.89, 9.476, 3757.89, 0, 
광양항세방태양광, 1, 2022-06-30 00:00:00, 0, 0, 0, 0, 0, 4.8, 180, 576, 1132.8, 1507.2, 1540.8, 1656, 1723.2, 1701.6, 1584, 1392, 1176, 792, 117.6, 28.8, 0, 0, 0, 0, 15112.8, 630, 1723.2, 4.8, 1723.2, 0, 
두산엔진MG태양광, 1, 2022-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 2.64, 9.12, 12.54, 27.42, 36.96, 42.3, 51.36, 52.44, 59.7, 54.42, 48.54, 37.74, 17.88, 0, 0, 0, 0, 0, 453.06, 19, 59.7, 2.64, 59.7, 0, 
삼천포태양광, 1, 2022-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 3.912, 6.384, 16.584, 22.596, 39.24, 40.704, 39.072, 39.708, 34.68, 17.532, 5.88, 0.144, 0, 0, 0, 0, 0, 266.436, 11, 40.7, 0.144, 40.704, 0, 
삼천포태양광, 2, 2022-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 33.696, 101.664, 143.616, 237.792, 323.904, 538.08, 519.36, 485.376, 436.8, 375.168, 208.896, 132.48, 34.752, 0.672, 0, 0, 0, 0, 3572.256, 149, 538.08, 0.672, 538.08, 0, 
삼천포태양광, 3, 2022-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 4.284, 28.944, 48.204, 86.868, 102.816, 197.316, 217.656, 212.868, 186.552, 165.96, 92.232, 64.152, 9.36, 0, 0, 0, 0, 0, 1417.212, 59, 217.65, 4.284, 217.656, 0, 
삼천포태양광, 4, 2022-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 4.53, 132.339, 220.589, 396.583, 134.456, 115.478, 126.631, 121.964, 249.819, 646.276, 362.005, 209.515, 24.623, 75.002, 1157.313, 1144.111, 877.239, 0, 5998.473, 250, 1157.31, 4.53, 1157.313, 0, 
구미태양광, 1, 2022-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 8.316, 95.891, 252.744, 288.829, 443.007, 264.17, 363.893, 427.531, 213.621, 125.106, 286.371, 110.499, 59.371, 0.072, 0, 0, 0, 0, 2939.421, 122, 443, 0.072, 443.007, 0, 
삼천포태양광#6, 1, 2022-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 10.921, 40.844, 65.701, 123.648, 88.089, 79.042, 78.81, 74.305, 77.94, 76.513, 126.101, 79.37, 10.511, 557.878, 441.614, 0, 0, 0, 1931.287, 80, 557.87, 10.51, 557.878, 0, 
영흥태양광#5, 1, 2022-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
영흥태양광 #3, 1, 2022-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 20.4, 42.96, 89.76, 91.68, 85.68, 79.92, 80.64, 96.24, 153.84, 54.48, 41.76, 0, 0, 0, 996, 0, 1833.36, 76, 996, 20.4, 996, 0, 
영흥태양광 #3, 2, 2022-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 6.912, 14.4, 44.736, 44.832, 41.376, 38.592, 38.592, 50.688, 56.64, 21.12, 15.168, 0, 0, 0, 421.44, 0, 794.496, 33, 421.44, 6.912, 421.44, 0, 
영흥태양광 #3, 3, 2022-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 5.76, 18, 45.24, 39.6, 40.32, 33, 32.52, 36.84, 64.68, 24.96, 18, 0, 0, 0, 584.4, 0, 943.32, 39, 584.4, 5.76, 584.4, 0, 
영흥태양광, 1, 2022-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56.87, 88.666, 50.112, 98.189, 96.845, 58.099, 37.248, 0, 0, 0, 0, 0, 0, 0, 486.029, 20, 98.18, 37.248, 98.189, 0, 
예천태양광, 1, 2022-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 1.08, 29.52, 136.08, 324.18, 289.26, 431.28, 115.74, 367.74, 802.8, 410.22, 146.7, 175.5, 111.78, 17.1, 0, 0, 0, 0, 3358.98, 140, 802.8, 1.08, 802.8, 0, 
여수태양광, 1, 2022-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1046.86, 1046.86, 44, 1046.86, 1046.86, 1046.86, 0, 
영흥태양광, 2, 2022-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 3.857, 9.642, 51.103, 72.316, 53.032, 123.419, 119.562, 88.707, 40.497, 12.535, 7.714, 0, 0, 0, 0, 0, 582.384, 24, 123.41, 3.85, 123.419, 0, 
탑선태양광, 1, 2022-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2008.8, 2008.8, 84, 2008.8, 2008.8, 2008.8, 0, 
탑선태양광, 3, 2022-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1085.2, 1085.2, 45, 1085.2, 1085.2, 1085.2, 0, 
경상대태양광, 1, 2022-06-30 00:00:00, 0, 0, 0, 0, 0, 0, 33.12, 134.64, 178.56, 389.52, 452.88, 587.52, 635.04, 624.24, 575.28, 491.04, 368.64, 210.24, 49.68, 1.44, 0, 0, 0, 0, 4731.84, 197, 635.04, 1.44, 635.04, 0, 
영동태양광, 1, 2022-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
삼천포태양광#5, 1, 2022-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 0.779, 125.25, 269.072, 223.272, 191.739, 188.604, 190.114, 189.031, 185.782, 98.34, 163.328, 13.043, 3.055, 18.98, 1532.453, 0, 0, 0, 3392.842, 141, 1532.45, 0.77, 1532.453, 0, 
삼천포태양광#5, 2, 2022-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 2.077, 221.163, 503.2, 425.934, 287.608, 292.623, 289.697, 288.702, 283.739, 181.876, 306.656, 34.781, 8.145, 16.871, 3363.751, 0, 0, 0, 6506.823, 271, 3363.75, 2.07, 3363.751, 0, 
광양항세방태양광, 1, 2022-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 110.4, 302.4, 280.8, 652.8, 969.6, 612, 592.8, 662.4, 480, 259.2, 475.2, 160.8, 45.6, 4.8, 0, 0, 0, 0, 5608.8, 234, 969.6, 4.8, 969.6, 0, 
두산엔진MG태양광, 1, 2022-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 2.82, 10.08, 13.08, 17.1, 21.6, 12.72, 15.66, 20.16, 12.9, 11.22, 5.7, 3.12, 1.56, 0, 0, 0, 0, 0, 147.72, 6, 21.6, 1.56, 21.6, 0, 
삼천포태양광, 1, 2022-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.732, 3.636, 3.168, 6.732, 15.648, 13.836, 8.664, 4.728, 0.66, 0.924, 0, 0, 0, 0, 0, 0, 0, 58.728, 2, 15.64, 0.66, 15.648, 0, 
삼천포태양광, 2, 2022-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 0.576, 30.816, 65.568, 56.352, 112.128, 196.512, 168.48, 140.544, 92.736, 30.816, 42.24, 6.912, 1.44, 0.096, 0, 0, 0, 0, 945.216, 39, 196.51, 0.096, 196.512, 0, 
삼천포태양광, 3, 2022-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 0.036, 5.688, 14.4, 14.112, 34.092, 58.86, 45.504, 38.268, 25.236, 3.744, 6.804, 0, 0, 0, 0, 0, 0, 0, 246.744, 10, 58.86, 0.036, 58.86, 0, 
삼천포태양광, 4, 2022-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 14.324, 90.807, 85.67, 93.746, 95.256, 94.135, 95.129, 84.077, 3.632, 31.693, 0, 0, 135.112, 312.245, 0, 0, 0, 1135.826, 47, 312.24, 3.63, 312.245, 0, 
구미태양광, 1, 2022-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 8.823, 77.523, 150.2, 256.143, 469.257, 383.997, 442.428, 466.22, 440.403, 359.193, 268.509, 142.534, 32.325, 0, 0, 0, 0, 0, 3497.555, 146, 469.25, 8.823, 469.257, 0, 
삼천포태양광#6, 1, 2022-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 9.478, 21.666, 18.549, 48.619, 79.557, 65.182, 50.866, 35.13, 6.344, 10.666, 0, 0, 27.837, 0, 0, 0, 0, 373.894, 16, 79.55, 6.34, 79.557, 0, 
영흥태양광#5, 1, 2022-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
영흥태양광 #3, 1, 2022-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 1.68, 179.52, 180.24, 259.92, 116.4, 46.8, 57.84, 98.88, 93.12, 89.52, 204.24, 259.44, 45.36, 0, 0, 0, 2102.4, 264, 3999.36, 167, 2102.4, 1.68, 2102.4, 0, 
영흥태양광 #3, 2, 2022-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 1.536, 86.88, 87.648, 122.88, 60.768, 20.736, 32.64, 54.336, 47.232, 47.136, 91.68, 106.944, 20.736, 0, 0, 0, 698.88, 283.2, 1763.232, 73, 698.88, 1.536, 698.88, 0, 
영흥태양광 #3, 3, 2022-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 76.8, 80.4, 124.32, 53.4, 26.4, 35.04, 86.88, 31.56, 35.64, 94.56, 128.76, 15.6, 0, 0, 0, 669.6, 367.2, 1826.16, 76, 669.6, 15.6, 669.6, 0, 
영흥태양광, 1, 2022-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 23.309, 33.83, 48.96, 53.299, 29.798, 159.437, 345.907, 153.715, 48.653, 35.021, 55.373, 0, 0, 0, 0, 0, 0, 987.302, 41, 345.9, 23.309, 345.907, 0, 
예천태양광, 1, 2022-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 11.34, 85.5, 55.44, 279.36, 235.98, 456.3, 457.56, 456.84, 735.66, 1058.22, 784.62, 288.54, 92.52, 1.98, 0, 0, 0, 0, 4999.86, 208, 1058.22, 1.98, 1058.22, 0, 
여수태양광, 1, 2022-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 495.79, 495.79, 21, 495.79, 495.79, 495.79, 0, 
영흥태양광, 2, 2022-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 43.389, 48.211, 70.387, 73.28, 28.926, 135.954, 390.505, 149.453, 55.924, 58.817, 70.387, 13.499, 0, 0, 0, 0, 0, 1138.732, 47, 390.5, 13.499, 390.505, 0, 
탑선태양광, 1, 2022-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1980, 1980, 83, 1980, 1980, 1980, 0, 
탑선태양광, 3, 2022-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1072, 1072, 45, 1072, 1072, 1072, 0, 
경상대태양광, 1, 2022-06-29 00:00:00, 0, 0, 0, 0, 0, 0, 11.52, 93.6, 129.6, 122.4, 412.56, 370.8, 555.12, 486, 246.24, 120.96, 35.28, 28.8, 5.04, 0.72, 0, 0, 0, 0, 2618.64, 109, 555.12, 0.72, 555.12, 0, 
영동태양광, 1, 2022-06-28 00:00:00, 373.056, 0, 0, 0, 0, 0, 0, 33.216, 148.512, 207.936, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 762.72, 32, 373.05, 33.216, 373.056, 0, 
