발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영동태양광, 1, 2024-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 1.536, 21.024, 20.352, 20.064, 21.024, 22.656, 700.8, 599.04, 477.984, 693.888, 687.648, 685.44, 316.224, 0, 0, 0, 4267.68, 178, 700.8, 1.536, 700.8, 0, 
삼천포태양광#5, 1, 2024-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 40.818, 190.669, 190.756, 191.204, 437.681, 415.415, 275.822, 1668.095, 2521.124, 2531.311, 2514.25, 642.582, 0, 0, 0, 0, 11619.727, 484, 2531.31, 40.81, 2531.311, 0, 
삼천포태양광#5, 2, 2024-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 74.834, 286.971, 287.219, 287.262, 622.744, 1196.24, 627.481, 2912.258, 4241.744, 4007.91, 3810.36, 1622.884, 0, 0, 0, 0, 19977.907, 832, 4241.74, 74.83, 4241.744, 0, 
광양항세방태양광, 1, 2024-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 74.4, 338.4, 674.4, 1197.6, 1296, 1512, 1286.4, 940.8, 432, 74.4, 0, 0, 0, 0, 0, 0, 7826.4, 326, 1512, 74.4, 1512, 0, 
두산엔진MG태양광, 1, 2024-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.18, 1.14, 6.24, 11.58, 24.96, 39.54, 40.68, 41.76, 40.2, 26.1, 5.28, 0, 0, 0, 0, 0, 0, 237.66, 10, 41.76, 0.18, 41.76, 0, 
삼천포태양광, 1, 2024-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0.36, 3.084, 7.596, 19.968, 32.832, 47.976, 38.64, 28.608, 14.184, 1.332, 0, 0, 0, 0, 0, 0, 194.58, 8, 47.97, 0.36, 47.976, 0, 
삼천포태양광, 2, 2024-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 14.016, 72.192, 137.664, 287.04, 475.488, 683.52, 430.752, 360.192, 189.984, 30.336, 0, 0, 0, 0, 0, 0, 2681.184, 112, 683.52, 14.016, 683.52, 0, 
삼천포태양광, 3, 2024-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 3.564, 21.384, 42.804, 91.26, 154.224, 147.204, 179.172, 133.488, 44.784, 6.336, 0, 0, 0, 0, 0, 0, 824.22, 34, 179.17, 3.564, 179.172, 0, 
삼천포태양광, 4, 2024-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 11.007, 85.41, 95.303, 95.015, 120.28, 111.658, 107.675, 779.336, 1185.737, 1185.835, 1021.423, 0, 0, 0, 0, 0, 4798.679, 200, 1185.83, 11, 1185.835, 0, 
구미태양광, 1, 2024-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 32.759, 112.813, 383.201, 587.349, 634.209, 617.649, 559.218, 445.104, 262.94, 41.871, 0, 0, 0, 0, 0, 0, 3677.113, 153, 634.2, 32.759, 634.209, 0, 
삼천포태양광#6, 1, 2024-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 5.669, 62.078, 85.618, 85.359, 81.199, 85.823, 75.422, 300.735, 564.852, 636.415, 346.744, 20.118, 0, 0, 0, 0, 2350.032, 98, 636.41, 5.66, 636.415, 0, 
영흥태양광#5, 1, 2024-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 212.126, 1123.305, 1786.2, 2171.884, 2326.158, 2347.853, 2053.768, 1595.768, 826.811, 113.295, 0, 0, 0, 0, 0, 0, 14557.168, 607, 2347.85, 113.295, 2347.853, 0, 
영흥태양광 #3, 1, 2024-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
영흥태양광 #3, 2, 2024-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
영흥태양광 #3, 3, 2024-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
영흥태양광, 1, 2024-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 21.043, 176.909, 385.19, 528.96, 592.973, 570.624, 476.237, 368.87, 191.194, 36.672, 0, 0, 0, 0, 0, 0, 3348.672, 140, 592.97, 21.043, 592.973, 0, 
예천태양광, 1, 2024-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 78.12, 355.32, 1095.84, 1284.48, 1368.18, 1362.42, 1251.18, 1001.16, 525.06, 125.1, 0, 0, 0, 0, 0, 0, 8446.86, 352, 1368.18, 78.12, 1368.18, 0, 
여수태양광, 1, 2024-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 565.69, 565.69, 24, 565.69, 565.69, 565.69, 0, 
