발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영동태양광, 1, 2022-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 18.336, 169.344, 400.128, 594.24, 720.768, 803.52, 823.968, 777.312, 525.408, 259.968, 684.576, 692.448, 671.424, 98.496, 0, 0, 0, 7239.936, 302, 823.96, 18.336, 823.968, 0, 
삼천포태양광#5, 1, 2022-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 7.232, 497.45, 1521.442, 2270.512, 262.253, 324.196, 885.149, 2799.348, 2513.097, 1968.168, 1189.595, 292.879, 0, 2437.042, 2520.205, 1410.158, 0, 0, 20898.726, 871, 2799.34, 7.23, 2799.348, 0, 
삼천포태양광#5, 2, 2022-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 14.463, 777.11, 2603.356, 3853.863, 769.275, 1061.859, 1539.83, 4790.711, 4300.03, 3380.757, 2068.232, 544.779, 0, 3654.358, 3827.916, 2666.042, 0, 0, 35852.581, 1494, 4790.71, 14.46, 4790.711, 0, 
광양항세방태양광, 1, 2022-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 4.8, 180, 554.4, 986.4, 1365.6, 1569.6, 1632, 1651.2, 1435.2, 1082.4, 583.2, 153.6, 0, 0, 0, 0, 0, 0, 11198.4, 467, 1651.2, 4.8, 1651.2, 0, 
두산엔진MG태양광, 1, 2022-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 2.1, 6.24, 18.84, 7.68, 5.22, 5.16, 4.92, 48.3, 43.02, 31.62, 12.24, 43.38, 49.2, 43.8, 0, 0, 0, 321.72, 13, 49.2, 2.1, 49.2, 0, 
삼천포태양광, 1, 2022-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 4.62, 19.872, 31.776, 38.664, 39.828, 38.76, 39.6, 37.5, 30.984, 17.016, 0.936, 0, 0, 0, 0, 0, 0, 299.556, 12, 39.82, 0.936, 39.828, 0, 
삼천포태양광, 2, 2022-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 1.536, 86.976, 285.888, 418.944, 438.144, 443.808, 425.28, 440.736, 419.52, 308.928, 161.664, 31.968, 0, 0, 0, 0, 0, 0, 3463.392, 144, 443.8, 1.536, 443.808, 0, 
삼천포태양광, 3, 2022-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0.072, 42.696, 122.544, 182.952, 222.12, 239.472, 238.104, 232.74, 204.372, 157.356, 90.468, 20.592, 0, 0, 0, 0, 0, 0, 1753.488, 73, 239.47, 0.072, 239.472, 0, 
삼천포태양광, 4, 2022-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 71.335, 623.051, 934.559, 103.522, 98.413, 106.094, 1118.765, 1042.138, 800.071, 466.92, 99.18, 0, 1165.32, 1184.94, 732.6, 0, 0, 8546.908, 356, 1184.94, 71.335, 1184.94, 0, 
구미태양광, 1, 2022-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0.217, 89.021, 297.001, 489.289, 603.909, 657.712, 666.245, 656.627, 580.551, 458.265, 248.188, 46.21, 0, 0, 0, 0, 0, 0, 4793.235, 200, 666.24, 0.217, 666.245, 0, 
삼천포태양광#6, 1, 2022-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0.723, 37.866, 127.511, 276.786, 105.518, 83.868, 87.375, 79.368, 78.312, 79.436, 196.699, 50.621, 0, 559.001, 634.209, 634.209, 137.4, 0, 3168.902, 132, 634.2, 0.72, 634.209, 0, 
영흥태양광#5, 1, 2022-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 12.053, 296.495, 484.516, 831.632, 1689.779, 2579.263, 2656.4, 2056.179, 2251.432, 1791.021, 1070.274, 284.442, 4.821, 0, 0, 0, 0, 0, 16008.307, 667, 2656.4, 4.821, 2656.4, 0, 
영흥태양광 #3, 1, 2022-09-30 00:00:00, 312, 0, 0, 0, 0, 0, 0, 220.32, 401.04, 690.48, 82.32, 64.32, 913.92, 1852.8, 1985.28, 1549.2, 779.52, 179.52, 0, 0, 0, 0, 2085.6, 2217.6, 13333.92, 556, 2217.6, 64.32, 2217.6, 0, 
영흥태양광 #3, 2, 2022-09-30 00:00:00, 350.4, 0, 0, 0, 0, 0, 0, 82.944, 143.904, 269.856, 41.28, 22.368, 215.712, 720.384, 779.52, 619.488, 387.36, 115.488, 0, 0, 0, 0, 680.64, 740.16, 5169.504, 215, 779.52, 22.368, 779.52, 0, 
영흥태양광 #3, 3, 2022-09-30 00:00:00, 302.4, 0, 0, 0, 0, 0, 0, 137.52, 256.92, 422.52, 92.04, 153.96, 1133.64, 947.28, 1016.52, 795.96, 485.4, 139.32, 0, 0, 0, 0, 676.8, 740.4, 7300.68, 304, 1133.64, 92.04, 1133.64, 0, 
영흥태양광, 1, 2022-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 45.696, 168.499, 357.082, 567.552, 423.821, 635.789, 567.821, 572.506, 454.118, 276.595, 80.64, 0, 0, 0, 0, 0, 0, 4150.119, 173, 635.78, 45.69, 635.789, 0, 
예천태양광, 1, 2022-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 1.62, 213.48, 666.36, 1020.06, 1233.18, 1351.08, 1391.94, 1332, 1181.34, 883.62, 600.3, 169.2, 0.9, 0, 0, 0, 0, 0, 10045.08, 419, 1391.94, 0.9, 1391.94, 0, 
여수태양광, 1, 2022-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 906.25, 906.25, 38, 906.25, 906.25, 906.25, 0, 
영흥태양광, 2, 2022-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0.964, 47.246, 87.743, 147.524, 319.154, 453.179, 469.571, 368.328, 399.183, 295.048, 177.415, 47.246, 0.964, 0, 0, 0, 0, 0, 2813.565, 117, 469.57, 0.964, 469.571, 0, 
탑선태양광, 1, 2022-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1722.4, 1722.4, 72, 1722.4, 1722.4, 1722.4, 0, 
탑선태양광, 3, 2022-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 925.6, 925.6, 39, 925.6, 925.6, 925.6, 0, 
경상대태양광, 1, 2022-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 3.6, 87.12, 265.68, 416.16, 514.8, 568.08, 580.32, 554.4, 492.48, 384.48, 232.56, 57.6, 0, 0, 0, 0, 0, 0, 4157.28, 173, 580.32, 3.6, 580.32, 0, 
영동태양광, 1, 2022-09-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 26.4, 119.616, 373.248, 548.736, 696.576, 770.688, 806.4, 753.792, 652.704, 471.36, 245.184, 16.704, 0, 0, 0, 0, 0, 5481.408, 228, 806.4, 16.704, 806.4, 0, 
삼천포태양광#5, 1, 2022-09-29 00:00:00, 0, 0, 0, 0, 0, 0, 11.443, 502.713, 1518.079, 2278.688, 921.247, 313.433, 384.356, 2226.819, 2539.083, 2046.537, 1225.753, 314.574, 0, 2433.426, 2523.821, 1348.689, 0, 0, 20588.661, 858, 2539.08, 11.44, 2539.083, 0, 
삼천포태양광#5, 2, 2022-09-29 00:00:00, 0, 0, 0, 0, 0, 0, 15.257, 799.375, 2603.801, 3860.308, 1991.519, 1047.124, 1175.401, 3921.351, 4354.07, 3529.011, 2135.726, 583.347, 4.821, 3654.358, 3823.095, 2627.474, 0, 0, 36126.038, 1505, 4354.07, 4.821, 4354.07, 0, 
광양항세방태양광, 1, 2022-09-29 00:00:00, 0, 0, 0, 0, 0, 0, 4.8, 189.6, 624, 1128, 1507.2, 1744.8, 1802.4, 1778.4, 1581.6, 1226.4, 672, 182.4, 2.4, 0, 0, 0, 0, 0, 12444, 519, 1802.4, 2.4, 1802.4, 0, 
두산엔진MG태양광, 1, 2022-09-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 2.22, 5.88, 19.14, 7.68, 5.1, 5.1, 4.8, 46.92, 43.5, 33, 13.8, 43.5, 49.32, 43.74, 0, 0, 0, 323.7, 13, 49.32, 2.22, 49.32, 0, 
삼천포태양광, 1, 2022-09-29 00:00:00, 0, 0, 0, 0, 0, 0, 0, 4.524, 19.332, 31.416, 38.952, 40.272, 41.076, 40.356, 38.424, 32.352, 17.568, 1.152, 0, 0, 0, 0, 0, 0, 305.424, 13, 41.07, 1.152, 41.076, 0, 
삼천포태양광, 2, 2022-09-29 00:00:00, 0, 0, 0, 0, 0, 0, 1.632, 87.84, 281.28, 420.768, 499.2, 535.68, 536.256, 497.952, 429.12, 313.152, 166.08, 34.176, 0, 0, 0, 0, 0, 0, 3803.136, 158, 536.25, 1.632, 536.256, 0, 
