발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영동태양광, 1, 2025-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 15.36, 19.584, 19.392, 20.064, 42.912, 658.272, 536.736, 405.888, 542.112, 689.088, 688.032, 363.744, 0, 0, 0, 0, 4001.184, 167, 689.08, 15.36, 689.088, 0, 
삼천포태양광#5, 1, 2025-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.311, 165.195, 191.161, 264.139, 231.979, 389.723, 399.86, 405.26, 1413.58, 2517.684, 2512.948, 2148.757, 0, 0, 0, 0, 0, 10640.597, 443, 2517.68, 0.31, 2517.684, 0, 
삼천포태양광#5, 2, 2025-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 2.82, 253.923, 284.654, 284.196, 322.159, 565.973, 522.612, 622.408, 2379.329, 4206.359, 3816.557, 3935.497, 950.32, 0, 0, 0, 0, 18146.807, 756, 4206.35, 2.82, 4206.359, 0, 
광양항세방태양광, 1, 2025-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 2.4, 177.6, 357.6, 556.8, 787.2, 950.4, 1108.8, 852, 458.4, 295.2, 16.8, 0, 0, 0, 0, 0, 0, 5563.2, 232, 1108.8, 2.4, 1108.8, 0, 
두산엔진MG태양광, 1, 2025-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.12, 3.36, 7.86, 22.14, 35.94, 40.56, 30.72, 44.22, 30.3, 15.54, 0.54, 0, 0, 0, 0, 0, 0, 231.3, 10, 44.22, 0.12, 44.22, 0, 
삼천포태양광, 1, 2025-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 2.16, 3.696, 8.232, 7.956, 13.212, 10.152, 12.972, 10.968, 5.292, 0.048, 0, 0, 0, 0, 0, 0, 74.688, 3, 13.21, 0.048, 13.212, 0, 
삼천포태양광, 2, 2025-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.672, 30.624, 77.28, 159.456, 143.136, 232.512, 182.88, 197.472, 164.832, 84.48, 1.248, 0, 0, 0, 0, 0, 0, 1274.592, 53, 232.51, 0.672, 232.512, 0, 
삼천포태양광, 3, 2025-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.54, 19.296, 38.7, 93.96, 93.132, 151.272, 120.024, 109.98, 59.796, 29.016, 0.54, 0, 0, 0, 0, 0, 0, 716.256, 30, 151.27, 0.54, 151.272, 0, 
삼천포태양광, 4, 2025-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.341, 67.186, 94.152, 94.6, 88.238, 104.552, 99.528, 84.38, 630.811, 1183.773, 1177.295, 682.002, 0, 0, 0, 0, 0, 4306.858, 179, 1183.77, 0.341, 1183.773, 0, 
구미태양광, 1, 2025-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 9.763, 252.671, 430.641, 579.466, 640.356, 630.811, 426.735, 300.183, 134.001, 12.004, 0, 0, 0, 0, 0, 0, 3416.631, 142, 640.35, 9.76, 640.356, 0, 
삼천포태양광#6, 1, 2025-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
영흥태양광#5, 1, 2025-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 2.411, 226.589, 1284.811, 2256.253, 2576.853, 2591.316, 2482.842, 2328.568, 1564.432, 376.042, 12.053, 0, 0, 0, 0, 0, 0, 15702.17, 654, 2591.31, 2.41, 2591.316, 0, 
영흥태양광 #3, 1, 2025-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.24, 190.32, 810.96, 1354.8, 1600.08, 1673.04, 1618.8, 1334.64, 765.84, 167.52, 5.52, 0, 0, 0, 0, 0, 0, 9521.76, 397, 1673.04, 0.24, 1673.04, 0, 
영흥태양광 #3, 2, 2025-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.192, 94.56, 359.712, 599.232, 723.264, 754.752, 728.16, 635.616, 447.168, 172.896, 5.184, 0, 0, 0, 0, 0, 0, 4520.736, 188, 754.75, 0.192, 754.752, 0, 
