발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영동태양광, 1, 2024-05-31 00:00:00, 0, 0, 0, 0, 0, 0, 5.28, 16.032, 16.608, 17.376, 17.856, 133.056, 19.488, 695.616, 813.888, 732.096, 641.088, 690.624, 686.88, 683.52, 677.664, 167.616, 0, 0, 6014.688, 251, 813.88, 5.28, 813.888, 0, 
삼천포태양광#5, 1, 2024-05-31 00:00:00, 0, 0, 0, 0, 0, 0.106, 91.96, 190.494, 205.595, 234.424, 482.819, 195.597, 188.127, 560.571, 1949.774, 1587.557, 2523.066, 2529.657, 2536.806, 2123.541, 0, 0, 0, 0, 15400.094, 642, 2536.8, 0.1, 2536.806, 0, 
삼천포태양광#5, 2, 2024-05-31 00:00:00, 0, 0, 0, 0, 0, 1.276, 183.713, 287.16, 401.095, 492.281, 1142.902, 1070.342, 3928.855, 4869.362, 4478.194, 3627.753, 4280.701, 4292.1, 4047.878, 3670.131, 0, 0, 0, 0, 36773.743, 1532, 4869.36, 1.27, 4869.362, 0, 
광양항세방태양광, 1, 2024-05-31 00:00:00, 0, 0, 0, 0, 0, 2.4, 151.2, 530.4, 1020, 1540.8, 1864.8, 2004, 2083.2, 2061.6, 1960.8, 1730.4, 1336.8, 813.6, 268.8, 14.4, 0, 0, 0, 0, 17383.2, 724, 2083.2, 2.4, 2083.2, 0, 
두산엔진MG태양광, 1, 2024-05-31 00:00:00, 0, 0, 0, 0, 0, 0.12, 3.18, 9.9, 16.86, 28.26, 37.86, 49.32, 56.04, 55.32, 45.54, 55.5, 48.18, 35.7, 14.28, 0.9, 0, 0, 0, 0, 456.96, 19, 56.04, 0.12, 56.04, 0, 
삼천포태양광, 1, 2024-05-31 00:00:00, 0, 0, 0, 0, 0, 0, 1.332, 7.428, 18.264, 30.204, 37.416, 44.46, 47.508, 46.572, 42.216, 35.184, 24.792, 10.848, 1.248, 0, 0, 0, 0, 0, 347.472, 14, 47.5, 1.248, 47.508, 0, 
삼천포태양광, 2, 2024-05-31 00:00:00, 0, 0, 0, 0, 0, 3.456, 41.856, 142.08, 345.792, 519.648, 618.912, 701.76, 726.816, 701.472, 625.056, 497.472, 328.512, 145.824, 38.208, 2.208, 0, 0, 0, 0, 5439.072, 227, 726.81, 2.208, 726.816, 0, 
삼천포태양광, 3, 2024-05-31 00:00:00, 0, 0, 0, 0, 0, 0.216, 11.268, 44.028, 114.516, 172.62, 205.884, 232.2, 242.388, 236.376, 210.384, 168.696, 112.104, 48.132, 7.092, 0.108, 0, 0, 0, 0, 1806.012, 75, 242.38, 0.108, 242.388, 0, 
삼천포태양광, 4, 2024-05-31 00:00:00, 0, 0, 0, 0, 0, 0.018, 39.305, 94.322, 94.643, 94.227, 111.419, 98.246, 269.652, 1088.076, 987.145, 793.851, 1186.512, 1189.274, 1188.504, 577.439, 0, 0, 0, 0, 7812.633, 326, 1189.27, 0.018, 1189.274, 0, 
구미태양광, 1, 2024-05-31 00:00:00, 0, 0, 0, 0, 0, 0.072, 14.463, 59.299, 193.228, 328.097, 443.151, 518.432, 519.083, 530.726, 488.855, 411.043, 298.52, 155.479, 35.435, 3.182, 0, 0, 0, 0, 3999.065, 167, 530.72, 0.07, 530.726, 0, 
