발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영동태양광, 1, 2024-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 1.248, 16.416, 17.088, 18.144, 16.896, 16.608, 16.992, 572.064, 556.608, 538.848, 689.76, 683.616, 675.552, 517.152, 0, 0, 0, 4336.992, 181, 689.76, 1.24, 689.76, 0, 
삼천포태양광#5, 1, 2024-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 2.51, 447.351, 1397.753, 2200.669, 1306.889, 1567.147, 1614.632, 2199.035, 2332.843, 1809.116, 757.654, 1024.505, 1185.219, 1206.475, 591.86, 0, 0, 0, 19643.658, 818, 2332.84, 2.51, 2332.843, 0, 
삼천포태양광#5, 2, 2024-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 2.474, 656.2, 2189.339, 3196.349, 444.607, 572.161, 751.486, 2388.733, 4031.399, 3104.035, 1587.197, 4076.157, 3721.866, 3749.838, 549.532, 0, 0, 0, 31021.373, 1293, 4076.15, 2.47, 4076.157, 0, 
광양항세방태양광, 1, 2024-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 7.2, 172.8, 657.6, 1171.2, 1536, 1754.4, 1764, 1711.2, 1555.2, 1212, 746.4, 204, 2.4, 0, 0, 0, 0, 0, 12494.4, 521, 1764, 2.4, 1764, 0, 
두산엔진MG태양광, 1, 2024-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0.54, 2.64, 6.96, 21.36, 24.06, 22.8, 24.66, 22.2, 16.38, 25.14, 32.58, 13.56, 0.12, 0, 0, 0, 0, 0, 213, 9, 32.58, 0.12, 32.58, 0, 
삼천포태양광, 1, 2024-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 3.576, 16.512, 28.092, 36.408, 42.204, 43.884, 41.22, 37.464, 28.968, 12.072, 0.624, 0, 0, 0, 0, 0, 0, 291.024, 12, 43.88, 0.624, 43.884, 0, 
삼천포태양광, 2, 2024-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 3.744, 93.504, 344.736, 540, 651.552, 705.984, 711.168, 656.832, 578.304, 434.496, 198.24, 48.384, 0.192, 0, 0, 0, 0, 0, 4967.136, 207, 711.16, 0.192, 711.168, 0, 
삼천포태양광, 3, 2024-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0.396, 48.528, 125.244, 182.808, 217.512, 233.964, 233.964, 217.872, 195.228, 147.348, 64.116, 11.7, 0, 0, 0, 0, 0, 0, 1678.68, 70, 233.96, 0.396, 233.964, 0, 
삼천포태양광, 4, 2024-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0, 35.842, 96.686, 102.249, 98.965, 99.715, 999.842, 1101.248, 1053.585, 808.904, 987.373, 1179.921, 1139.084, 538.576, 0, 0, 0, 0, 8241.99, 343, 1179.92, 35.842, 1179.921, 0, 
구미태양광, 1, 2024-09-30 00:00:00, 0, 0, 0, 0, 0, 0, 0.651, 65.952, 283.261, 463.183, 569.27, 627.701, 643.032, 514.671, 508.814, 454.215, 257.444, 81.355, 1.302, 0, 0, 0, 0, 0, 4470.851, 186, 643.03, 0.651, 643.032, 0, 
