발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영동태양광, 1, 2023-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11.52, 18.912, 20.736, 15.264, 15.84, 11.424, 6.24, 18.528, 0, 0, 0, 0, 0, 0, 0, 118.464, 5, 20.73, 6.24, 20.736, 0, 
삼천포태양광#5, 1, 2023-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.376, 152.502, 202.594, 395.872, 599.97, 458.219, 623.01, 2207.885, 520.66, 2500.903, 2517.445, 2509.584, 1286.272, 0, 0, 0, 0, 13975.292, 582, 2517.44, 0.376, 2517.445, 0, 
삼천포태양광#5, 2, 2023-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.688, 245.571, 291.222, 503.711, 1094.05, 1221.443, 2201.568, 3629.291, 956.606, 4213.489, 3830.791, 3802.616, 1620.566, 0, 0, 0, 0, 23611.612, 984, 4213.48, 0.688, 4213.489, 0, 
광양항세방태양광, 1, 2023-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 74.4, 242.4, 703.2, 854.4, 684, 456, 132, 81.6, 50.4, 2.4, 0, 0, 0, 0, 0, 0, 3280.8, 137, 854.4, 2.4, 854.4, 0, 
두산엔진MG태양광, 1, 2023-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.18, 1.32, 8.28, 19.32, 29.1, 34.68, 36.6, 14.22, 5.22, 2.76, 0.24, 0, 0, 0, 0, 0, 0, 151.92, 6, 36.6, 0.18, 36.6, 0, 
삼천포태양광, 1, 2023-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 2.988, 14.136, 27.9, 38.196, 45.048, 46.464, 36.48, 15.66, 13.248, 0.036, 0, 0, 0, 0, 0, 0, 240.156, 10, 46.46, 0.036, 46.464, 0, 
삼천포태양광, 2, 2023-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 1.536, 54.72, 195.648, 417.792, 571.968, 684, 662.88, 490.464, 180.192, 167.136, 2.592, 0, 0, 0, 0, 0, 0, 3428.928, 143, 684, 1.536, 684, 0, 
삼천포태양광, 3, 2023-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.108, 15.372, 50.832, 116.928, 199.944, 234.9, 227.772, 139.104, 36.504, 27.9, 0.396, 0, 0, 0, 0, 0, 0, 1049.76, 44, 234.9, 0.108, 234.9, 0, 
삼천포태양광, 4, 2023-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 56.898, 96.574, 133.69, 160.387, 134.098, 397.931, 936.029, 188.474, 1175.375, 1175.389, 1171.92, 58.194, 0, 0, 0, 0, 5684.959, 237, 1175.38, 56.898, 1175.389, 0, 
구미태양광, 1, 2023-12-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25.238, 21.767, 32.831, 19.381, 63.349, 55.9, 43.606, 17.717, 0, 0, 0, 0, 0, 0, 0, 279.789, 12, 63.34, 17.717, 63.349, 0, 
