발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영동태양광, 1, 2023-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 21.408, 203.52, 250.368, 37.728, 39.36, 38.304, 234.72, 478.176, 284.064, 467.424, 690.432, 689.568, 524.352, 0, 0, 0, 3959.424, 165, 690.43, 21.408, 690.432, 0, 
삼천포태양광#5, 1, 2023-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 8.308, 493.094, 1912.575, 280.063, 516.716, 2532.282, 3242.954, 2902.394, 2250.785, 1164.236, 125.86, 2496.016, 2510.051, 248.406, 0, 0, 0, 20683.74, 862, 3242.95, 8.3, 3242.954, 0, 
삼천포태양광#5, 2, 2023-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 14.77, 550.43, 3119.492, 718.423, 1339.634, 4505.106, 5506.229, 4934.783, 3840.963, 1984.023, 229.208, 3750.783, 3814.609, 459.175, 0, 0, 0, 34767.628, 1449, 5506.22, 14.77, 5506.229, 0, 
광양항세방태양광, 1, 2023-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 4.8, 235.2, 676.8, 1219.2, 1562.4, 1696.8, 1644, 1464, 1113.6, 525.6, 103.2, 0, 0, 0, 0, 0, 0, 10245.6, 427, 1696.8, 4.8, 1696.8, 0, 
두산엔진MG태양광, 1, 2023-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 1.74, 6.84, 20.52, 34.14, 44.16, 49.98, 50.7, 45.54, 33.36, 7.32, 0, 0, 0, 0, 0, 0, 294.3, 12, 50.7, 1.74, 50.7, 0, 
삼천포태양광, 1, 2023-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.12, 10.728, 28.512, 41.868, 50.928, 53.604, 53.028, 48.432, 38.136, 21.66, 2.772, 0, 0, 0, 0, 0, 0, 349.788, 15, 53.6, 0.12, 53.604, 0, 
삼천포태양광, 2, 2023-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.864, 68.832, 352.896, 598.752, 702.432, 731.136, 715.68, 559.008, 448.224, 251.424, 39.648, 0, 0, 0, 0, 0, 0, 4468.896, 186, 731.13, 0.864, 731.136, 0, 
삼천포태양광, 3, 2023-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 11.016, 115.056, 209.844, 237.78, 252.036, 250.02, 224.604, 173.844, 61.092, 8.208, 0, 0, 0, 0, 0, 0, 1543.5, 64, 252.03, 8.208, 252.036, 0, 
삼천포태양광, 4, 2023-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 35.203, 735.706, 95.018, 156.303, 1106.334, 1413.264, 1265.939, 992.751, 440.512, 9.78, 1193.003, 1171.827, 40.611, 0, 0, 0, 8656.251, 361, 1413.26, 9.78, 1413.264, 0, 
구미태양광, 1, 2023-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.072, 99.796, 371.92, 500.715, 568.402, 694.882, 689.025, 620.614, 480.972, 266.845, 28.348, 0, 0, 0, 0, 0, 0, 4321.591, 180, 694.88, 0.072, 694.882, 0, 
삼천포태양광#6, 1, 2023-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0.554, 83.329, 247.467, 99.24, 82.531, 83.183, 81.521, 390.789, 435.293, 157.069, 19.032, 569.991, 628.05, 495.119, 83.048, 0, 0, 3456.216, 144, 628.05, 0.554, 628.05, 0, 
영흥태양광#5, 1, 2023-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 7.232, 277.211, 966.621, 1439.084, 1899.495, 2138.137, 2239.379, 1998.326, 1431.853, 689.411, 96.421, 0, 0, 0, 0, 0, 0, 13183.17, 549, 2239.37, 7.232, 2239.379, 0, 
영흥태양광 #3, 1, 2023-01-31 00:00:00, 2020.8, 0, 0, 0, 0, 0, 0, 0, 212.16, 796.08, 125.04, 93.36, 57.36, 96.72, 553.44, 1221.6, 504.96, 70.56, 0, 0, 0, 0, 2160, 2299.2, 10211.28, 425, 2299.2, 57.36, 2299.2, 0, 
영흥태양광 #3, 2, 2023-01-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18.816, 0, 0, 0, 0, 0, 0, 18.816, 1, 18.81, 18.81, 18.816, 0, 
영흥태양광 #3, 3, 2023-01-31 00:00:00, 278.4, 0, 0, 0, 0, 0, 0, 0, 62.88, 264.24, 75.12, 40.8, 38.88, 40.92, 271.56, 431.4, 210.96, 25.68, 0, 0, 0, 0, 897.6, 990, 3628.44, 151, 990, 25.68, 990, 0, 
