발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영동태양광, 1, 2023-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 20.544, 126.816, 313.824, 338.976, 31.584, 32.544, 33.504, 580.128, 685.824, 513.888, 549.984, 690.624, 687.936, 651.36, 51.552, 0, 0, 5309.088, 221, 690.62, 20.544, 690.624, 0, 
삼천포태양광#5, 1, 2023-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 25.311, 462.821, 1359.537, 2226.857, 429.448, 722.699, 784.543, 1578.43, 2795.581, 2371.958, 1540.326, 603.837, 2429.811, 2527.437, 2531.053, 997.958, 0, 0, 23387.607, 974, 2795.58, 25.31, 2795.581, 0, 
삼천포태양광#5, 2, 2023-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 38.568, 742.442, 2256.253, 3692.147, 1047.642, 1607.587, 1748.14, 2983.133, 4691.352, 3948.442, 2593.726, 1036.526, 3784.526, 3832.737, 3847.2, 1422.211, 0, 0, 39272.632, 1636, 4691.35, 38.56, 4691.352, 0, 
광양항세방태양광, 1, 2023-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 14.4, 228, 640.8, 1178.4, 1622.4, 1929.6, 1989.6, 1989.6, 1807.2, 1471.2, 976.8, 381.6, 55.2, 0, 0, 0, 0, 0, 14284.8, 595, 1989.6, 14.4, 1989.6, 0, 
두산엔진MG태양광, 1, 2023-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 2.7, 6.3, 19.62, 8.82, 5.82, 5.88, 14.76, 56.58, 52.14, 39.9, 20.7, 45.72, 49.5, 44.1, 0, 0, 0, 372.54, 16, 56.58, 2.7, 56.58, 0, 
삼천포태양광, 1, 2023-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 0.024, 4.38, 18.036, 32.088, 43.116, 46.728, 45.468, 43.236, 41.544, 39.036, 25.524, 8.304, 0.048, 0, 0, 0, 0, 0, 347.532, 14, 46.72, 0.024, 46.728, 0, 
삼천포태양광, 2, 2023-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 4.128, 95.04, 311.424, 517.728, 678.048, 759.648, 775.872, 717.024, 646.656, 520.512, 328.704, 126.336, 9.888, 0, 0, 0, 0, 0, 5491.008, 229, 775.87, 4.128, 775.872, 0, 
삼천포태양광, 3, 2023-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 0.18, 34.452, 106.056, 173.844, 231.048, 260.172, 269.784, 247.536, 219.888, 181.98, 117.144, 45.036, 1.368, 0, 0, 0, 0, 0, 1888.488, 79, 269.78, 0.18, 269.784, 0, 
삼천포태양광, 4, 2023-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 109.98, 515.16, 877.675, 94.858, 140.168, 168.01, 935.324, 1134.978, 927.54, 585.36, 211.32, 1179.36, 1184.76, 1181.7, 0, 0, 0, 9246.193, 385, 1184.76, 94.858, 1184.76, 0, 
구미태양광, 1, 2023-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 0.145, 80.704, 290.854, 473.235, 596.533, 665.305, 692.93, 674.562, 607.67, 500.57, 326.94, 143.981, 5.568, 0, 0, 0, 0, 0, 5058.997, 211, 692.93, 0.145, 692.93, 0, 
삼천포태양광#6, 1, 2023-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 2.893, 87.502, 238.642, 423.681, 125.972, 84.434, 103.899, 320.898, 665.241, 580.696, 384.72, 145.355, 562.617, 636.379, 635.656, 151.14, 0, 0, 5149.725, 215, 665.24, 2.89, 665.241, 0, 
영흥태양광#5, 1, 2023-03-31 00:00:00, 0, 0, 0, 0, 0, 0, 19.284, 349.526, 1014.832, 1718.705, 2236.968, 2632.295, 2803.442, 2788.979, 2540.695, 2044.126, 1357.126, 578.526, 72.316, 0, 0, 0, 0, 0, 20156.82, 840, 2803.44, 19.284, 2803.442, 0, 
영흥태양광 #3, 1, 2023-03-31 00:00:00, 2018.4, 0, 0, 0, 0, 0, 1.92, 277.68, 851.04, 1432.8, 171.36, 65.04, 66.24, 1768.8, 2240.88, 1819.68, 1174.08, 418.56, 44.88, 0, 0, 0, 2061.6, 2220, 16632.96, 693, 2240.88, 1.92, 2240.88, 0, 
영흥태양광 #3, 2, 2023-03-31 00:00:00, 687.36, 0, 0, 0, 0, 0, 0, 110.4, 344.448, 582.72, 96.864, 28.512, 260.832, 998.784, 920.832, 751.776, 507.168, 241.248, 28.416, 0, 0, 0, 663.36, 742.08, 6964.8, 290, 998.78, 28.416, 998.784, 0, 
