발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영동태양광, 1, 2025-05-31 00:00:00, 0, 0, 0, 0, 0, 0, 4.608, 28.416, 20.928, 21.696, 22.176, 22.848, 24.096, 538.752, 669.408, 567.936, 542.4, 530.016, 691.776, 688.128, 684.672, 159.648, 0, 0, 5217.504, 217, 691.77, 4.608, 691.776, 0, 
삼천포태양광#5, 1, 2025-05-31 00:00:00, 0, 0, 0, 0, 0, 13.857, 237.009, 775.635, 1559.971, 2017.236, 326.524, 492.004, 325.385, 487.476, 2317.354, 1442.231, 799.343, 2501.93, 2535.438, 2467.703, 512.91, 0, 0, 0, 18812.006, 784, 2535.43, 13.857, 2535.438, 0, 
삼천포태양광#5, 2, 2025-05-31 00:00:00, 0, 0, 0, 0, 0, 26.921, 405.697, 1348, 2662.873, 3378.6, 631.439, 895.445, 676.112, 2127.803, 3916.049, 2394.638, 1403.019, 4260.862, 4142.722, 3785.36, 589.226, 0, 0, 0, 32644.766, 1360, 4260.86, 26.92, 4260.862, 0, 
광양항세방태양광, 1, 2025-05-31 00:00:00, 0, 0, 0, 0, 0, 7.2, 184.8, 446.4, 873.6, 1075.2, 1264.8, 1257.6, 1432.8, 1303.2, 1108.8, 686.4, 571.2, 420, 192, 7.2, 0, 0, 0, 0, 10831.2, 451, 1432.8, 7.2, 1432.8, 0, 
두산엔진MG태양광, 1, 2025-05-31 00:00:00, 0, 0, 0, 0, 0, 0.84, 3.84, 7.02, 16.02, 30.54, 31.26, 24.72, 21.9, 21.6, 30, 24.48, 26.04, 16.2, 5.82, 0.72, 0, 0, 0, 0, 261, 11, 31.26, 0.72, 31.26, 0, 
삼천포태양광, 1, 2025-05-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
삼천포태양광, 2, 2025-05-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
삼천포태양광, 3, 2025-05-31 00:00:00, 0, 0, 0, 0, 0, 1.404, 19.44, 64.26, 126.072, 159.912, 187.38, 208.512, 190.296, 190.512, 184.392, 113.148, 58.932, 33.336, 12.744, 0.216, 0, 0, 0, 0, 1550.556, 65, 208.51, 0.216, 208.512, 0, 
삼천포태양광, 4, 2025-05-31 00:00:00, 0, 0, 0, 0, 0, 3.35, 69.023, 93.036, 97.094, 104.377, 95.627, 108.45, 802.271, 906.721, 959.027, 641.247, 1123.922, 1181.458, 1192.161, 410.793, 0, 0, 0, 0, 7788.557, 325, 1192.16, 3.35, 1192.161, 0, 
구미태양광, 1, 2025-05-31 00:00:00, 0, 0, 0, 0, 0, 0.94, 37.966, 134.652, 293.168, 450.527, 531.593, 532.172, 526.965, 503.535, 476.416, 403.233, 281.236, 176.667, 65.084, 9.98, 0, 0, 0, 0, 4424.134, 184, 532.17, 0.94, 532.172, 0, 
