발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영동태양광, 1, 2024-10-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 9.984, 20.352, 18.72, 19.968, 18.144, 290.496, 718.56, 599.424, 422.688, 688.032, 680.256, 679.776, 210.624, 0, 0, 0, 4377.024, 182, 718.56, 9.984, 718.56, 0, 
삼천포태양광#5, 1, 2024-10-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 64.593, 286.05, 563.77, 301.272, 481.777, 476.182, 373.179, 230.831, 206.335, 327.27, 2487.541, 2471.955, 165.744, 0, 0, 0, 0, 8436.499, 352, 2487.54, 64.59, 2487.541, 0, 
삼천포태양광#5, 2, 2024-10-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 129.776, 546.838, 1032.737, 457.601, 898.434, 1133.014, 733.623, 356.446, 322.35, 723.346, 3819.833, 3781.867, 2690.312, 0, 0, 0, 0, 16626.177, 693, 3819.83, 129.77, 3819.833, 0, 
광양항세방태양광, 1, 2024-10-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 62.4, 283.2, 511.2, 720, 1099.2, 1267.2, 1272, 938.4, 468, 232.8, 21.6, 0, 0, 0, 0, 0, 0, 6876, 287, 1272, 21.6, 1272, 0, 
두산엔진MG태양광, 1, 2024-10-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 2.82, 7.62, 13.44, 19.02, 27.78, 28.2, 21.6, 20.04, 12.6, 6.3, 0.48, 0, 0, 0, 0, 0, 0, 159.9, 7, 28.2, 0.48, 28.2, 0, 
삼천포태양광, 1, 2024-10-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.576, 15.792, 10.044, 3.552, 0, 0, 0, 0, 0, 0, 0, 35.964, 1, 15.79, 3.552, 15.792, 0, 
삼천포태양광, 2, 2024-10-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150.24, 165.408, 77.184, 4.992, 0, 0, 0, 0, 0, 0, 397.824, 17, 165.4, 4.992, 165.408, 0, 
삼천포태양광, 3, 2024-10-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57.096, 55.296, 24.984, 1.368, 0, 0, 0, 0, 0, 0, 138.744, 6, 57.09, 1.368, 57.096, 0, 
삼천포태양광, 4, 2024-10-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 23.052, 86.642, 100.439, 96.787, 109.451, 141.819, 119.378, 111.348, 300.149, 1085.485, 1173.707, 710.797, 0, 0, 0, 0, 0, 4059.054, 169, 1173.7, 23.052, 1173.707, 0, 
구미태양광, 1, 2024-10-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 2.82, 37.893, 112.74, 375.464, 544.538, 591.688, 572.452, 502.305, 365.339, 180.862, 16.126, 0, 0, 0, 0, 0, 0, 3302.227, 138, 591.68, 2.82, 591.688, 0, 
삼천포태양광#6, 1, 2024-10-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 8.258, 63.045, 89.51, 83.18, 80.131, 88.697, 81.867, 86.606, 130.558, 480.779, 628.055, 22.109, 0, 0, 0, 0, 0, 1842.795, 77, 628.05, 8.258, 628.055, 0, 
영흥태양광#5, 1, 2024-10-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 171.147, 1005.189, 1725.937, 2056.179, 2024.842, 2625.063, 2468.379, 2094.747, 1533.095, 701.463, 31.337, 0, 0, 0, 0, 0, 0, 16437.378, 685, 2625.06, 31.337, 2625.063, 0, 
영흥태양광 #3, 1, 2024-10-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 63.12, 479.04, 867.12, 95.04, 85.92, 88.32, 86.16, 88.08, 94.56, 198.24, 2207.28, 2217.6, 1034.4, 0, 0, 0, 0, 7604.88, 317, 2217.6, 63.12, 2217.6, 0, 
영흥태양광 #3, 2, 2024-10-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 15.648, 48.864, 46.464, 46.176, 44.256, 42.336, 42.144, 43.584, 293.088, 839.424, 756.672, 372.48, 0, 0, 0, 0, 0, 2591.136, 108, 839.42, 15.648, 839.424, 0, 
