발전구분, 호기, 일자, 1시 발전량(KWh), 2시 발전량(KWh),3시 발전량(KWh),4시 발전량(KWh),5시 발전량(KWh),6시 발전량(KWh),7시 발전량(KWh),8시 발전량(KWh),9시 발전량(KWh),10시 발전량(KWh),11시 발전량(KWh),12시 발전량(KWh),13시 발전량(KWh),14시 발전량(KWh),15시 발전량(KWh),16시 발전량(KWh),17시 발전량(KWh),18시 발전량(KWh),19시 발전량(KWh),20시 발전량(KWh),21시 발전량(KWh),22시 발전량(KWh),23시 발전량(KWh),24시 발전량(KWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소
영동태양광, 1, 2022-05-31 00:00:00, 67.776, 0, 0, 0, 0, 0.192, 19.104, 68.256, 248.832, 459.36, 181.824, 38.88, 43.872, 50.4, 429.504, 659.712, 498.72, 299.328, 140.736, 11.232, 0, 0, 0, 428.832, 3646.56, 152, 659.71, 0.19, 659.712, 0, 
삼천포태양광#5, 1, 2022-05-31 00:00:00, 0, 0, 0, 0, 0, 0, 139.205, 845.304, 1688.041, 2330.302, 208.237, 400.651, 499.298, 2087.067, 2676.314, 2149.402, 1435.794, 653.913, 2538.362, 2501.757, 2497.041, 398.445, 0, 0, 23049.133, 960, 2676.31, 139.2, 2676.314, 0, 
삼천포태양광#5, 2, 2022-05-31 00:00:00, 0, 0, 0, 0, 0, 0.056, 236.648, 1413.697, 2857.982, 3979.146, 764.603, 1196.044, 1369.232, 3900.74, 4623.264, 3713.788, 2488.24, 1164.083, 4055.586, 3817.656, 3787.298, 428.944, 0, 0, 39797.007, 1658, 4623.26, 0.05, 4623.264, 0, 
광양항세방태양광, 1, 2022-05-31 00:00:00, 0, 0, 0, 0, 0, 14.4, 206.4, 669.6, 1156.8, 1629.6, 1970.4, 2150.4, 2205.6, 2191.2, 2068.8, 1790.4, 1320, 760.8, 256.8, 9.6, 0, 0, 0, 0, 18400.8, 767, 2205.6, 9.6, 2205.6, 0, 
두산엔진MG태양광, 1, 2022-05-31 00:00:00, 0, 0, 0, 0, 0, 0, 1.08, 2.52, 12.48, 27.66, 9.78, 7.08, 7.26, 26.04, 57.6, 55.26, 47.04, 32.46, 52.02, 42.78, 42.24, 13.5, 0, 0, 436.8, 18, 57.6, 1.08, 57.6, 0, 
삼천포태양광, 1, 2022-05-31 00:00:00, 0, 0, 0, 0, 0, 0, 0, 5.616, 21.876, 33.3, 38.856, 44.82, 45.72, 47.976, 44.556, 36.84, 25.224, 11.172, 1.284, 0, 0, 0, 0, 0, 357.24, 15, 47.97, 1.284, 47.976, 0, 
삼천포태양광, 2, 2022-05-31 00:00:00, 0, 0, 0, 0, 0, 0.576, 39.936, 212.544, 381.6, 496.032, 565.92, 595.2, 616.224, 615.84, 534.336, 415.776, 267.264, 114.912, 34.56, 0.96, 0, 0, 0, 0, 4891.68, 204, 616.22, 0.576, 616.224, 0, 
삼천포태양광, 3, 2022-05-31 00:00:00, 0, 0, 0, 0, 0, 0.036, 8.424, 64.908, 130.356, 184.068, 218.484, 242.892, 247.284, 241.812, 213.372, 169.92, 111.348, 49.176, 7.056, 0.036, 0, 0, 0, 0, 1889.172, 79, 247.28, 0.036, 247.284, 0, 
삼천포태양광, 4, 2022-05-31 00:00:00, 0, 0, 0, 0, 0, 0, 4.331, 192.446, 489.086, 685.362, 89.31, 98.843, 98.718, 101.893, 687.268, 659.691, 395.314, 216.081, 1190.092, 1171.832, 965.782, 0, 0, 0, 7046.049, 294, 1190.09, 4.33, 1190.092, 0, 
구미태양광, 1, 2022-05-31 00:00:00, 0, 0, 0, 0, 0, 0.072, 19.815, 182.163, 373.511, 522.699, 619.891, 664.799, 678.756, 652.433, 590.892, 484.154, 335.328, 164.88, 34.422, 0, 0, 0, 0, 0, 5323.815, 222, 678.75, 0.072, 678.756, 0, 
삼천포태양광#6, 1, 2022-05-31 00:00:00, 0, 0, 0, 0, 0, 0, 19.489, 66.313, 148.924, 228.741, 92.906, 87.221, 87.112, 89.341, 86.953, 86.687, 179.915, 106.747, 28.968, 576.227, 628.911, 10.035, 0, 0, 2524.49, 105, 628.91, 10.03, 628.911, 0, 
영흥태양광#5, 1, 2022-05-31 00:00:00, 0, 0, 0, 0, 0, 16.874, 163.916, 662.895, 1313.737, 1528.274, 1692.189, 2668.453, 2767.284, 2699.789, 2215.274, 1966.989, 1427.032, 715.926, 204.895, 36.158, 0, 0, 0, 0, 20079.685, 837, 2767.28, 16.874, 2767.284, 0, 
영흥태양광 #3, 1, 2022-05-31 00:00:00, 0, 0, 0, 0, 0, 0, 133.68, 597.84, 1194.72, 1414.8, 116.88, 39.12, 65.76, 2166, 2026.56, 1776, 1354.08, 672.24, 179.52, 21.36, 0, 0, 2136, 2215.2, 16109.76, 671, 2215.2, 21.36, 2215.2, 0, 
영흥태양광 #3, 2, 2022-05-31 00:00:00, 0, 0, 0, 0, 0, 0, 45.6, 221.088, 454.272, 577.728, 63.456, 0, 129.408, 998.112, 842.976, 751.488, 554.304, 288.768, 80.448, 10.56, 0, 0, 704.64, 740.16, 6463.008, 269, 998.11, 10.56, 998.112, 0, 
영흥태양광 #3, 3, 2022-05-31 00:00:00, 0, 0, 0, 0, 0, 0, 48.24, 271.8, 585.48, 720.12, 109.68, 171.72, 712.44, 1178.28, 960.24, 868.92, 650.4, 338.16, 93.24, 9, 0, 0, 685.2, 740.4, 8143.32, 339, 1178.28, 9, 1178.28, 0, 
영흥태양광, 1, 2022-05-31 00:00:00, 0, 0, 0, 0, 0, 0, 13.21, 88.013, 221.798, 347.789, 459.264, 655.987, 716.89, 702.874, 611.558, 533.376, 378.317, 151.334, 41.971, 0, 0, 0, 0, 0, 4922.381, 205, 716.89, 13.21, 716.89, 0, 
